Date (WET),Day Ahead Price EPEX,Day Ahead Price Nordpool,4H Intraday Price AVG,2H Intraday Price AVG,HH Intraday Price AVG,System Buy Price,System Sell Price
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[03/10/2021 07:00],122.00,79.54,164.48,148.05,159.33,255.00,255.00
[03/10/2021 07:30],122.00,79.54,164.48,148.05,154.10,230.00,230.00
[03/10/2021 08:00],162.50,146.04,164.48,148.05,154.96,250.00,250.00
[03/10/2021 08:30],162.50,146.04,164.48,148.05,213.27,258.00,258.00
[03/10/2021 09:00],175.95,181.75,164.48,186.03,241.02,259.00,259.00
[03/10/2021 09:30],175.95,181.75,164.48,186.03,245.56,258.00,258.00
[03/10/2021 10:00],170.00,176.02,164.48,186.03,236.62,225.00,225.00
[03/10/2021 10:30],170.00,176.02,164.48,186.03,222.24,225.00,225.00
[03/10/2021 11:00],160.30,146.03,173.26,194.53,229.01,225.00,225.00
[03/10/2021 11:30],160.30,146.03,173.26,194.53,198.61,80.00,80.00
[03/10/2021 12:00],162.50,146.92,173.26,194.53,183.02,220.00,220.00
[03/10/2021 12:30],162.50,146.92,173.26,194.53,111.47,60.90,60.90
[03/10/2021 13:00],143.30,83.51,173.26,101.09,76.54,60.00,60.00
[03/10/2021 13:30],143.30,83.51,173.26,101.09,74.96,60.50,60.50
[03/10/2021 14:00],122.00,66.99,173.26,101.09,60.02,39.60,39.60
[03/10/2021 14:30],122.00,66.99,173.26,101.09,51.43,37.84,37.84
[03/10/2021 15:00],156.00,93.51,103.35,99.10,40.45,37.93,37.93
[03/10/2021 15:30],156.00,93.51,103.35,99.10,46.40,38.40,38.40
[03/10/2021 16:00],181.35,147.16,103.35,99.10,41.49,70.05,70.05
[03/10/2021 16:30],181.35,147.16,103.35,99.10,66.67,74.98,74.98
[03/10/2021 17:00],214.00,200.79,103.35,113.16,81.28,70.05,70.05
[03/10/2021 17:30],214.00,200.79,103.35,113.16,124.61,94.62,94.62
[03/10/2021 18:00],255.00,237.55,103.35,113.16,163.45,70.20,70.20
[03/10/2021 18:30],255.00,237.55,103.35,113.16,201.30,96.77,96.77
[03/10/2021 19:00],255.00,243.67,158.66,183.36,195.57,121.00,121.00
[03/10/2021 19:30],255.00,243.67,158.66,183.36,174.92,80.00,80.00
[03/10/2021 20:00],158.20,139.92,158.66,183.36,144.42,80.00,80.00
[03/10/2021 20:30],158.20,139.92,158.66,183.36,100.30,80.00,80.00
[03/10/2021 21:00],183.00,173.08,158.66,127.58,135.08,214.00,214.00
[03/10/2021 21:30],183.00,173.08,158.66,127.58,133.27,103.00,103.00
[03/10/2021 22:00],132.50,95.09,158.66,127.58,126.89,70.10,70.10
[03/10/2021 22:30],132.50,95.09,158.66,127.58,109.61,70.10,70.10
[03/10/2021 23:00],181.00,136.99,120.00,119.36,96.75,48.34,48.34
[03/10/2021 23:30],181.00,136.99,120.00,119.36,89.93,49.34,49.34
[04/10/2021 00:00],158.00,80.53,120.00,119.36,63.54,50.00,50.00
[04/10/2021 00:30],158.00,80.53,120.00,119.36,56.70,52.71,52.71
[04/10/2021 01:00],159.50,136.90,120.00,73.05,60.56,50.83,50.83
[04/10/2021 01:30],159.50,136.90,120.00,73.05,65.73,52.13,52.13
[04/10/2021 02:00],141.10,141.99,120.00,73.05,67.75,205.00,205.00
[04/10/2021 02:30],141.10,141.99,120.00,73.05,76.92,51.57,51.57
[04/10/2021 03:00],137.00,136.95,,92.52,99.29,48.21,48.21
[04/10/2021 03:30],137.00,136.95,,92.52,97.49,47.68,47.68
[04/10/2021 04:00],140.00,141.99,,92.52,84.77,67.46,67.46
[04/10/2021 04:30],140.00,141.99,,92.52,65.00,66.00,66.00
[04/10/2021 05:00],165.20,164.57,,132.56,119.94,134.55,134.55
[04/10/2021 05:30],165.20,164.57,,132.56,112.71,131.66,131.66
[04/10/2021 06:00],190.00,193.98,,132.56,168.26,255.95,255.95
[04/10/2021 06:30],190.00,193.98,,132.56,167.43,257.00,257.00
[04/10/2021 07:00],205.00,175.49,178.35,191.68,190.84,91.00,91.00
[04/10/2021 07:30],205.00,175.49,178.35,191.68,220.70,225.00,225.00
[04/10/2021 08:00],230.00,220.20,178.35,191.68,171.48,225.00,225.00
[04/10/2021 08:30],230.00,220.20,178.35,191.68,195.52,91.00,91.00
[04/10/2021 09:00],213.80,220.15,178.35,177.55,188.37,225.00,225.00
[04/10/2021 09:30],213.80,220.15,178.35,177.55,140.72,91.00,91.00
[04/10/2021 10:00],166.95,165.66,178.35,177.55,160.25,91.00,91.00
[04/10/2021 10:30],166.95,165.66,178.35,177.55,151.65,91.00,91.00
[04/10/2021 11:00],162.00,154.46,149.71,139.87,123.09,91.50,91.50
[04/10/2021 11:30],162.00,154.46,149.71,139.87,119.22,91.00,91.00
[04/10/2021 12:00],153.20,144.63,149.71,139.87,133.61,91.50,91.50
[04/10/2021 12:30],153.20,144.63,149.71,139.87,129.66,91.50,91.50
[04/10/2021 13:00],145.00,132.71,149.71,137.48,131.43,91.50,91.50
[04/10/2021 13:30],145.00,132.71,149.71,137.48,122.12,91.50,91.50
[04/10/2021 14:00],138.00,127.54,149.71,137.48,133.63,224.85,224.85
[04/10/2021 14:30],138.00,127.54,149.71,137.48,168.59,225.00,225.00
[04/10/2021 15:00],145.00,145.00,173.96,157.20,145.05,92.00,92.00
[04/10/2021 15:30],145.00,145.00,173.96,157.20,130.93,91.00,91.00
[04/10/2021 16:00],200.00,189.95,173.96,157.20,114.24,91.55,91.55
[04/10/2021 16:30],200.00,189.95,173.96,157.20,127.18,92.00,92.00
[04/10/2021 17:00],293.00,250.45,173.96,195.67,161.64,93.00,93.00
[04/10/2021 17:30],293.00,250.45,173.96,195.67,200.46,249.00,249.00
[04/10/2021 18:00],368.10,356.54,173.96,195.67,215.78,249.50,249.50
[04/10/2021 18:30],368.10,356.54,173.96,195.67,230.81,249.50,249.50
[04/10/2021 19:00],350.00,300.00,166.55,202.04,248.20,249.50,249.50
[04/10/2021 19:30],350.00,300.00,166.55,202.04,234.81,94.50,94.50
[04/10/2021 20:00],253.60,229.06,166.55,202.04,137.62,94.50,94.50
[04/10/2021 20:30],253.60,229.06,166.55,202.04,147.55,94.50,94.50
[04/10/2021 21:00],172.70,161.16,166.55,158.81,207.58,225.00,225.00
[04/10/2021 21:30],172.70,161.16,166.55,158.81,191.23,94.50,94.50
[04/10/2021 22:00],153.20,150.00,166.55,158.81,192.24,225.00,225.00
[04/10/2021 22:30],153.20,150.00,166.55,158.81,155.81,94.50,94.50
[04/10/2021 23:00],182.40,207.00,153.45,158.10,166.45,122.10,122.10
[04/10/2021 23:30],182.40,207.00,153.45,158.10,193.59,244.00,244.00
[05/10/2021 00:00],171.70,183.64,153.45,158.10,208.02,235.00,235.00
[05/10/2021 00:30],171.70,183.64,153.45,158.10,179.79,225.00,225.00
[05/10/2021 01:00],162.50,173.36,153.45,164.16,171.15,225.00,225.00
[05/10/2021 01:30],162.50,173.36,153.45,164.16,173.71,85.88,85.88
[05/10/2021 02:00],145.00,164.95,153.45,164.16,179.77,215.00,215.00
[05/10/2021 02:30],145.00,164.95,153.45,164.16,156.53,77.00,77.00
[05/10/2021 03:00],101.00,121.75,151.77,130.18,142.08,226.56,226.56
[05/10/2021 03:30],101.00,121.75,151.77,130.18,152.82,225.00,225.00
[05/10/2021 04:00],98.00,105.16,151.77,130.18,177.07,237.00,237.00
[05/10/2021 04:30],98.00,105.16,151.77,130.18,157.96,92.18,92.18
[05/10/2021 05:00],140.30,145.25,151.77,160.54,120.06,72.00,72.00
[05/10/2021 05:30],140.30,145.25,151.77,160.54,136.37,72.00,72.00
[05/10/2021 06:00],182.00,194.90,151.77,160.54,178.02,72.00,72.00
[05/10/2021 06:30],182.00,194.90,151.77,160.54,184.46,90.00,90.00
[05/10/2021 07:00],194.00,194.99,193.83,186.83,144.21,77.60,77.60
[05/10/2021 07:30],194.00,194.99,193.83,186.83,169.30,239.00,239.00
[05/10/2021 08:00],226.00,231.44,193.83,186.83,216.41,245.00,245.00
[05/10/2021 08:30],226.00,231.44,193.83,186.83,213.39,239.00,239.00
[05/10/2021 09:00],220.00,234.82,193.83,183.30,204.68,245.00,245.00
[05/10/2021 09:30],220.00,234.82,193.83,183.30,195.29,239.00,239.00
[05/10/2021 10:00],189.00,208.99,193.83,183.30,198.59,239.00,239.00
[05/10/2021 10:30],189.00,208.99,193.83,183.30,195.67,239.00,239.00
[05/10/2021 11:00],167.60,187.59,157.60,178.64,198.49,245.00,245.00
[05/10/2021 11:30],167.60,187.59,157.60,178.64,217.77,224.00,224.00
[05/10/2021 12:00],169.00,175.65,157.60,178.64,198.29,93.00,93.00
[05/10/2021 12:30],169.00,175.65,157.60,178.64,154.06,85.20,85.20
[05/10/2021 13:00],154.40,155.08,157.60,137.47,119.74,85.20,85.20
[05/10/2021 13:30],154.40,155.08,157.60,137.47,107.15,85.10,85.10
[05/10/2021 14:00],137.10,152.03,157.60,137.47,125.50,93.00,93.00
[05/10/2021 14:30],137.10,152.03,157.60,137.47,126.20,93.00,93.00
[05/10/2021 15:00],168.20,153.11,178.66,145.05,135.46,93.15,93.15
[05/10/2021 15:30],168.20,153.11,178.66,145.05,118.80,81.50,81.50
[05/10/2021 16:00],185.00,167.40,178.66,145.05,136.80,85.10,85.10
[05/10/2021 16:30],185.00,167.40,178.66,145.05,139.78,85.40,85.40
[05/10/2021 17:00],219.00,195.48,178.66,192.26,129.16,93.00,93.00
[05/10/2021 17:30],219.00,195.48,178.66,192.26,146.90,93.34,93.34
[05/10/2021 18:00],250.70,244.46,178.66,192.26,161.32,235.00,235.00
[05/10/2021 18:30],250.70,244.46,178.66,192.26,216.41,264.00,264.00
[05/10/2021 19:00],240.00,253.66,194.52,216.54,216.87,278.00,278.00
[05/10/2021 19:30],240.00,253.66,194.52,216.54,223.24,94.00,94.00
[05/10/2021 20:00],190.00,169.57,194.52,216.54,216.32,94.00,94.00
[05/10/2021 20:30],190.00,169.57,194.52,216.54,212.37,94.00,94.00
[05/10/2021 21:00],188.00,182.84,194.52,196.49,235.12,260.00,260.00
[05/10/2021 21:30],188.00,182.84,194.52,196.49,221.90,250.00,250.00
[05/10/2021 22:00],155.50,149.49,194.52,196.49,206.23,250.00,250.00
[05/10/2021 22:30],155.50,149.49,194.52,196.49,180.00,254.00,254.00
[05/10/2021 23:00],165.00,170.79,170.00,125.00,167.00,69.77,69.77
[05/10/2021 23:30],165.00,170.79,170.00,125.00,79.63,61.34,61.34
[06/10/2021 00:00],140.60,119.01,170.00,125.00,76.54,59.03,59.03
[06/10/2021 00:30],140.60,119.01,170.00,125.00,84.45,59.03,59.03
[06/10/2021 01:00],140.00,119.91,170.00,85.14,60.00,56.80,56.80
[06/10/2021 01:30],140.00,119.91,170.00,85.14,83.10,200.00,200.00
[06/10/2021 02:00],135.00,109.61,170.00,85.14,128.50,231.00,231.00
[06/10/2021 02:30],135.00,109.61,170.00,85.14,123.52,55.25,55.25
[06/10/2021 03:00],123.00,96.00,135.00,110.58,77.10,47.82,47.82
[06/10/2021 03:30],123.00,96.00,135.00,110.58,63.49,48.54,48.54
[06/10/2021 04:00],134.90,100.01,135.00,110.58,103.22,180.00,180.00
[06/10/2021 04:30],134.90,100.01,135.00,110.58,96.48,180.00,180.00
[06/10/2021 05:00],165.00,162.44,135.00,162.94,103.87,116.10,116.10
[06/10/2021 05:30],165.00,162.44,135.00,162.94,131.97,119.10,119.10
[06/10/2021 06:00],212.50,229.99,135.00,162.94,196.00,235.00,235.00
[06/10/2021 06:30],212.50,229.99,135.00,162.94,207.87,181.33,181.33
[06/10/2021 07:00],208.80,190.70,242.86,255.44,244.84,300.00,300.00
[06/10/2021 07:30],208.80,190.70,242.86,255.44,292.80,310.00,310.00
[06/10/2021 08:00],243.00,235.00,242.86,255.44,284.04,300.00,300.00
[06/10/2021 08:30],243.00,235.00,242.86,255.44,287.29,310.00,310.00
[06/10/2021 09:00],238.70,237.68,242.86,277.21,296.77,299.89,299.89
[06/10/2021 09:30],238.70,237.68,242.86,277.21,293.69,312.63,312.63
[06/10/2021 10:00],198.00,197.42,242.86,277.21,289.14,290.00,290.00
[06/10/2021 10:30],198.00,197.42,242.86,277.21,250.91,380.00,380.00
[06/10/2021 11:00],185.60,184.65,244.96,274.55,288.16,290.00,290.00
[06/10/2021 11:30],185.60,184.65,244.96,274.55,303.70,290.00,290.00
[06/10/2021 12:00],179.00,187.32,244.96,274.55,302.74,310.00,310.00
[06/10/2021 12:30],179.00,187.32,244.96,274.55,302.46,290.00,290.00
[06/10/2021 13:00],165.00,181.81,244.96,247.46,285.00,270.00,270.00
[06/10/2021 13:30],165.00,181.81,244.96,247.46,239.11,110.00,110.00
[06/10/2021 14:00],164.70,182.21,244.96,247.46,150.88,110.01,110.01
[06/10/2021 14:30],164.70,182.21,244.96,247.46,133.42,110.01,110.01
[06/10/2021 15:00],186.60,172.87,253.88,207.25,179.19,111.00,111.00
[06/10/2021 15:30],186.60,172.87,253.88,207.25,219.96,270.00,270.00
[06/10/2021 16:00],200.00,197.50,253.88,207.25,177.25,110.50,110.50
[06/10/2021 16:30],200.00,197.50,253.88,207.25,201.26,110.00,110.00
[06/10/2021 17:00],310.80,251.10,253.88,275.81,221.78,112.00,112.00
[06/10/2021 17:30],310.80,251.10,253.88,275.81,239.74,398.90,398.90
[06/10/2021 18:00],499.00,388.93,253.88,275.81,305.81,110.00,110.00
[06/10/2021 18:30],499.00,388.93,253.88,275.81,282.58,116.00,116.00
[06/10/2021 19:00],423.80,401.00,192.92,209.09,200.70,116.00,116.00
[06/10/2021 19:30],423.80,401.00,192.92,209.09,205.56,110.00,110.00
[06/10/2021 20:00],263.20,242.30,192.92,209.09,169.18,115.01,115.01
[06/10/2021 20:30],263.20,242.30,192.92,209.09,182.60,115.01,115.01
[06/10/2021 21:00],202.70,219.51,192.92,181.79,175.68,115.00,115.00
[06/10/2021 21:30],202.70,219.51,192.92,181.79,191.32,117.10,117.10
[06/10/2021 22:00],177.95,185.10,192.92,181.79,191.08,255.00,255.00
[06/10/2021 22:30],177.95,185.10,192.92,181.79,216.69,269.00,269.00
[06/10/2021 23:00],198.50,260.00,200.00,,256.61,269.00,269.00
[06/10/2021 23:30],198.50,260.00,200.00,,233.21,240.00,240.00
[07/10/2021 00:00],205.00,220.08,200.00,,248.40,240.00,240.00
[07/10/2021 00:30],205.00,220.08,200.00,,226.96,240.00,240.00
[07/10/2021 01:00],219.70,228.48,200.00,207.83,222.60,205.09,205.09
[07/10/2021 01:30],219.70,228.48,200.00,207.83,225.55,205.09,205.09
[07/10/2021 02:00],217.00,220.05,200.00,207.83,210.11,166.23,166.23
[07/10/2021 02:30],217.00,220.05,200.00,207.83,172.16,166.80,166.80
[07/10/2021 03:00],203.55,200.01,,170.74,141.44,150.87,150.87
[07/10/2021 03:30],203.55,200.01,,170.74,161.16,240.00,240.00
[07/10/2021 04:00],215.00,203.93,,170.74,209.52,265.00,265.00
[07/10/2021 04:30],215.00,203.93,,170.74,217.70,240.00,240.00
[07/10/2021 05:00],244.60,266.69,,207.20,229.45,245.00,245.00
[07/10/2021 05:30],244.60,266.69,,207.20,204.09,274.00,274.00
[07/10/2021 06:00],283.40,364.96,,207.20,268.14,278.00,278.00
[07/10/2021 06:30],283.40,364.96,,207.20,252.46,117.00,117.00
[07/10/2021 07:00],337.10,365.21,275.86,280.64,256.63,290.00,290.00
[07/10/2021 07:30],337.10,365.21,275.86,280.64,333.26,300.00,300.00
[07/10/2021 08:00],322.00,306.82,275.86,280.64,282.21,279.00,279.00
[07/10/2021 08:30],322.00,306.82,275.86,280.64,263.64,279.00,279.00
[07/10/2021 09:00],296.62,286.36,275.86,233.81,226.17,300.00,300.00
[07/10/2021 09:30],296.62,286.36,275.86,233.81,149.34,114.00,114.00
[07/10/2021 10:00],263.70,258.25,275.86,233.81,207.31,300.00,300.00
[07/10/2021 10:30],263.70,258.25,275.86,233.81,205.26,299.91,299.91
[07/10/2021 11:00],244.00,251.19,202.51,182.19,197.63,279.00,279.00
[07/10/2021 11:30],244.00,251.19,202.51,182.19,163.22,113.00,113.00
[07/10/2021 12:00],237.80,253.70,202.51,182.19,193.83,114.00,114.00
[07/10/2021 12:30],237.80,253.70,202.51,182.19,122.16,113.00,113.00
[07/10/2021 13:00],227.00,241.22,202.51,172.72,153.99,113.00,113.00
[07/10/2021 13:30],227.00,241.22,202.51,172.72,147.48,114.10,114.10
[07/10/2021 14:00],223.60,228.73,202.51,172.72,138.22,114.10,114.10
[07/10/2021 14:30],223.60,228.73,202.51,172.72,156.40,121.00,121.00
[07/10/2021 15:00],242.90,230.00,220.52,174.72,153.23,300.00,300.00
[07/10/2021 15:30],242.90,230.00,220.52,174.72,159.20,300.00,300.00
[07/10/2021 16:00],272.00,253.58,220.52,174.72,160.25,300.00,300.00
[07/10/2021 16:30],272.00,253.58,220.52,174.72,253.45,350.00,350.00
[07/10/2021 17:00],354.70,330.26,220.52,228.48,215.01,113.00,113.00
[07/10/2021 17:30],354.70,330.26,220.52,228.48,204.82,114.25,114.25
[07/10/2021 18:00],412.50,398.70,220.52,228.48,214.85,114.10,114.10
[07/10/2021 18:30],412.50,398.70,220.52,228.48,230.09,350.00,350.00
[07/10/2021 19:00],369.60,364.95,203.64,207.58,211.66,115.00,115.00
[07/10/2021 19:30],369.60,364.95,203.64,207.58,214.27,269.00,269.00
[07/10/2021 20:00],281.20,292.98,203.64,207.58,212.32,118.00,118.00
[07/10/2021 20:30],281.20,292.98,203.64,207.58,164.25,116.01,116.01
[07/10/2021 21:00],240.60,261.98,203.64,181.78,153.59,116.01,116.01
[07/10/2021 21:30],240.60,261.98,203.64,181.78,151.33,116.00,116.00
[07/10/2021 22:00],240.00,251.89,203.64,181.78,167.21,249.00,249.00
[07/10/2021 22:30],240.00,251.89,203.64,181.78,167.24,114.00,114.00
[07/10/2021 23:00],179.00,178.00,,,164.11,115.00,115.00
[07/10/2021 23:30],179.00,178.00,,,149.81,93.00,93.00
[08/10/2021 00:00],162.50,159.95,,,151.74,93.00,93.00
[08/10/2021 00:30],162.50,159.95,,,135.93,93.00,93.00
[08/10/2021 01:00],164.00,162.70,,149.62,123.92,93.00,93.00
[08/10/2021 01:30],164.00,162.70,,149.62,122.08,90.00,90.00
[08/10/2021 02:00],164.00,162.02,,149.62,128.72,93.00,93.00
[08/10/2021 02:30],164.00,162.02,,149.62,124.97,225.00,225.00
[08/10/2021 03:00],147.00,159.94,152.36,137.41,130.25,115.00,115.00
[08/10/2021 03:30],147.00,159.94,152.36,137.41,121.64,93.00,93.00
[08/10/2021 04:00],162.50,168.78,152.36,137.41,180.75,229.00,229.00
[08/10/2021 04:30],162.50,168.78,152.36,137.41,159.75,300.00,300.00
[08/10/2021 05:00],179.00,198.10,152.36,190.68,208.95,225.00,225.00
[08/10/2021 05:30],179.00,198.10,152.36,190.68,195.03,225.00,225.00
[08/10/2021 06:00],226.00,229.92,152.36,190.68,186.64,121.00,121.00
[08/10/2021 06:30],226.00,229.92,152.36,190.68,174.26,121.00,121.00
[08/10/2021 07:00],260.00,259.72,190.11,203.87,139.65,110.00,110.00
[08/10/2021 07:30],260.00,259.72,190.11,203.87,225.01,275.00,275.00
[08/10/2021 08:00],295.00,292.01,190.11,203.87,239.83,125.00,125.00
[08/10/2021 08:30],295.00,292.01,190.11,203.87,219.29,295.00,295.00
[08/10/2021 09:00],274.00,267.47,190.11,178.35,207.58,275.00,275.00
[08/10/2021 09:30],274.00,267.47,190.11,178.35,192.60,295.00,295.00
[08/10/2021 10:00],219.00,222.44,190.11,178.35,226.93,299.00,299.00
[08/10/2021 10:30],219.00,222.44,190.11,178.35,202.86,360.00,360.00
[08/10/2021 11:00],190.85,174.97,182.84,186.81,205.27,275.00,275.00
[08/10/2021 11:30],190.85,174.97,182.84,186.81,186.87,117.00,117.00
[08/10/2021 12:00],183.00,162.99,182.84,186.81,162.66,118.00,118.00
[08/10/2021 12:30],183.00,162.99,182.84,186.81,152.25,240.00,240.00
[08/10/2021 13:00],165.00,155.14,182.84,172.19,223.47,244.00,244.00
[08/10/2021 13:30],165.00,155.14,182.84,172.19,178.72,230.00,230.00
[08/10/2021 14:00],163.60,153.90,182.84,172.19,173.18,235.00,235.00
[08/10/2021 14:30],163.60,153.90,182.84,172.19,171.49,275.00,275.00
[08/10/2021 15:00],176.00,166.03,193.46,178.33,195.36,235.00,235.00
[08/10/2021 15:30],176.00,166.03,193.46,178.33,158.04,275.00,275.00
[08/10/2021 16:00],227.00,234.91,193.46,178.33,154.40,235.00,235.00
[08/10/2021 16:30],227.00,234.91,193.46,178.33,192.42,350.00,350.00
[08/10/2021 17:00],271.00,264.87,193.46,214.46,259.28,126.00,126.00
[08/10/2021 17:30],271.00,264.87,193.46,214.46,217.57,126.00,126.00
[08/10/2021 18:00],354.00,332.47,193.46,214.46,184.86,125.00,125.00
[08/10/2021 18:30],354.00,332.47,193.46,214.46,190.03,126.00,126.00
[08/10/2021 19:00],347.00,350.00,170.16,195.64,223.46,126.00,126.00
[08/10/2021 19:30],347.00,350.00,170.16,195.64,176.85,125.00,125.00
[08/10/2021 20:00],211.00,220.97,170.16,195.64,129.86,125.00,125.00
[08/10/2021 20:30],211.00,220.97,170.16,195.64,130.23,125.00,125.00
[08/10/2021 21:00],220.00,205.00,170.16,147.09,126.82,125.00,125.00
[08/10/2021 21:30],220.00,205.00,170.16,147.09,129.62,120.00,120.00
[08/10/2021 22:00],211.00,178.60,170.16,147.09,142.93,117.00,117.00
[08/10/2021 22:30],211.00,178.60,170.16,147.09,143.34,125.00,125.00
[08/10/2021 23:00],187.50,188.00,146.40,148.33,135.87,215.00,215.00
[08/10/2021 23:30],187.50,188.00,146.40,148.33,131.08,200.00,200.00
[09/10/2021 00:00],178.30,173.30,146.40,148.33,128.95,115.00,115.00
[09/10/2021 00:30],178.30,173.30,146.40,148.33,128.78,115.00,115.00
[09/10/2021 01:00],178.30,173.36,146.40,132.47,132.33,115.00,115.00
[09/10/2021 01:30],178.30,173.36,146.40,132.47,124.46,100.00,100.00
[09/10/2021 02:00],170.50,169.10,146.40,132.47,109.74,98.00,98.00
[09/10/2021 02:30],170.50,169.10,146.40,132.47,109.22,99.00,99.00
[09/10/2021 03:00],170.50,168.57,122.05,120.06,107.72,98.00,98.00
[09/10/2021 03:30],170.50,168.57,122.05,120.06,119.59,115.00,115.00
[09/10/2021 04:00],168.50,170.05,122.05,120.06,140.49,194.00,194.00
[09/10/2021 04:30],168.50,170.05,122.05,120.06,132.77,115.00,115.00
[09/10/2021 05:00],183.00,175.04,122.05,135.01,131.94,99.00,99.00
[09/10/2021 05:30],183.00,175.04,122.05,135.01,139.13,223.00,223.00
[09/10/2021 06:00],203.40,196.34,122.05,135.01,174.84,214.00,214.00
[09/10/2021 06:30],203.40,196.34,122.05,135.01,170.35,95.50,95.50
[09/10/2021 07:00],173.50,180.06,164.17,170.09,161.03,95.50,95.50
[09/10/2021 07:30],173.50,180.06,164.17,170.09,168.83,204.00,204.00
[09/10/2021 08:00],218.00,192.21,164.17,170.09,178.95,204.00,204.00
[09/10/2021 08:30],218.00,192.21,164.17,170.09,183.39,103.00,103.00
[09/10/2021 09:00],254.90,234.91,164.17,200.00,,110.00,110.00
[09/10/2021 09:30],254.90,234.91,164.17,200.00,131.52,110.00,110.00
[09/10/2021 10:00],233.20,221.18,164.17,200.00,122.19,110.00,110.00
[09/10/2021 10:30],233.20,221.18,164.17,200.00,118.42,110.00,110.00
[09/10/2021 11:00],221.00,209.49,151.81,174.42,173.66,115.10,115.10
[09/10/2021 11:30],221.00,209.49,151.81,174.42,145.48,108.00,108.00
[09/10/2021 12:00],195.85,185.60,151.81,174.42,133.97,111.00,111.00
[09/10/2021 12:30],195.85,185.60,151.81,174.42,146.06,115.10,115.10
[09/10/2021 13:00],178.00,177.29,151.81,145.61,144.03,115.10,115.10
[09/10/2021 13:30],178.00,177.29,151.81,145.61,123.00,115.10,115.10
[09/10/2021 14:00],177.30,180.19,151.81,145.61,137.93,116.00,116.00
[09/10/2021 14:30],177.30,180.19,151.81,145.61,140.64,212.00,212.00
[09/10/2021 15:00],206.00,182.01,186.17,152.09,162.48,116.05,116.05
[09/10/2021 15:30],206.00,182.01,186.17,152.09,163.69,199.00,199.00
[09/10/2021 16:00],222.00,215.21,186.17,152.09,166.58,116.05,116.05
[09/10/2021 16:30],222.00,215.21,186.17,152.09,214.30,318.00,318.00
[09/10/2021 17:00],267.00,241.54,186.17,266.30,231.65,199.00,199.00
[09/10/2021 17:30],267.00,241.54,186.17,266.30,274.51,116.00,116.00
[09/10/2021 18:00],304.80,291.09,186.17,266.30,291.57,116.15,116.15
[09/10/2021 18:30],304.80,291.09,186.17,266.30,304.10,318.00,318.00
[09/10/2021 19:00],294.30,286.89,240.47,273.61,306.30,245.00,245.00
[09/10/2021 19:30],294.30,286.89,240.47,273.61,305.83,119.10,119.10
[09/10/2021 20:00],222.00,216.44,240.47,273.61,235.87,318.00,318.00
[09/10/2021 20:30],222.00,216.44,240.47,273.61,193.95,118.75,118.75
[09/10/2021 21:00],210.30,202.57,240.47,198.89,238.55,119.10,119.10
[09/10/2021 21:30],210.30,202.57,240.47,198.89,177.90,119.10,119.10
[09/10/2021 22:00],197.10,198.10,240.47,198.89,155.25,119.10,119.10
[09/10/2021 22:30],197.10,198.10,240.47,198.89,152.02,119.10,119.10
[09/10/2021 23:00],190.00,199.97,,192.39,176.08,119.20,119.20
[09/10/2021 23:30],190.00,199.97,,192.39,195.57,219.00,219.00
[10/10/2021 00:00],167.40,172.87,,192.39,204.03,219.00,219.00
[10/10/2021 00:30],167.40,172.87,,192.39,169.72,91.10,91.10
[10/10/2021 01:00],165.00,159.98,,130.97,110.89,90.00,90.00
[10/10/2021 01:30],165.00,159.98,,130.97,111.39,91.00,91.00
[10/10/2021 02:00],155.00,154.82,,130.97,108.67,210.00,210.00
[10/10/2021 02:30],155.00,154.82,,130.97,119.87,199.00,199.00
[10/10/2021 03:00],137.90,135.07,102.94,107.98,156.18,200.00,200.00
[10/10/2021 03:30],137.90,135.07,102.94,107.98,119.51,90.00,90.00
[10/10/2021 04:00],135.00,135.08,102.94,107.98,107.97,91.00,91.00
[10/10/2021 04:30],135.00,135.08,102.94,107.98,91.39,91.00,91.00
[10/10/2021 05:00],135.00,135.06,102.94,118.46,129.17,194.00,194.00
[10/10/2021 05:30],135.00,135.06,102.94,118.46,105.88,91.00,91.00
[10/10/2021 06:00],145.00,139.88,102.94,118.46,145.97,92.00,92.00
[10/10/2021 06:30],145.00,139.88,102.94,118.46,144.26,92.00,92.00
[10/10/2021 07:00],160.00,159.94,173.69,127.73,107.89,91.10,91.10
[10/10/2021 07:30],160.00,159.94,173.69,127.73,136.75,92.50,92.50
[10/10/2021 08:00],168.00,160.08,173.69,127.73,114.34,110.00,110.00
[10/10/2021 08:30],168.00,160.08,173.69,127.73,124.82,110.00,110.00
[10/10/2021 09:00],200.00,188.32,173.69,155.17,128.68,223.50,223.50
[10/10/2021 09:30],200.00,188.32,173.69,155.17,173.24,223.50,223.50
[10/10/2021 10:00],198.20,190.92,173.69,155.17,164.20,94.20,94.20
[10/10/2021 10:30],198.20,190.92,173.69,155.17,126.25,94.20,94.20
[10/10/2021 11:00],172.90,156.80,133.85,140.19,117.85,94.00,94.00
[10/10/2021 11:30],172.90,156.80,133.85,140.19,118.72,94.25,94.25
[10/10/2021 12:00],169.00,150.05,133.85,140.19,111.60,91.10,91.10
[10/10/2021 12:30],169.00,150.05,133.85,140.19,116.71,92.70,92.70
[10/10/2021 13:00],152.10,149.96,133.85,120.73,105.71,92.50,92.50
