Date (WET),Day Ahead Price EPEX,Day Ahead Price Nordpool,4H Intraday Price AVG,2H Intraday Price AVG,HH Intraday Price AVG,System Buy Price,System Sell Price
,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh,GBP/MWh
[10/10/2021 13:30],152.10,149.96,133.85,120.73,115.35,93.00,93.00
[10/10/2021 14:00],145.80,140.12,133.85,120.73,115.58,90.00,90.00
[10/10/2021 14:30],145.80,140.12,133.85,120.73,112.95,80.00,80.00
[10/10/2021 15:00],146.00,140.08,222.96,121.53,84.10,19.77,19.77
[10/10/2021 15:30],146.00,140.08,222.96,121.53,96.01,19.77,19.77
[10/10/2021 16:00],171.00,158.50,222.96,121.53,107.97,2.00,2.00
[10/10/2021 16:30],171.00,158.50,222.96,121.53,87.12,2.00,2.00
[10/10/2021 17:00],202.00,205.42,222.96,157.47,112.54,38.15,38.15
[10/10/2021 17:30],202.00,205.42,222.96,157.47,146.61,229.00,229.00
[10/10/2021 18:00],275.00,272.29,222.96,157.47,188.80,200.00,200.00
[10/10/2021 18:30],275.00,272.29,222.96,157.47,226.41,90.00,90.00
[10/10/2021 19:00],263.10,261.95,209.47,207.37,226.58,93.00,93.00
[10/10/2021 19:30],263.10,261.95,209.47,207.37,204.20,81.10,81.10
[10/10/2021 20:00],186.90,188.66,209.47,207.37,197.34,229.00,229.00
[10/10/2021 20:30],186.90,188.66,209.47,207.37,141.92,95.10,95.10
[10/10/2021 21:00],178.00,163.44,209.47,147.99,138.40,95.10,95.10
[10/10/2021 21:30],178.00,163.44,209.47,147.99,133.97,95.10,95.10
[10/10/2021 22:00],160.00,158.32,209.47,147.99,148.21,95.10,95.10
[10/10/2021 22:30],160.00,158.32,209.47,147.99,129.59,90.00,90.00
[10/10/2021 23:00],163.30,163.32,105.00,100.00,118.63,90.00,90.00
[10/10/2021 23:30],163.30,163.32,105.00,100.00,118.57,55.00,55.00
[11/10/2021 00:00],163.30,158.71,105.00,100.00,106.82,90.00,90.00
[11/10/2021 00:30],163.30,158.71,105.00,100.00,105.54,65.00,65.00
[11/10/2021 01:00],162.50,159.91,105.00,109.81,98.14,65.00,65.00
[11/10/2021 01:30],162.50,159.91,105.00,109.81,85.22,75.00,75.00
[11/10/2021 02:00],154.60,152.08,105.00,109.81,82.49,75.00,75.00
[11/10/2021 02:30],154.60,152.08,105.00,109.81,97.47,75.00,75.00
[11/10/2021 03:00],147.20,150.87,122.06,96.08,85.56,75.00,75.00
[11/10/2021 03:30],147.20,150.87,122.06,96.08,98.24,93.00,93.00
[11/10/2021 04:00],150.00,154.88,122.06,96.08,129.44,93.00,93.00
[11/10/2021 04:30],150.00,154.88,122.06,96.08,141.49,93.00,93.00
[11/10/2021 05:00],166.00,167.64,122.06,176.61,150.70,75.00,75.00
[11/10/2021 05:30],166.00,167.64,122.06,176.61,160.28,125.00,125.00
[11/10/2021 06:00],207.00,207.22,122.06,176.61,224.22,242.00,242.00
[11/10/2021 06:30],207.00,207.22,122.06,176.61,177.02,101.00,101.00
[11/10/2021 07:00],218.40,221.18,217.92,228.57,175.67,97.10,97.10
[11/10/2021 07:30],218.40,221.18,217.92,228.57,248.10,295.00,295.00
[11/10/2021 08:00],237.50,232.32,217.92,228.57,245.55,256.00,256.00
[11/10/2021 08:30],237.50,232.32,217.92,228.57,210.82,256.00,256.00
[11/10/2021 09:00],227.00,226.76,217.92,196.26,210.97,256.00,256.00
[11/10/2021 09:30],227.00,226.76,217.92,196.26,189.82,102.50,102.50
[11/10/2021 10:00],187.50,183.62,217.92,196.26,147.31,102.51,102.51
[11/10/2021 10:30],187.50,183.62,217.92,196.26,115.91,102.50,102.50
[11/10/2021 11:00],169.60,165.30,165.50,168.34,203.13,259.00,259.00
[11/10/2021 11:30],169.60,165.30,165.50,168.34,212.34,102.55,102.55
[11/10/2021 12:00],162.50,160.82,165.50,168.34,167.83,102.50,102.50
[11/10/2021 12:30],162.50,160.82,165.50,168.34,137.47,103.00,103.00
[11/10/2021 13:00],160.80,153.05,165.50,142.87,135.65,103.00,103.00
[11/10/2021 13:30],160.80,153.05,165.50,142.87,109.10,103.30,103.30
[11/10/2021 14:00],147.20,143.23,165.50,142.87,110.74,103.50,103.50
[11/10/2021 14:30],147.20,143.23,165.50,142.87,136.62,104.50,104.50
[11/10/2021 15:00],145.00,152.05,191.50,147.63,132.78,104.55,104.55
[11/10/2021 15:30],145.00,152.05,191.50,147.63,142.91,104.55,104.55
[11/10/2021 16:00],184.40,194.00,191.50,147.63,148.50,104.55,104.55
[11/10/2021 16:30],184.40,194.00,191.50,147.63,183.88,125.00,125.00
[11/10/2021 17:00],246.00,232.00,191.50,239.50,159.93,105.10,105.10
[11/10/2021 17:30],246.00,232.00,191.50,239.50,195.94,112.00,112.00
[11/10/2021 18:00],300.00,282.42,191.50,239.50,261.26,105.55,105.55
[11/10/2021 18:30],300.00,282.42,191.50,239.50,258.76,106.00,106.00
[11/10/2021 19:00],294.00,257.19,196.72,231.37,225.54,115.00,115.00
[11/10/2021 19:30],294.00,257.19,196.72,231.37,212.56,106.00,106.00
[11/10/2021 20:00],209.00,199.93,196.72,231.37,190.29,106.60,106.60
[11/10/2021 20:30],209.00,199.93,196.72,231.37,150.77,106.10,106.10
[11/10/2021 21:00],172.00,178.74,196.72,165.52,151.50,237.50,237.50
[11/10/2021 21:30],172.00,178.74,196.72,165.52,163.84,233.00,233.00
[11/10/2021 22:00],160.00,160.03,196.72,165.52,171.31,107.10,107.10
[11/10/2021 22:30],160.00,160.03,196.72,165.52,157.57,107.00,107.00
[11/10/2021 23:00],165.00,164.98,101.00,162.53,141.56,212.00,212.00
[11/10/2021 23:30],165.00,164.98,101.00,162.53,106.52,107.00,107.00
[12/10/2021 00:00],150.00,152.01,101.00,162.53,142.44,102.00,102.00
[12/10/2021 00:30],150.00,152.01,101.00,162.53,105.32,75.00,75.00
[12/10/2021 01:00],158.00,151.82,101.00,101.95,97.76,75.00,75.00
[12/10/2021 01:30],158.00,151.82,101.00,101.95,92.33,80.00,80.00
[12/10/2021 02:00],153.00,149.92,101.00,101.95,90.11,83.00,83.00
[12/10/2021 02:30],153.00,149.92,101.00,101.95,89.02,77.00,77.00
[12/10/2021 03:00],150.00,146.06,121.01,91.78,84.23,75.00,75.00
[12/10/2021 03:30],150.00,146.06,121.01,91.78,83.45,75.00,75.00
[12/10/2021 04:00],157.60,146.07,121.01,91.78,116.00,240.00,240.00
[12/10/2021 04:30],157.60,146.07,121.01,91.78,124.44,240.00,240.00
[12/10/2021 05:00],160.00,158.05,121.01,158.12,107.06,80.00,80.00
[12/10/2021 05:30],160.00,158.05,121.01,158.12,124.41,80.00,80.00
[12/10/2021 06:00],200.00,199.93,121.01,158.12,196.97,285.00,285.00
[12/10/2021 06:30],200.00,199.93,121.01,158.12,134.09,80.00,80.00
[12/10/2021 07:00],214.00,203.01,183.94,184.01,143.59,96.00,96.00
[12/10/2021 07:30],214.00,203.01,183.94,184.01,184.23,115.00,115.00
[12/10/2021 08:00],231.30,229.73,183.94,184.01,200.27,315.00,315.00
[12/10/2021 08:30],231.30,229.73,183.94,184.01,220.70,300.00,300.00
[12/10/2021 09:00],219.00,225.53,183.94,198.45,239.52,300.00,300.00
[12/10/2021 09:30],219.00,225.53,183.94,198.45,220.25,118.00,118.00
[12/10/2021 10:00],193.70,192.60,183.94,198.45,191.65,118.00,118.00
[12/10/2021 10:30],193.70,192.60,183.94,198.45,155.11,108.20,108.20
[12/10/2021 11:00],177.30,183.76,211.75,207.31,164.30,110.50,110.50
[12/10/2021 11:30],177.30,183.76,211.75,207.31,146.19,110.50,110.50
[12/10/2021 12:00],180.00,191.01,211.75,207.31,150.38,270.00,270.00
[12/10/2021 12:30],180.00,191.01,211.75,207.31,194.87,270.00,270.00
[12/10/2021 13:00],175.00,185.08,211.75,177.62,191.97,300.00,300.00
[12/10/2021 13:30],175.00,185.08,211.75,177.62,228.37,300.00,300.00
[12/10/2021 14:00],175.20,186.84,211.75,177.62,249.25,114.02,114.02
[12/10/2021 14:30],175.20,186.84,211.75,177.62,227.81,300.00,300.00
[12/10/2021 15:00],210.00,189.96,389.49,298.09,203.97,112.80,112.80
[12/10/2021 15:30],210.00,189.96,389.49,298.09,237.51,113.00,113.00
[12/10/2021 16:00],250.00,250.04,389.49,298.09,239.69,113.00,113.00
[12/10/2021 16:30],250.00,250.04,389.49,298.09,336.40,115.15,115.15
[12/10/2021 17:00],301.00,289.42,389.49,623.99,247.40,115.10,115.10
[12/10/2021 17:30],301.00,289.42,389.49,623.99,262.30,125.50,125.50
[12/10/2021 18:00],414.90,449.95,389.49,623.99,324.31,125.50,125.50
[12/10/2021 18:30],414.90,449.95,389.49,623.99,709.43,461.22,461.22
[12/10/2021 19:00],320.00,419.14,311.83,582.26,824.06,126.10,126.10
[12/10/2021 19:30],320.00,419.14,311.83,582.26,372.05,113.00,113.00
[12/10/2021 20:00],241.00,277.75,311.83,582.26,271.22,95.00,95.00
[12/10/2021 20:30],241.00,277.75,311.83,582.26,206.62,96.78,96.78
[12/10/2021 21:00],220.00,228.28,311.83,203.51,232.45,115.10,115.10
[12/10/2021 21:30],220.00,228.28,311.83,203.51,219.13,125.00,125.00
[12/10/2021 22:00],200.00,190.19,311.83,203.51,172.74,117.00,117.00
[12/10/2021 22:30],200.00,190.19,311.83,203.51,195.50,75.00,75.00
[12/10/2021 23:00],186.00,184.00,,,92.52,80.00,80.00
[12/10/2021 23:30],186.00,184.00,,,93.29,80.00,80.00
[13/10/2021 00:00],162.80,153.03,,,96.10,80.00,80.00
[13/10/2021 00:30],162.80,153.03,,,105.47,80.00,80.00
[13/10/2021 01:00],161.50,153.05,,131.29,141.24,110.00,110.00
[13/10/2021 01:30],161.50,153.05,,131.29,149.23,110.00,110.00
[13/10/2021 02:00],155.00,151.25,,131.29,128.35,88.00,88.00
[13/10/2021 02:30],155.00,151.25,,131.29,104.39,88.00,88.00
[13/10/2021 03:00],148.00,145.10,140.22,123.11,94.99,85.20,85.20
[13/10/2021 03:30],148.00,145.10,140.22,123.11,96.26,90.00,90.00
[13/10/2021 04:00],148.00,145.05,140.22,123.11,90.36,85.20,85.20
[13/10/2021 04:30],148.00,145.05,140.22,123.11,126.83,90.00,90.00
[13/10/2021 05:00],162.40,158.08,140.22,164.28,122.34,91.00,91.00
[13/10/2021 05:30],162.40,158.08,140.22,164.28,111.72,91.00,91.00
[13/10/2021 06:00],196.30,192.99,140.22,164.28,138.97,92.50,92.50
[13/10/2021 06:30],196.30,192.99,140.22,164.28,167.87,211.10,211.10
[13/10/2021 07:00],229.20,222.64,238.03,200.00,205.60,267.00,267.00
[13/10/2021 07:30],229.20,222.64,238.03,200.00,291.15,294.21,294.21
[13/10/2021 08:00],244.80,246.42,238.03,200.00,280.87,288.00,288.00
[13/10/2021 08:30],244.80,246.42,238.03,200.00,255.89,107.05,107.05
[13/10/2021 09:00],231.90,229.21,238.03,253.40,269.85,267.00,267.00
[13/10/2021 09:30],231.90,229.21,238.03,253.40,245.26,115.00,115.00
[13/10/2021 10:00],193.60,192.06,238.03,253.40,187.89,115.00,115.00
[13/10/2021 10:30],193.60,192.06,238.03,253.40,155.61,108.85,108.85
[13/10/2021 11:00],172.00,178.81,157.30,165.70,181.21,267.00,267.00
[13/10/2021 11:30],172.00,178.81,157.30,165.70,173.18,267.00,267.00
[13/10/2021 12:00],164.70,170.51,157.30,165.70,173.57,116.00,116.00
[13/10/2021 12:30],164.70,170.51,157.30,165.70,146.07,220.00,220.00
[13/10/2021 13:00],162.00,155.67,157.30,158.80,202.09,290.00,290.00
[13/10/2021 13:30],162.00,155.67,157.30,158.80,217.14,290.00,290.00
[13/10/2021 14:00],154.80,154.36,157.30,158.80,173.73,290.00,290.00
[13/10/2021 14:30],154.80,154.36,157.30,158.80,210.57,116.50,116.50
[13/10/2021 15:00],164.70,164.73,253.56,201.08,204.61,117.50,117.50
[13/10/2021 15:30],164.70,164.73,253.56,201.08,187.11,121.00,121.00
[13/10/2021 16:00],188.00,187.23,253.56,201.08,204.54,312.04,312.04
[13/10/2021 16:30],188.00,187.23,253.56,201.08,233.88,121.00,121.00
[13/10/2021 17:00],237.50,223.27,253.56,283.76,197.68,326.01,326.01
[13/10/2021 17:30],237.50,223.27,253.56,283.76,245.85,337.04,337.04
[13/10/2021 18:00],289.40,261.45,253.56,283.76,261.30,292.04,292.04
[13/10/2021 18:30],289.40,261.45,253.56,283.76,285.05,301.16,301.16
[13/10/2021 19:00],266.40,264.96,217.55,249.44,235.43,352.04,352.04
[13/10/2021 19:30],266.40,264.96,217.55,249.44,206.41,122.00,122.00
[13/10/2021 20:00],198.00,194.49,217.55,249.44,183.57,212.04,212.04
[13/10/2021 20:30],198.00,194.49,217.55,249.44,166.14,122.00,122.00
[13/10/2021 21:00],178.00,174.50,217.55,190.03,236.14,242.45,242.45
[13/10/2021 21:30],178.00,174.50,217.55,190.03,164.86,122.00,122.00
[13/10/2021 22:00],165.00,156.01,217.55,190.03,169.29,122.00,122.00
[13/10/2021 22:30],165.00,156.01,217.55,190.03,188.81,219.00,219.00
[13/10/2021 23:00],178.00,214.28,,,196.06,222.00,222.00
[13/10/2021 23:30],178.00,214.28,,,182.83,200.00,200.00
[14/10/2021 00:00],166.00,167.31,,,157.53,200.00,200.00
[14/10/2021 00:30],166.00,167.31,,,167.85,207.00,207.00
[14/10/2021 01:00],162.90,168.08,,159.13,192.74,200.00,200.00
[14/10/2021 01:30],162.90,168.08,,159.13,177.08,200.00,200.00
[14/10/2021 02:00],155.27,157.00,,159.13,175.33,200.00,200.00
[14/10/2021 02:30],155.27,157.00,,159.13,177.32,193.90,193.90
[14/10/2021 03:00],132.50,128.63,160.63,152.08,147.66,80.00,80.00
[14/10/2021 03:30],132.50,128.63,160.63,152.08,133.57,80.00,80.00
[14/10/2021 04:00],142.00,135.60,160.63,152.08,105.74,80.00,80.00
[14/10/2021 04:30],142.00,135.60,160.63,152.08,79.75,75.00,75.00
[14/10/2021 05:00],160.10,156.10,160.63,193.00,195.67,207.00,207.00
[14/10/2021 05:30],160.10,156.10,160.63,193.00,193.14,207.00,207.00
[14/10/2021 06:00],183.70,182.96,160.63,193.00,197.44,207.00,207.00
[14/10/2021 06:30],183.70,182.96,160.63,193.00,223.52,235.87,235.87
[14/10/2021 07:00],235.00,224.82,220.00,226.24,175.01,116.80,116.80
[14/10/2021 07:30],235.00,224.82,220.00,226.24,234.99,244.94,244.94
[14/10/2021 08:00],236.90,245.10,220.00,226.24,231.52,245.00,245.00
[14/10/2021 08:30],236.90,245.10,220.00,226.24,232.16,245.00,245.00
[14/10/2021 09:00],223.07,229.29,220.00,218.04,240.81,245.00,245.00
[14/10/2021 09:30],223.07,229.29,220.00,218.04,230.28,244.94,244.94
[14/10/2021 10:00],190.00,181.87,220.00,218.04,182.32,116.70,116.70
[14/10/2021 10:30],190.00,181.87,220.00,218.04,126.21,111.00,111.00
[14/10/2021 11:00],167.70,163.41,167.29,176.84,179.68,116.60,116.60
[14/10/2021 11:30],167.70,163.41,167.29,176.84,204.39,116.60,116.60
[14/10/2021 12:00],162.50,158.76,167.29,176.84,178.99,230.00,230.00
[14/10/2021 12:30],162.50,158.76,167.29,176.84,181.63,117.00,117.00
[14/10/2021 13:00],148.90,148.04,167.29,159.13,147.15,230.00,230.00
[14/10/2021 13:30],148.90,148.04,167.29,159.13,174.89,220.00,220.00
[14/10/2021 14:00],142.60,147.17,167.29,159.13,183.69,220.00,220.00
[14/10/2021 14:30],142.60,147.17,167.29,159.13,164.14,220.00,220.00
[14/10/2021 15:00],157.20,155.06,188.54,164.63,194.79,230.00,230.00
[14/10/2021 15:30],157.20,155.06,188.54,164.63,202.37,230.00,230.00
[14/10/2021 16:00],175.00,165.55,188.54,164.63,175.75,218.95,218.95
[14/10/2021 16:30],175.00,165.55,188.54,164.63,170.83,218.95,218.95
[14/10/2021 17:00],190.00,185.96,188.54,206.20,205.14,264.00,264.00
[14/10/2021 17:30],190.00,185.96,188.54,206.20,193.78,111.00,111.00
[14/10/2021 18:00],241.10,245.96,188.54,206.20,226.00,113.00,113.00
[14/10/2021 18:30],241.10,245.96,188.54,206.20,239.86,264.00,264.00
[14/10/2021 19:00],245.00,257.93,196.20,215.11,236.05,264.00,264.00
[14/10/2021 19:30],245.00,257.93,196.20,215.11,194.57,264.50,264.50
[14/10/2021 20:00],188.90,189.00,196.20,215.11,178.24,116.70,116.70
[14/10/2021 20:30],188.90,189.00,196.20,215.11,185.89,230.00,230.00
[14/10/2021 21:00],170.27,175.06,196.20,175.37,165.75,229.00,229.00
[14/10/2021 21:30],170.27,175.06,196.20,175.37,163.81,230.00,230.00
[14/10/2021 22:00],165.40,160.94,196.20,175.37,198.84,230.00,230.00
[14/10/2021 22:30],165.40,160.94,196.20,175.37,185.87,116.80,116.80
[14/10/2021 23:00],160.00,163.60,,178.16,186.41,111.00,111.00
[14/10/2021 23:30],160.00,163.60,,178.16,148.91,112.00,112.00
[15/10/2021 00:00],159.90,153.00,,178.16,116.56,90.00,90.00
[15/10/2021 00:30],159.90,153.00,,178.16,96.78,66.00,66.00
[15/10/2021 01:00],160.30,160.04,,114.01,95.12,66.00,66.00
[15/10/2021 01:30],160.30,160.04,,114.01,109.04,225.00,225.00
[15/10/2021 02:00],162.90,167.26,,114.01,103.08,214.85,214.85
[15/10/2021 02:30],162.90,167.26,,114.01,109.07,67.00,67.00
[15/10/2021 03:00],166.00,174.52,,134.13,108.48,67.00,67.00
[15/10/2021 03:30],166.00,174.52,,134.13,136.59,230.00,230.00
[15/10/2021 04:00],170.00,177.92,,134.13,173.78,260.00,260.00
[15/10/2021 04:30],170.00,177.92,,134.13,194.38,230.00,230.00
[15/10/2021 05:00],179.80,188.71,,213.70,154.47,72.00,72.00
[15/10/2021 05:30],179.80,188.71,,213.70,133.27,69.00,69.00
[15/10/2021 06:00],225.00,214.94,,213.70,190.00,275.00,275.00
[15/10/2021 06:30],225.00,214.94,,213.70,170.14,225.00,225.00
[15/10/2021 07:00],216.00,192.01,219.00,209.33,159.35,116.60,116.60
[15/10/2021 07:30],216.00,192.01,219.00,209.33,221.97,290.49,290.49
[15/10/2021 08:00],263.00,249.99,219.00,209.33,222.95,106.00,106.00
[15/10/2021 08:30],263.00,249.99,219.00,209.33,202.31,106.00,106.00
[15/10/2021 09:00],226.40,219.75,219.00,197.49,163.51,117.00,117.00
[15/10/2021 09:30],226.40,219.75,219.00,197.49,127.90,117.10,117.10
[15/10/2021 10:00],218.00,212.03,219.00,197.49,174.03,117.10,117.10
[15/10/2021 10:30],218.00,212.03,219.00,197.49,184.87,118.50,118.50
[15/10/2021 11:00],216.30,235.15,189.88,177.30,141.90,117.75,117.75
[15/10/2021 11:30],216.30,235.15,189.88,177.30,162.93,119.60,119.60
[15/10/2021 12:00],226.30,278.52,189.88,177.30,169.37,117.75,117.75
[15/10/2021 12:30],226.30,278.52,189.88,177.30,170.66,117.75,117.75
[15/10/2021 13:00],250.00,268.99,189.88,194.86,185.07,122.01,122.01
[15/10/2021 13:30],250.00,268.99,189.88,194.86,186.67,122.01,122.01
[15/10/2021 14:00],237.00,252.00,189.88,194.86,170.81,123.04,123.04
[15/10/2021 14:30],237.00,252.00,189.88,194.86,190.05,123.10,123.10
[15/10/2021 15:00],231.60,222.01,496.16,230.09,191.23,125.00,125.00
[15/10/2021 15:30],231.60,222.01,496.16,230.09,185.46,125.00,125.00
[15/10/2021 16:00],300.00,300.00,496.16,230.09,199.63,125.41,125.41
[15/10/2021 16:30],300.00,300.00,496.16,230.09,217.70,128.00,128.00
[15/10/2021 17:00],500.00,425.00,496.16,528.15,223.17,126.60,126.60
[15/10/2021 17:30],500.00,425.00,496.16,528.15,257.87,130.00,130.00
[15/10/2021 18:00],1010.00,1199.94,496.16,528.15,321.40,133.00,133.00
[15/10/2021 18:30],1010.00,1199.94,496.16,528.15,523.25,135.00,135.00
[15/10/2021 19:00],600.50,994.99,223.82,274.78,364.48,135.00,135.00
[15/10/2021 19:30],600.50,994.99,223.82,274.78,248.78,126.00,126.00
[15/10/2021 20:00],312.50,299.99,223.82,274.78,235.07,133.20,133.20
[15/10/2021 20:30],312.50,299.99,223.82,274.78,201.58,135.00,135.00
[15/10/2021 21:00],232.10,229.95,223.82,182.16,171.59,133.20,133.20
[15/10/2021 21:30],232.10,229.95,223.82,182.16,156.07,125.05,125.05
[15/10/2021 22:00],180.00,186.24,223.82,182.16,182.44,239.00,239.00
[15/10/2021 22:30],180.00,186.24,223.82,182.16,185.46,225.00,225.00
[15/10/2021 23:00],215.00,241.95,,190.39,225.46,225.00,225.00
[15/10/2021 23:30],215.00,241.95,,190.39,222.26,220.00,220.00
[16/10/2021 00:00],179.20,195.28,,190.39,188.58,215.00,215.00
[16/10/2021 00:30],179.20,195.28,,190.39,160.45,123.04,123.04
[16/10/2021 01:00],179.20,185.06,,148.96,114.26,118.00,118.00
[16/10/2021 01:30],179.20,185.06,,148.96,139.31,102.00,102.00
[16/10/2021 02:00],171.00,172.52,,148.96,139.76,104.00,104.00
[16/10/2021 02:30],171.00,172.52,,148.96,125.31,104.00,104.00
[16/10/2021 03:00],172.50,155.09,,149.12,107.73,87.00,87.00
[16/10/2021 03:30],172.50,155.09,,149.12,172.60,104.00,104.00
[16/10/2021 04:00],172.50,155.08,,149.12,167.93,234.00,234.00
[16/10/2021 04:30],172.50,155.08,,149.12,133.50,87.00,87.00
[16/10/2021 05:00],177.00,173.02,,162.92,108.90,85.00,85.00
[16/10/2021 05:30],177.00,173.02,,162.92,106.38,87.00,87.00
[16/10/2021 06:00],196.80,201.20,,162.92,139.84,87.00,87.00
[16/10/2021 06:30],196.80,201.20,,162.92,134.61,91.00,91.00
[16/10/2021 07:00],212.00,203.15,183.72,184.18,190.40,180.21,180.21
[16/10/2021 07:30],212.00,203.15,183.72,184.18,212.41,130.00,130.00
[16/10/2021 08:00],255.00,223.12,183.72,184.18,235.15,238.00,238.00
[16/10/2021 08:30],255.00,223.12,183.72,184.18,234.73,275.00,275.00
[16/10/2021 09:00],237.50,242.71,183.72,203.37,219.64,269.00,269.00
[16/10/2021 09:30],237.50,242.71,183.72,203.37,206.61,269.00,269.00
[16/10/2021 10:00],217.00,220.91,183.72,203.37,198.48,269.00,269.00
[16/10/2021 10:30],217.00,220.91,183.72,203.37,216.35,265.00,265.00
[16/10/2021 11:00],212.00,208.20,197.43,190.06,178.38,111.00,111.00
[16/10/2021 11:30],212.00,208.20,197.43,190.06,146.34,105.55,105.55
[16/10/2021 12:00],194.00,199.55,197.43,190.06,135.23,121.00,121.00
[16/10/2021 12:30],194.00,199.55,197.43,190.06,155.90,121.44,121.44
[16/10/2021 13:00],182.10,176.22,197.43,155.70,163.05,105.55,105.55
[16/10/2021 13:30],182.10,176.22,197.43,155.70,149.59,104.10,104.10
[16/10/2021 14:00],178.70,163.34,197.43,155.70,179.12,122.00,122.00
[16/10/2021 14:30],178.70,163.34,197.43,155.70,151.13,106.60,106.60
[16/10/2021 15:00],190.00,170.33,208.00,149.66,125.49,121.00,121.00
[16/10/2021 15:30],190.00,170.33,208.00,149.66,127.74,121.00,121.00
[16/10/2021 16:00],219.00,202.94,208.00,149.66,182.70,259.00,259.00
[16/10/2021 16:30],219.00,202.94,208.00,149.66,219.24,279.00,279.00
[16/10/2021 17:00],271.90,275.71,208.00,237.78,190.61,122.20,122.20
[16/10/2021 17:30],271.90,275.71,208.00,237.78,247.39,126.00,126.00
[16/10/2021 18:00],291.00,311.03,208.00,237.78,257.10,126.00,126.00
[16/10/2021 18:30],291.00,311.03,208.00,237.78,237.26,125.00,125.00
[16/10/2021 19:00],262.00,262.21,192.74,198.11,200.98,125.00,125.00
[16/10/2021 19:30],262.00,262.21,192.74,198.11,198.86,104.10,104.10
[16/10/2021 20:00],192.80,186.19,192.74,198.11,191.90,125.00,125.00
[16/10/2021 20:30],192.80,186.19,192.74,198.11,155.21,126.10,126.10
[16/10/2021 21:00],205.00,191.07,192.74,166.56,149.16,127.00,127.00
[16/10/2021 21:30],205.00,191.07,192.74,166.56,192.76,219.00,219.00
[16/10/2021 22:00],180.20,172.06,192.74,166.56,215.20,217.90,217.90
[16/10/2021 22:30],180.20,172.06,192.74,166.56,166.86,121.00,121.00
[16/10/2021 23:00],195.20,222.93,158.59,165.00,154.63,216.85,216.85
[16/10/2021 23:30],195.20,222.93,158.59,165.00,211.15,216.90,216.90
[17/10/2021 00:00],178.60,201.42,158.59,165.00,170.40,215.00,215.00
[17/10/2021 00:30],178.60,201.42,158.59,165.00,158.57,85.00,85.00
[17/10/2021 01:00],172.20,192.92,158.59,148.41,160.75,158.70,158.70
[17/10/2021 01:30],172.20,192.92,158.59,148.41,162.01,159.07,159.07
[17/10/2021 02:00],158.00,163.06,158.59,148.41,181.26,171.23,171.23
[17/10/2021 02:30],158.00,163.06,158.59,148.41,142.49,80.00,80.00
[17/10/2021 03:00],145.40,140.77,115.00,147.11,104.62,76.00,76.00
[17/10/2021 03:30],145.40,140.77,115.00,147.11,99.18,80.00,80.00
[17/10/2021 04:00],137.00,127.69,115.00,147.11,96.45,80.00,80.00
[17/10/2021 04:30],137.00,127.69,115.00,147.11,109.85,80.00,80.00
[17/10/2021 05:00],137.70,129.59,115.00,138.62,114.25,215.00,215.00
[17/10/2021 05:30],137.70,129.59,115.00,138.62,139.45,216.00,216.00
[17/10/2021 06:00],150.00,152.68,115.00,138.62,184.66,216.00,216.00
[17/10/2021 06:30],150.00,152.68,115.00,138.62,197.90,216.00,216.00
[17/10/2021 07:00],168.00,162.94,215.00,173.88,172.04,215.00,215.00
[17/10/2021 07:30],168.00,162.94,215.00,173.88,154.75,215.00,215.00
[17/10/2021 08:00],172.25,154.64,215.00,173.88,159.63,121.00,121.00
[17/10/2021 08:30],172.25,154.64,215.00,173.88,186.41,216.00,216.00
[17/10/2021 09:00],190.50,163.96,215.00,182.62,183.12,225.00,225.00
[17/10/2021 09:30],190.50,163.96,215.00,182.62,165.95,225.00,225.00
