Date (WET),Static FFR Accepted Volume,Static FFR Max of average Accepted Price,Static FFR Min of average Accepted  Price,Static FFR Average Accepted  Price,LFS Accepted Volume,LFS Max of average Accepted Price,LFS Min of average Accepted  Price,LFS Average Accepted  Price
,MW,GBP/MW/h,GBP/MW/h,GBP/MW/h,MW,GBP/MW/h,GBP/MW/h,GBP/MW/h
[29/04/2021 08:00],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[29/04/2021 08:30],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[29/04/2021 09:00],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[29/04/2021 09:30],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[29/04/2021 10:00],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[29/04/2021 10:30],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[29/04/2021 11:00],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[29/04/2021 11:30],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[29/04/2021 12:00],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[29/04/2021 12:30],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[29/04/2021 13:00],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[29/04/2021 13:30],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[29/04/2021 14:00],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[29/04/2021 14:30],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[29/04/2021 15:00],62.0,1.10,1.10,1.10,82.0,3.40,3.40,3.40
[29/04/2021 15:30],62.0,1.10,1.10,1.10,82.0,3.40,3.40,3.40
[29/04/2021 16:00],62.0,1.10,1.10,1.10,78.0,3.40,3.40,3.40
[29/04/2021 16:30],62.0,1.10,1.10,1.10,78.0,3.40,3.40,3.40
[29/04/2021 17:00],62.0,1.10,1.10,1.10,78.0,3.40,3.40,3.40
[29/04/2021 17:30],62.0,1.10,1.10,1.10,78.0,3.40,3.40,3.40
[29/04/2021 18:00],62.0,1.10,1.10,1.10,78.0,3.40,3.40,3.40
[29/04/2021 18:30],62.0,1.10,1.10,1.10,78.0,3.40,3.40,3.40
[29/04/2021 19:00],63.0,1.17,1.17,1.17,78.0,3.40,3.40,3.40
[29/04/2021 19:30],63.0,1.17,1.17,1.17,78.0,3.40,3.40,3.40
[29/04/2021 20:00],63.0,1.17,1.17,1.17,64.0,3.40,3.40,3.40
[29/04/2021 20:30],63.0,1.17,1.17,1.17,64.0,3.40,3.40,3.40
[29/04/2021 21:00],63.0,1.17,1.17,1.17,64.0,3.40,3.40,3.40
[29/04/2021 21:30],63.0,1.17,1.17,1.17,64.0,3.40,3.40,3.40
[29/04/2021 22:00],63.0,1.17,1.17,1.17,64.0,3.40,3.40,3.40
[29/04/2021 22:30],63.0,1.17,1.17,1.17,64.0,3.40,3.40,3.40
[29/04/2021 23:00],0.0,,,,64.0,3.40,3.40,3.40
[29/04/2021 23:30],0.0,,,,64.0,3.40,3.40,3.40
[30/04/2021 00:00],0.0,,,,66.0,5.40,5.40,5.40
[30/04/2021 00:30],0.0,,,,66.0,5.40,5.40,5.40
[30/04/2021 01:00],0.0,,,,66.0,5.40,5.40,5.40
[30/04/2021 01:30],0.0,,,,66.0,5.40,5.40,5.40
[30/04/2021 02:00],0.0,,,,66.0,5.40,5.40,5.40
[30/04/2021 02:30],0.0,,,,66.0,5.40,5.40,5.40
[30/04/2021 03:00],0.0,,,,66.0,5.40,5.40,5.40
[30/04/2021 03:30],0.0,,,,66.0,5.40,5.40,5.40
[30/04/2021 04:00],0.0,,,,67.0,5.40,5.40,5.40
[30/04/2021 04:30],0.0,,,,67.0,5.40,5.40,5.40
[30/04/2021 05:00],0.0,,,,67.0,5.40,5.40,5.40
[30/04/2021 05:30],0.0,,,,67.0,5.40,5.40,5.40
[30/04/2021 06:00],0.0,,,,67.0,5.40,5.40,5.40
[30/04/2021 06:30],0.0,,,,67.0,5.40,5.40,5.40
[30/04/2021 07:00],82.0,1.04,1.04,1.04,67.0,5.40,5.40,5.40
[30/04/2021 07:30],82.0,1.04,1.04,1.04,67.0,5.40,5.40,5.40
[30/04/2021 08:00],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[30/04/2021 08:30],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[30/04/2021 09:00],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[30/04/2021 09:30],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[30/04/2021 10:00],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[30/04/2021 10:30],82.0,1.04,1.04,1.04,82.0,3.40,3.40,3.40
[30/04/2021 11:00],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[30/04/2021 11:30],102.0,1.00,1.00,1.00,82.0,3.40,3.40,3.40
[30/04/2021 12:00],102.0,1.00,1.00,1.00,90.0,3.40,3.40,3.40
[30/04/2021 12:30],102.0,1.00,1.00,1.00,90.0,3.40,3.40,3.40
[30/04/2021 13:00],102.0,1.00,1.00,1.00,90.0,3.40,3.40,3.40
[30/04/2021 13:30],102.0,1.00,1.00,1.00,90.0,3.40,3.40,3.40
[30/04/2021 14:00],102.0,1.00,1.00,1.00,90.0,3.40,3.40,3.40
[30/04/2021 14:30],102.0,1.00,1.00,1.00,90.0,3.40,3.40,3.40
[30/04/2021 15:00],62.0,1.10,1.10,1.10,90.0,3.40,3.40,3.40
[30/04/2021 15:30],62.0,1.10,1.10,1.10,90.0,3.40,3.40,3.40
[30/04/2021 16:00],62.0,1.10,1.10,1.10,82.0,3.40,3.40,3.40
[30/04/2021 16:30],62.0,1.10,1.10,1.10,82.0,3.40,3.40,3.40
[30/04/2021 17:00],62.0,1.10,1.10,1.10,82.0,3.40,3.40,3.40
[30/04/2021 17:30],62.0,1.10,1.10,1.10,82.0,3.40,3.40,3.40
[30/04/2021 18:00],62.0,1.10,1.10,1.10,82.0,3.40,3.40,3.40
[30/04/2021 18:30],62.0,1.10,1.10,1.10,82.0,3.40,3.40,3.40
[30/04/2021 19:00],63.0,1.17,1.17,1.17,82.0,3.40,3.40,3.40
[30/04/2021 19:30],63.0,1.17,1.17,1.17,82.0,3.40,3.40,3.40
[30/04/2021 20:00],63.0,1.17,1.17,1.17,90.0,3.40,3.40,3.40
[30/04/2021 20:30],63.0,1.17,1.17,1.17,90.0,3.40,3.40,3.40
[30/04/2021 21:00],63.0,1.17,1.17,1.17,90.0,3.40,3.40,3.40
[30/04/2021 21:30],63.0,1.17,1.17,1.17,90.0,3.40,3.40,3.40
[30/04/2021 22:00],63.0,1.17,1.17,1.17,90.0,3.40,3.40,3.40
[30/04/2021 22:30],63.0,1.17,1.17,1.17,90.0,3.40,3.40,3.40
[30/04/2021 23:00],0.0,,,,90.0,3.40,3.40,3.40
[30/04/2021 23:30],0.0,,,,90.0,3.40,3.40,3.40
[01/05/2021 00:00],15.0,2.40,2.40,2.40,90.0,5.40,5.40,5.40
[01/05/2021 00:30],15.0,2.40,2.40,2.40,90.0,5.40,5.40,5.40
[01/05/2021 01:00],15.0,2.40,2.40,2.40,90.0,5.40,5.40,5.40
[01/05/2021 01:30],15.0,2.40,2.40,2.40,90.0,5.40,5.40,5.40
[01/05/2021 02:00],15.0,2.40,2.40,2.40,90.0,5.40,5.40,5.40
[01/05/2021 02:30],15.0,2.40,2.40,2.40,90.0,5.40,5.40,5.40
[01/05/2021 03:00],15.0,2.40,2.40,2.40,90.0,5.40,5.40,5.40
[01/05/2021 03:30],15.0,2.40,2.40,2.40,90.0,5.40,5.40,5.40
[01/05/2021 04:00],15.0,2.40,2.40,2.40,91.0,5.40,5.40,5.40
[01/05/2021 04:30],15.0,2.40,2.40,2.40,91.0,5.40,5.40,5.40
[01/05/2021 05:00],15.0,2.40,2.40,2.40,91.0,5.40,5.40,5.40
[01/05/2021 05:30],15.0,2.40,2.40,2.40,91.0,5.40,5.40,5.40
[01/05/2021 06:00],15.0,2.40,2.40,2.40,91.0,5.40,5.40,5.40
[01/05/2021 06:30],15.0,2.40,2.40,2.40,91.0,5.40,5.40,5.40
[01/05/2021 07:00],113.0,2.54,2.54,2.54,91.0,5.40,5.40,5.40
[01/05/2021 07:30],113.0,2.54,2.54,2.54,91.0,5.40,5.40,5.40
[01/05/2021 08:00],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[01/05/2021 08:30],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[01/05/2021 09:00],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[01/05/2021 09:30],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[01/05/2021 10:00],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[01/05/2021 10:30],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[01/05/2021 11:00],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[01/05/2021 11:30],113.0,2.54,2.54,2.54,89.0,3.40,3.40,3.40
[01/05/2021 12:00],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[01/05/2021 12:30],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[01/05/2021 13:00],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[01/05/2021 13:30],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[01/05/2021 14:00],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[01/05/2021 14:30],113.0,2.54,2.54,2.54,92.0,3.40,3.40,3.40
[01/05/2021 15:00],91.0,2.46,2.46,2.46,92.0,3.40,3.40,3.40
[01/05/2021 15:30],91.0,2.46,2.46,2.46,92.0,3.40,3.40,3.40
[01/05/2021 16:00],91.0,2.46,2.46,2.46,92.0,3.40,3.40,3.40
[01/05/2021 16:30],91.0,2.46,2.46,2.46,92.0,3.40,3.40,3.40
[01/05/2021 17:00],91.0,2.46,2.46,2.46,92.0,3.40,3.40,3.40
[01/05/2021 17:30],91.0,2.46,2.46,2.46,92.0,3.40,3.40,3.40
[01/05/2021 18:00],91.0,2.46,2.46,2.46,92.0,3.40,3.40,3.40
[01/05/2021 18:30],91.0,2.46,2.46,2.46,92.0,3.40,3.40,3.40
[01/05/2021 19:00],93.0,2.17,2.17,2.17,92.0,3.40,3.40,3.40
[01/05/2021 19:30],93.0,2.17,2.17,2.17,92.0,3.40,3.40,3.40
[01/05/2021 20:00],93.0,2.17,2.17,2.17,93.0,3.40,3.40,3.40
[01/05/2021 20:30],93.0,2.17,2.17,2.17,93.0,3.40,3.40,3.40
[01/05/2021 21:00],93.0,2.17,2.17,2.17,93.0,3.40,3.40,3.40
[01/05/2021 21:30],93.0,2.17,2.17,2.17,93.0,3.40,3.40,3.40
[01/05/2021 22:00],93.0,2.17,2.17,2.17,93.0,3.40,3.40,3.40
[01/05/2021 22:30],93.0,2.17,2.17,2.17,93.0,3.40,3.40,3.40
[01/05/2021 23:00],15.0,2.40,2.40,2.40,93.0,3.40,3.40,3.40
[01/05/2021 23:30],15.0,2.40,2.40,2.40,93.0,3.40,3.40,3.40
[02/05/2021 00:00],16.0,2.12,2.12,2.12,90.0,5.40,5.40,5.40
[02/05/2021 00:30],16.0,2.12,2.12,2.12,90.0,5.40,5.40,5.40
[02/05/2021 01:00],16.0,2.12,2.12,2.12,90.0,5.40,5.40,5.40
[02/05/2021 01:30],16.0,2.12,2.12,2.12,90.0,5.40,5.40,5.40
[02/05/2021 02:00],16.0,2.12,2.12,2.12,90.0,5.40,5.40,5.40
[02/05/2021 02:30],16.0,2.12,2.12,2.12,90.0,5.40,5.40,5.40
[02/05/2021 03:00],16.0,2.12,2.12,2.12,90.0,5.40,5.40,5.40
[02/05/2021 03:30],16.0,2.12,2.12,2.12,90.0,5.40,5.40,5.40
[02/05/2021 04:00],16.0,2.12,2.12,2.12,88.0,5.40,5.40,5.40
[02/05/2021 04:30],16.0,2.12,2.12,2.12,88.0,5.40,5.40,5.40
[02/05/2021 05:00],16.0,2.12,2.12,2.12,88.0,5.40,5.40,5.40
[02/05/2021 05:30],16.0,2.12,2.12,2.12,88.0,5.40,5.40,5.40
[02/05/2021 06:00],16.0,2.12,2.12,2.12,88.0,5.40,5.40,5.40
[02/05/2021 06:30],16.0,2.12,2.12,2.12,88.0,5.40,5.40,5.40
[02/05/2021 07:00],113.0,2.50,2.50,2.50,88.0,5.40,5.40,5.40
[02/05/2021 07:30],113.0,2.50,2.50,2.50,88.0,5.40,5.40,5.40
[02/05/2021 08:00],113.0,2.50,2.50,2.50,91.0,3.40,3.40,3.40
[02/05/2021 08:30],113.0,2.50,2.50,2.50,91.0,3.40,3.40,3.40
[02/05/2021 09:00],113.0,2.50,2.50,2.50,91.0,3.40,3.40,3.40
[02/05/2021 09:30],113.0,2.50,2.50,2.50,91.0,3.40,3.40,3.40
[02/05/2021 10:00],113.0,2.50,2.50,2.50,91.0,3.40,3.40,3.40
[02/05/2021 10:30],113.0,2.50,2.50,2.50,91.0,3.40,3.40,3.40
[02/05/2021 11:00],113.0,2.50,2.50,2.50,91.0,3.40,3.40,3.40
[02/05/2021 11:30],113.0,2.50,2.50,2.50,91.0,3.40,3.40,3.40
[02/05/2021 12:00],113.0,2.50,2.50,2.50,92.0,3.40,3.40,3.40
[02/05/2021 12:30],113.0,2.50,2.50,2.50,92.0,3.40,3.40,3.40
[02/05/2021 13:00],113.0,2.50,2.50,2.50,92.0,3.40,3.40,3.40
[02/05/2021 13:30],113.0,2.50,2.50,2.50,92.0,3.40,3.40,3.40
[02/05/2021 14:00],113.0,2.50,2.50,2.50,92.0,3.40,3.40,3.40
[02/05/2021 14:30],113.0,2.50,2.50,2.50,92.0,3.40,3.40,3.40
[02/05/2021 15:00],92.0,2.33,2.33,2.33,92.0,3.40,3.40,3.40
[02/05/2021 15:30],92.0,2.33,2.33,2.33,92.0,3.40,3.40,3.40
[02/05/2021 16:00],92.0,2.33,2.33,2.33,92.0,3.40,3.40,3.40
[02/05/2021 16:30],92.0,2.33,2.33,2.33,92.0,3.40,3.40,3.40
[02/05/2021 17:00],92.0,2.33,2.33,2.33,92.0,3.40,3.40,3.40
[02/05/2021 17:30],92.0,2.33,2.33,2.33,92.0,3.40,3.40,3.40
[02/05/2021 18:00],92.0,2.33,2.33,2.33,92.0,3.40,3.40,3.40
[02/05/2021 18:30],92.0,2.33,2.33,2.33,92.0,3.40,3.40,3.40
[02/05/2021 19:00],93.0,2.17,2.17,2.17,92.0,3.40,3.40,3.40
[02/05/2021 19:30],93.0,2.17,2.17,2.17,92.0,3.40,3.40,3.40
[02/05/2021 20:00],93.0,2.17,2.17,2.17,95.0,3.40,3.40,3.40
[02/05/2021 20:30],93.0,2.17,2.17,2.17,95.0,3.40,3.40,3.40
[02/05/2021 21:00],93.0,2.17,2.17,2.17,95.0,3.40,3.40,3.40
[02/05/2021 21:30],93.0,2.17,2.17,2.17,95.0,3.40,3.40,3.40
[02/05/2021 22:00],93.0,2.17,2.17,2.17,95.0,3.40,3.40,3.40
[02/05/2021 22:30],93.0,2.17,2.17,2.17,95.0,3.40,3.40,3.40
[02/05/2021 23:00],16.0,2.12,2.12,2.12,95.0,3.40,3.40,3.40
[02/05/2021 23:30],16.0,2.12,2.12,2.12,95.0,3.40,3.40,3.40
[03/05/2021 00:00],16.0,2.12,2.12,2.12,81.0,5.40,5.40,5.40
[03/05/2021 00:30],16.0,2.12,2.12,2.12,81.0,5.40,5.40,5.40
[03/05/2021 01:00],16.0,2.12,2.12,2.12,81.0,5.40,5.40,5.40
[03/05/2021 01:30],16.0,2.12,2.12,2.12,81.0,5.40,5.40,5.40
[03/05/2021 02:00],16.0,2.12,2.12,2.12,81.0,5.40,5.40,5.40
[03/05/2021 02:30],16.0,2.12,2.12,2.12,81.0,5.40,5.40,5.40
[03/05/2021 03:00],16.0,2.12,2.12,2.12,81.0,5.40,5.40,5.40
[03/05/2021 03:30],16.0,2.12,2.12,2.12,81.0,5.40,5.40,5.40
[03/05/2021 04:00],16.0,2.12,2.12,2.12,86.0,5.40,5.40,5.40
[03/05/2021 04:30],16.0,2.12,2.12,2.12,86.0,5.40,5.40,5.40
[03/05/2021 05:00],16.0,2.12,2.12,2.12,86.0,5.40,5.40,5.40
[03/05/2021 05:30],16.0,2.12,2.12,2.12,86.0,5.40,5.40,5.40
[03/05/2021 06:00],16.0,2.12,2.12,2.12,86.0,5.40,5.40,5.40
[03/05/2021 06:30],16.0,2.12,2.12,2.12,86.0,5.40,5.40,5.40
[03/05/2021 07:00],113.0,2.50,2.50,2.50,86.0,5.40,5.40,5.40
[03/05/2021 07:30],113.0,2.50,2.50,2.50,86.0,5.40,5.40,5.40
[03/05/2021 08:00],113.0,2.50,2.50,2.50,76.0,3.40,3.40,3.40
[03/05/2021 08:30],113.0,2.50,2.50,2.50,76.0,3.40,3.40,3.40
[03/05/2021 09:00],113.0,2.50,2.50,2.50,76.0,3.40,3.40,3.40
[03/05/2021 09:30],113.0,2.50,2.50,2.50,76.0,3.40,3.40,3.40
[03/05/2021 10:00],113.0,2.50,2.50,2.50,76.0,3.40,3.40,3.40
[03/05/2021 10:30],113.0,2.50,2.50,2.50,76.0,3.40,3.40,3.40
[03/05/2021 11:00],113.0,2.50,2.50,2.50,76.0,3.40,3.40,3.40
[03/05/2021 11:30],113.0,2.50,2.50,2.50,76.0,3.40,3.40,3.40
[03/05/2021 12:00],113.0,2.50,2.50,2.50,95.0,3.40,3.40,3.40
[03/05/2021 12:30],113.0,2.50,2.50,2.50,95.0,3.40,3.40,3.40
[03/05/2021 13:00],113.0,2.50,2.50,2.50,95.0,3.40,3.40,3.40
[03/05/2021 13:30],113.0,2.50,2.50,2.50,95.0,3.40,3.40,3.40
[03/05/2021 14:00],113.0,2.50,2.50,2.50,95.0,3.40,3.40,3.40
[03/05/2021 14:30],113.0,2.50,2.50,2.50,95.0,3.40,3.40,3.40
[03/05/2021 15:00],92.0,2.33,2.33,2.33,95.0,3.40,3.40,3.40
[03/05/2021 15:30],92.0,2.33,2.33,2.33,95.0,3.40,3.40,3.40
[03/05/2021 16:00],92.0,2.33,2.33,2.33,100.0,3.37,3.37,3.37
[03/05/2021 16:30],92.0,2.33,2.33,2.33,100.0,3.37,3.37,3.37
[03/05/2021 17:00],92.0,2.33,2.33,2.33,100.0,3.37,3.37,3.37
[03/05/2021 17:30],92.0,2.33,2.33,2.33,100.0,3.37,3.37,3.37
[03/05/2021 18:00],92.0,2.33,2.33,2.33,100.0,3.37,3.37,3.37
[03/05/2021 18:30],92.0,2.33,2.33,2.33,100.0,3.37,3.37,3.37
[03/05/2021 19:00],93.0,2.17,2.17,2.17,100.0,3.37,3.37,3.37
[03/05/2021 19:30],93.0,2.17,2.17,2.17,100.0,3.37,3.37,3.37
[03/05/2021 20:00],93.0,2.17,2.17,2.17,97.0,3.40,3.40,3.40
[03/05/2021 20:30],93.0,2.17,2.17,2.17,97.0,3.40,3.40,3.40
[03/05/2021 21:00],93.0,2.17,2.17,2.17,97.0,3.40,3.40,3.40
[03/05/2021 21:30],93.0,2.17,2.17,2.17,97.0,3.40,3.40,3.40
[03/05/2021 22:00],93.0,2.17,2.17,2.17,97.0,3.40,3.40,3.40
[03/05/2021 22:30],93.0,2.17,2.17,2.17,97.0,3.40,3.40,3.40
[03/05/2021 23:00],16.0,2.12,2.12,2.12,97.0,3.40,3.40,3.40
[03/05/2021 23:30],16.0,2.12,2.12,2.12,97.0,3.40,3.40,3.40
[04/05/2021 00:00],0.0,,,,99.0,5.35,5.35,5.35
[04/05/2021 00:30],0.0,,,,99.0,5.35,5.35,5.35
[04/05/2021 01:00],0.0,,,,99.0,5.35,5.35,5.35
[04/05/2021 01:30],0.0,,,,99.0,5.35,5.35,5.35
[04/05/2021 02:00],0.0,,,,99.0,5.35,5.35,5.35
[04/05/2021 02:30],0.0,,,,99.0,5.35,5.35,5.35
[04/05/2021 03:00],0.0,,,,99.0,5.35,5.35,5.35
[04/05/2021 03:30],0.0,,,,99.0,5.35,5.35,5.35
[04/05/2021 04:00],0.0,,,,97.0,5.40,5.40,5.40
[04/05/2021 04:30],0.0,,,,97.0,5.40,5.40,5.40
[04/05/2021 05:00],0.0,,,,97.0,5.40,5.40,5.40
[04/05/2021 05:30],0.0,,,,97.0,5.40,5.40,5.40
[04/05/2021 06:00],0.0,,,,97.0,5.40,5.40,5.40
[04/05/2021 06:30],0.0,,,,97.0,5.40,5.40,5.40
[04/05/2021 07:00],112.0,2.54,2.54,2.54,97.0,5.40,5.40,5.40
[04/05/2021 07:30],112.0,2.54,2.54,2.54,97.0,5.40,5.40,5.40
[04/05/2021 08:00],112.0,2.54,2.54,2.54,91.0,3.40,3.40,3.40
[04/05/2021 08:30],112.0,2.54,2.54,2.54,91.0,3.40,3.40,3.40
[04/05/2021 09:00],112.0,2.54,2.54,2.54,91.0,3.40,3.40,3.40
[04/05/2021 09:30],112.0,2.54,2.54,2.54,91.0,3.40,3.40,3.40
[04/05/2021 10:00],112.0,2.54,2.54,2.54,91.0,3.40,3.40,3.40
[04/05/2021 10:30],112.0,2.54,2.54,2.54,91.0,3.40,3.40,3.40
[04/05/2021 11:00],113.0,2.54,2.54,2.54,91.0,3.40,3.40,3.40
[04/05/2021 11:30],113.0,2.54,2.54,2.54,91.0,3.40,3.40,3.40
[04/05/2021 12:00],113.0,2.54,2.54,2.54,94.0,3.40,3.40,3.40
[04/05/2021 12:30],113.0,2.54,2.54,2.54,94.0,3.40,3.40,3.40
[04/05/2021 13:00],113.0,2.54,2.54,2.54,94.0,3.40,3.40,3.40
[04/05/2021 13:30],113.0,2.54,2.54,2.54,94.0,3.40,3.40,3.40
[04/05/2021 14:00],113.0,2.54,2.54,2.54,94.0,3.40,3.40,3.40
[04/05/2021 14:30],113.0,2.54,2.54,2.54,94.0,3.40,3.40,3.40
[04/05/2021 15:00],76.0,2.49,2.49,2.49,94.0,3.40,3.40,3.40
[04/05/2021 15:30],76.0,2.49,2.49,2.49,94.0,3.40,3.40,3.40
[04/05/2021 16:00],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[04/05/2021 16:30],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[04/05/2021 17:00],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[04/05/2021 17:30],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[04/05/2021 18:00],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[04/05/2021 18:30],76.0,2.49,2.49,2.49,100.0,3.37,3.37,3.37
[04/05/2021 19:00],83.0,2.06,2.06,2.06,100.0,3.37,3.37,3.37
[04/05/2021 19:30],83.0,2.06,2.06,2.06,100.0,3.37,3.37,3.37
[04/05/2021 20:00],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[04/05/2021 20:30],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[04/05/2021 21:00],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[04/05/2021 21:30],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[04/05/2021 22:00],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[04/05/2021 22:30],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[04/05/2021 23:00],0.0,,,,99.0,3.40,3.40,3.40
[04/05/2021 23:30],0.0,,,,99.0,3.40,3.40,3.40
[05/05/2021 00:00],0.0,,,,99.0,5.19,5.19,5.19
[05/05/2021 00:30],0.0,,,,99.0,5.19,5.19,5.19
[05/05/2021 01:00],0.0,,,,99.0,5.19,5.19,5.19
[05/05/2021 01:30],0.0,,,,99.0,5.19,5.19,5.19
[05/05/2021 02:00],0.0,,,,99.0,5.19,5.19,5.19
[05/05/2021 02:30],0.0,,,,99.0,5.19,5.19,5.19
[05/05/2021 03:00],0.0,,,,99.0,5.19,5.19,5.19
[05/05/2021 03:30],0.0,,,,99.0,5.19,5.19,5.19
[05/05/2021 04:00],0.0,,,,100.0,5.40,5.40,5.40
[05/05/2021 04:30],0.0,,,,100.0,5.40,5.40,5.40
[05/05/2021 05:00],0.0,,,,100.0,5.40,5.40,5.40
[05/05/2021 05:30],0.0,,,,100.0,5.40,5.40,5.40
[05/05/2021 06:00],0.0,,,,100.0,5.40,5.40,5.40
[05/05/2021 06:30],0.0,,,,100.0,5.40,5.40,5.40
[05/05/2021 07:00],112.0,2.54,2.54,2.54,100.0,5.40,5.40,5.40
[05/05/2021 07:30],112.0,2.54,2.54,2.54,100.0,5.40,5.40,5.40
[05/05/2021 08:00],112.0,2.54,2.54,2.54,96.0,3.40,3.40,3.40
[05/05/2021 08:30],112.0,2.54,2.54,2.54,96.0,3.40,3.40,3.40
[05/05/2021 09:00],112.0,2.54,2.54,2.54,96.0,3.40,3.40,3.40
[05/05/2021 09:30],112.0,2.54,2.54,2.54,96.0,3.40,3.40,3.40
[05/05/2021 10:00],112.0,2.54,2.54,2.54,96.0,3.40,3.40,3.40
[05/05/2021 10:30],112.0,2.54,2.54,2.54,96.0,3.40,3.40,3.40
[05/05/2021 11:00],113.0,2.54,2.54,2.54,96.0,3.40,3.40,3.40
[05/05/2021 11:30],113.0,2.54,2.54,2.54,96.0,3.40,3.40,3.40
[05/05/2021 12:00],113.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[05/05/2021 12:30],113.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[05/05/2021 13:00],113.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[05/05/2021 13:30],113.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[05/05/2021 14:00],113.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[05/05/2021 14:30],113.0,2.54,2.54,2.54,99.0,3.33,3.33,3.33
[05/05/2021 15:00],76.0,2.49,2.49,2.49,99.0,3.33,3.33,3.33
[05/05/2021 15:30],76.0,2.49,2.49,2.49,99.0,3.33,3.33,3.33
[05/05/2021 16:00],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[05/05/2021 16:30],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[05/05/2021 17:00],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[05/05/2021 17:30],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[05/05/2021 18:00],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[05/05/2021 18:30],76.0,2.49,2.49,2.49,99.0,3.40,3.40,3.40
[05/05/2021 19:00],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[05/05/2021 19:30],83.0,2.06,2.06,2.06,99.0,3.40,3.40,3.40
[05/05/2021 20:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[05/05/2021 20:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[05/05/2021 21:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[05/05/2021 21:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[05/05/2021 22:00],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[05/05/2021 22:30],83.0,2.06,2.06,2.06,98.0,3.40,3.40,3.40
[05/05/2021 23:00],0.0,,,,98.0,3.40,3.40,3.40
[05/05/2021 23:30],0.0,,,,98.0,3.40,3.40,3.40
[06/05/2021 00:00],0.0,,,,100.0,5.24,5.24,5.24
[06/05/2021 00:30],0.0,,,,100.0,5.24,5.24,5.24
[06/05/2021 01:00],0.0,,,,100.0,5.24,5.24,5.24
[06/05/2021 01:30],0.0,,,,100.0,5.24,5.24,5.24
[06/05/2021 02:00],0.0,,,,100.0,5.24,5.24,5.24
