Date (WET),Capacity,Capacity Inferred (EnAppSys),Sheffield Solar Outturn (Max),Sheffield Solar Outturn,National Grid Forecast (Max),Sheffield Solar Upper Bound,Sheffield Solar Lower Bound,National Grid Forecast,Solar Forecast (EnAppSys),Solar D-1 Forecast (EnAppSys),Solar P10 Forecast (EnAppSys),Solar P90 Forecast (EnAppSys)
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[11/05/2020 08:30],13080.0,11620.6,3900.0,3900.0,3900.0,3940.0,3860.0,3900.0,,,,
[11/05/2020 09:00],13080.0,11620.6,4440.0,4440.0,4440.0,4480.0,4400.0,4440.0,,,,
[11/05/2020 09:30],13080.0,11620.6,4990.0,4990.0,4990.0,5030.0,4950.0,4990.0,,,,
[11/05/2020 10:00],13080.0,11620.6,5490.0,5490.0,5490.0,5530.0,5450.0,5490.0,,,,
[11/05/2020 10:30],13080.0,11620.6,6180.0,6180.0,6180.0,6220.0,6130.0,6180.0,,,,
[11/05/2020 11:00],13080.0,11620.6,6900.0,6900.0,6900.0,6940.0,6850.0,6900.0,,,,
[11/05/2020 11:30],13080.0,11620.6,6630.0,6630.0,6630.0,6670.0,6580.0,6630.0,,,,
[11/05/2020 12:00],13080.0,11620.6,7170.0,7170.0,7170.0,7210.0,7130.0,7170.0,,,,
[11/05/2020 12:30],13080.0,11620.6,7440.0,7440.0,7440.0,7470.0,7400.0,7440.0,,,,
[11/05/2020 13:00],13080.0,11620.6,6700.0,6700.0,6700.0,6740.0,6660.0,6700.0,,,,
[11/05/2020 13:30],13080.0,11620.6,7280.0,7280.0,7280.0,7310.0,7240.0,7280.0,,,,
[11/05/2020 14:00],13080.0,11620.6,6570.0,6570.0,6570.0,6600.0,6530.0,6570.0,,,,
[11/05/2020 14:30],13080.0,11620.6,6560.0,6560.0,6560.0,6600.0,6530.0,6560.0,,,,
[11/05/2020 15:00],13080.0,11620.6,6180.0,6180.0,6180.0,6210.0,6140.0,6180.0,,,,
[11/05/2020 15:30],13080.0,11620.6,5970.0,5970.0,5970.0,6010.0,5930.0,5970.0,,,,
[11/05/2020 16:00],13080.0,11620.6,5250.0,5250.0,5250.0,5290.0,5210.0,5250.0,,,,
[11/05/2020 16:30],13080.0,11620.6,4420.0,4420.0,4420.0,4460.0,4380.0,4420.0,,,,
[11/05/2020 17:00],13080.0,11620.6,3650.0,3650.0,3650.0,3690.0,3610.0,3650.0,,,,
[11/05/2020 17:30],13080.0,11620.6,3030.0,3030.0,3030.0,3070.0,2990.0,3030.0,,,,
[11/05/2020 18:00],13080.0,11620.6,2390.0,2390.0,2390.0,2420.0,2350.0,2390.0,,,,
[11/05/2020 18:30],13080.0,11620.6,1730.0,1730.0,1730.0,1760.0,1700.0,1730.0,,,,
[11/05/2020 19:00],13080.0,11620.6,1120.0,1120.0,1120.0,1140.0,1100.0,1120.0,,,,
[11/05/2020 19:30],13080.0,11620.6,635.0,635.0,635.0,649.0,621.0,635.0,,,,
[11/05/2020 20:00],13080.0,11620.6,172.0,172.0,172.0,176.0,168.0,172.0,,,,
[11/05/2020 20:30],13080.0,11620.6,12.0,12.0,12.0,12.7,11.3,12.0,,,,
[11/05/2020 21:00],13080.0,11620.6,0.6,0.6,1.0,0.8,0.5,1.0,,,,
[11/05/2020 21:30],13080.0,11620.6,0.1,0.1,0.0,0.2,0.1,0.0,,,,
[11/05/2020 22:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[11/05/2020 22:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[11/05/2020 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[11/05/2020 23:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 00:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[12/05/2020 00:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 04:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 05:00],13080.0,11620.6,5.5,5.5,5.0,5.8,5.2,5.0,,,,
[12/05/2020 05:30],13080.0,11620.6,169.0,169.0,169.0,174.0,164.0,169.0,,,,
[12/05/2020 06:00],13080.0,11620.6,618.0,618.0,618.0,632.0,604.0,618.0,,,,
[12/05/2020 06:30],13080.0,11620.6,1200.0,1200.0,1200.0,1230.0,1170.0,1200.0,,,,
[12/05/2020 07:00],13080.0,11620.6,1960.0,1960.0,1960.0,2000.0,1920.0,1960.0,,,,
[12/05/2020 07:30],13080.0,11620.6,2680.0,2680.0,2680.0,2720.0,2640.0,2680.0,,,,
[12/05/2020 08:00],13080.0,11620.6,3420.0,3420.0,3420.0,3470.0,3370.0,3420.0,,,,
[12/05/2020 08:30],13080.0,11620.6,4340.0,4340.0,4340.0,4390.0,4280.0,4340.0,,,,
[12/05/2020 09:00],13080.0,11620.6,5170.0,5170.0,5170.0,5220.0,5110.0,5170.0,,,,
[12/05/2020 09:30],13080.0,11620.6,6100.0,6100.0,6100.0,6160.0,6050.0,6100.0,,,,
[12/05/2020 10:00],13080.0,11620.6,6490.0,6490.0,6490.0,6540.0,6440.0,6490.0,,,,
[12/05/2020 10:30],13080.0,11620.6,6690.0,6690.0,6690.0,6730.0,6640.0,6690.0,,,,
[12/05/2020 11:00],13080.0,11620.6,6880.0,6880.0,6880.0,6930.0,6830.0,6880.0,,,,
[12/05/2020 11:30],13080.0,11620.6,6780.0,6780.0,6780.0,6830.0,6730.0,6780.0,,,,
[12/05/2020 12:00],13080.0,11620.6,6570.0,6570.0,6570.0,6620.0,6520.0,6570.0,,,,
[12/05/2020 12:30],13080.0,11620.6,6540.0,6540.0,6540.0,6590.0,6490.0,6540.0,,,,
[12/05/2020 13:00],13080.0,11620.6,6280.0,6280.0,6280.0,6330.0,6220.0,6280.0,,,,
[12/05/2020 13:30],13080.0,11620.6,6130.0,6130.0,6130.0,6190.0,6070.0,6130.0,,,,
[12/05/2020 14:00],13080.0,11620.6,6070.0,6070.0,6070.0,6120.0,6010.0,6070.0,,,,
[12/05/2020 14:30],13080.0,11620.6,5570.0,5570.0,5570.0,5630.0,5510.0,5570.0,,,,
[12/05/2020 15:00],13080.0,11620.6,5250.0,5250.0,5250.0,5310.0,5200.0,5250.0,,,,
[12/05/2020 15:30],13080.0,11620.6,4590.0,4590.0,4590.0,4640.0,4530.0,4590.0,,,,
[12/05/2020 16:00],13080.0,11620.6,3990.0,3990.0,3990.0,4040.0,3940.0,3990.0,,,,
[12/05/2020 16:30],13080.0,11620.6,3400.0,3400.0,3400.0,3450.0,3360.0,3400.0,,,,
[12/05/2020 17:00],13080.0,11620.6,2730.0,2730.0,2730.0,2770.0,2690.0,2730.0,,,,
[12/05/2020 17:30],13080.0,11620.6,2280.0,2280.0,2280.0,2320.0,2240.0,2280.0,,,,
[12/05/2020 18:00],13080.0,11620.6,1740.0,1740.0,1740.0,1770.0,1710.0,1740.0,,,,
[12/05/2020 18:30],13080.0,11620.6,1330.0,1330.0,1330.0,1350.0,1310.0,1330.0,,,,
[12/05/2020 19:00],13080.0,11620.6,880.0,880.0,880.0,896.0,864.0,880.0,,,,
[12/05/2020 19:30],13080.0,11620.6,426.0,426.0,426.0,434.0,417.0,426.0,,,,
[12/05/2020 20:00],13080.0,11620.6,144.0,144.0,144.0,147.0,140.0,144.0,,,,
[12/05/2020 20:30],13080.0,11620.6,12.8,12.8,13.0,13.4,12.1,13.0,,,,
[12/05/2020 21:00],13080.0,11620.6,0.5,0.5,1.0,0.7,0.4,1.0,,,,
[12/05/2020 21:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[12/05/2020 22:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[12/05/2020 22:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[12/05/2020 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[12/05/2020 23:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[13/05/2020 00:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[13/05/2020 00:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 04:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 05:00],13080.0,11620.6,2.6,2.6,3.0,2.8,2.4,3.0,,,,
[13/05/2020 05:30],13080.0,11620.6,106.0,106.0,106.0,108.0,104.0,106.0,,,,
[13/05/2020 06:00],13080.0,11620.6,424.0,424.0,424.0,430.0,417.0,424.0,,,,
[13/05/2020 06:30],13080.0,11620.6,878.0,878.0,878.0,893.0,863.0,878.0,,,,
[13/05/2020 07:00],13080.0,11620.6,1510.0,1510.0,1510.0,1540.0,1490.0,1510.0,,,,
[13/05/2020 07:30],13080.0,11620.6,2410.0,2410.0,2410.0,2440.0,2380.0,2410.0,,,,
[13/05/2020 08:00],13080.0,11620.6,3190.0,3190.0,3190.0,3230.0,3150.0,3190.0,,,,
[13/05/2020 08:30],13080.0,11620.6,3990.0,3990.0,3990.0,4030.0,3950.0,3990.0,,,,
[13/05/2020 09:00],13080.0,11620.6,4440.0,4440.0,4440.0,4480.0,4400.0,4440.0,,,,
[13/05/2020 09:30],13080.0,11620.6,4950.0,4950.0,4950.0,4990.0,4900.0,4950.0,,,,
[13/05/2020 10:00],13080.0,11620.6,5270.0,5270.0,5270.0,5310.0,5220.0,5270.0,,,,
[13/05/2020 10:30],13080.0,11620.6,5460.0,5460.0,5460.0,5490.0,5420.0,5460.0,,,,
[13/05/2020 11:00],13080.0,11620.6,5620.0,5620.0,5620.0,5650.0,5580.0,5620.0,,,,
[13/05/2020 11:30],13080.0,11620.6,5770.0,5770.0,5770.0,5800.0,5730.0,5770.0,,,,
[13/05/2020 12:00],13080.0,11620.6,5750.0,5750.0,5750.0,5790.0,5720.0,5750.0,,,,
[13/05/2020 12:30],13080.0,11620.6,5850.0,5850.0,5850.0,5880.0,5810.0,5850.0,,,,
[13/05/2020 13:00],13080.0,11620.6,6220.0,6220.0,6220.0,6260.0,6180.0,6220.0,,,,
[13/05/2020 13:30],13080.0,11620.6,5920.0,5920.0,5920.0,5950.0,5880.0,5920.0,,,,
[13/05/2020 14:00],13080.0,11620.6,5490.0,5490.0,5490.0,5520.0,5450.0,5490.0,,,,
[13/05/2020 14:30],13080.0,11620.6,5690.0,5690.0,5690.0,5720.0,5650.0,5690.0,,,,
[13/05/2020 15:00],13080.0,11620.6,5100.0,5100.0,5100.0,5130.0,5060.0,5100.0,,,,
[13/05/2020 15:30],13080.0,11620.6,4960.0,4960.0,4960.0,5000.0,4930.0,4960.0,,,,
[13/05/2020 16:00],13080.0,11620.6,4440.0,4440.0,4440.0,4470.0,4410.0,4440.0,,,,
[13/05/2020 16:30],13080.0,11620.6,4160.0,4160.0,4160.0,4190.0,4120.0,4160.0,,,,
[13/05/2020 17:00],13080.0,11620.6,3510.0,3510.0,3510.0,3550.0,3470.0,3510.0,,,,
[13/05/2020 17:30],13080.0,11620.6,2790.0,2790.0,2790.0,2820.0,2750.0,2790.0,,,,
[13/05/2020 18:00],13080.0,11620.6,2280.0,2280.0,2280.0,2310.0,2240.0,2280.0,,,,
[13/05/2020 18:30],13080.0,11620.6,1680.0,1680.0,1680.0,1710.0,1650.0,1680.0,,,,
[13/05/2020 19:00],13080.0,11620.6,1190.0,1190.0,1190.0,1210.0,1160.0,1190.0,,,,
[13/05/2020 19:30],13080.0,11620.6,651.0,651.0,651.0,664.0,637.0,651.0,,,,
[13/05/2020 20:00],13080.0,11620.6,205.0,205.0,205.0,210.0,200.0,205.0,,,,
[13/05/2020 20:30],13080.0,11620.6,17.6,17.6,18.0,18.4,16.8,18.0,,,,
[13/05/2020 21:00],13080.0,11620.6,0.6,0.6,1.0,0.8,0.5,1.0,,,,
[13/05/2020 21:30],13080.0,11620.6,0.1,0.1,0.0,0.2,0.1,0.0,,,,
[13/05/2020 22:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[13/05/2020 22:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[13/05/2020 23:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 00:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 00:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[14/05/2020 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 04:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 05:00],13080.0,11620.6,8.5,8.5,9.0,8.9,8.1,9.0,,,,
[14/05/2020 05:30],13080.0,11620.6,188.0,188.0,188.0,193.0,183.0,188.0,,,,
[14/05/2020 06:00],13080.0,11620.6,667.0,667.0,667.0,683.0,651.0,667.0,,,,
[14/05/2020 06:30],13080.0,11620.6,1300.0,1300.0,1300.0,1330.0,1270.0,1300.0,,,,
[14/05/2020 07:00],13080.0,11620.6,2050.0,2050.0,2050.0,2090.0,2010.0,2050.0,,,,
[14/05/2020 07:30],13080.0,11620.6,2960.0,2960.0,2960.0,3000.0,2910.0,2960.0,,,,
[14/05/2020 08:00],13080.0,11620.6,3890.0,3890.0,3890.0,3940.0,3840.0,3890.0,,,,
[14/05/2020 08:30],13080.0,11620.6,4730.0,4730.0,4730.0,4780.0,4670.0,4730.0,,,,
[14/05/2020 09:00],13080.0,11620.6,5270.0,5270.0,5270.0,5320.0,5220.0,5270.0,,,,
[14/05/2020 09:30],13080.0,11620.6,5600.0,5600.0,5600.0,5650.0,5550.0,5600.0,,,,
[14/05/2020 10:00],13080.0,11620.6,6300.0,6300.0,6300.0,6350.0,6250.0,6300.0,,,,
[14/05/2020 10:30],13080.0,11620.6,6740.0,6740.0,6740.0,6790.0,6690.0,6740.0,,,,
[14/05/2020 11:00],13080.0,11620.6,7240.0,7240.0,7240.0,7290.0,7190.0,7240.0,,,,
[14/05/2020 11:30],13080.0,11620.6,7340.0,7340.0,7340.0,7390.0,7290.0,7340.0,,,,
[14/05/2020 12:00],13080.0,11620.6,7920.0,7920.0,7920.0,7970.0,7880.0,7920.0,,,,
[14/05/2020 12:30],13080.0,11620.6,7930.0,7930.0,7930.0,7980.0,7890.0,7930.0,,,,
[14/05/2020 13:00],13080.0,11620.6,7850.0,7850.0,7850.0,7900.0,7810.0,7850.0,,,,
[14/05/2020 13:30],13080.0,11620.6,8130.0,8130.0,8130.0,8170.0,8090.0,8130.0,,,,
[14/05/2020 14:00],13080.0,11620.6,8060.0,8060.0,8060.0,8100.0,8020.0,8060.0,,,,
[14/05/2020 14:30],13080.0,11620.6,7890.0,7890.0,7890.0,7930.0,7850.0,7890.0,,,,
[14/05/2020 15:00],13080.0,11620.6,7380.0,7380.0,7380.0,7430.0,7340.0,7380.0,,,,
[14/05/2020 15:30],13080.0,11620.6,6800.0,6800.0,6800.0,6850.0,6750.0,6800.0,,,,
[14/05/2020 16:00],13080.0,11620.6,6160.0,6160.0,6160.0,6210.0,6110.0,6160.0,,,,
[14/05/2020 16:30],13080.0,11620.6,5440.0,5440.0,5440.0,5490.0,5390.0,5440.0,,,,
[14/05/2020 17:00],13080.0,11620.6,4590.0,4590.0,4590.0,4640.0,4540.0,4590.0,,,,
[14/05/2020 17:30],13080.0,11620.6,3760.0,3760.0,3760.0,3810.0,3710.0,3760.0,,,,
[14/05/2020 18:00],13080.0,11620.6,2840.0,2840.0,2840.0,2880.0,2790.0,2840.0,,,,
[14/05/2020 18:30],13080.0,11620.6,2000.0,2000.0,2000.0,2040.0,1970.0,2000.0,,,,
[14/05/2020 19:00],13080.0,11620.6,1300.0,1300.0,1300.0,1320.0,1270.0,1300.0,,,,
[14/05/2020 19:30],13080.0,11620.6,708.0,708.0,708.0,724.0,692.0,708.0,,,,
[14/05/2020 20:00],13080.0,11620.6,225.0,225.0,225.0,230.0,219.0,225.0,,,,
[14/05/2020 20:30],13080.0,11620.6,20.4,20.4,20.0,21.2,19.5,20.0,,,,
[14/05/2020 21:00],13080.0,11620.6,0.7,0.7,1.0,0.9,0.5,1.0,,,,
[14/05/2020 21:30],13080.0,11620.6,0.1,0.1,0.0,0.1,0.1,0.0,,,,
[14/05/2020 22:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 22:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[14/05/2020 23:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[14/05/2020 23:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 00:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 00:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 01:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[15/05/2020 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 04:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 05:00],13080.0,11620.6,10.8,10.8,11.0,11.3,10.3,11.0,,,,
[15/05/2020 05:30],13080.0,11620.6,195.0,195.0,195.0,200.0,190.0,195.0,,,,
[15/05/2020 06:00],13080.0,11620.6,611.0,611.0,611.0,625.0,598.0,611.0,,,,
[15/05/2020 06:30],13080.0,11620.6,1170.0,1170.0,1170.0,1190.0,1150.0,1170.0,,,,
[15/05/2020 07:00],13080.0,11620.6,1840.0,1840.0,1840.0,1880.0,1810.0,1840.0,,,,
[15/05/2020 07:30],13080.0,11620.6,2660.0,2660.0,2660.0,2700.0,2620.0,2660.0,,,,
[15/05/2020 08:00],13080.0,11620.6,3540.0,3540.0,3540.0,3590.0,3500.0,3540.0,,,,
[15/05/2020 08:30],13080.0,11620.6,4480.0,4480.0,4480.0,4530.0,4430.0,4480.0,,,,
[15/05/2020 09:00],13080.0,11620.6,5320.0,5320.0,5320.0,5370.0,5270.0,5320.0,,,,
[15/05/2020 09:30],13080.0,11620.6,5950.0,5950.0,5950.0,6000.0,5900.0,5950.0,,,,
[15/05/2020 10:00],13080.0,11620.6,6560.0,6560.0,6560.0,6610.0,6510.0,6560.0,,,,
[15/05/2020 10:30],13080.0,11620.6,6920.0,6920.0,6920.0,6960.0,6880.0,6920.0,,,,
[15/05/2020 11:00],13080.0,11620.6,7020.0,7020.0,7020.0,7060.0,6980.0,7020.0,,,,
[15/05/2020 11:30],13080.0,11620.6,7040.0,7040.0,7040.0,7080.0,7000.0,7040.0,,,,
[15/05/2020 12:00],13080.0,11620.6,6900.0,6900.0,6900.0,6940.0,6860.0,6900.0,,,,
[15/05/2020 12:30],13080.0,11620.6,7180.0,7180.0,7180.0,7210.0,7140.0,7180.0,,,,
[15/05/2020 13:00],13080.0,11620.6,7380.0,7380.0,7380.0,7420.0,7340.0,7380.0,,,,
[15/05/2020 13:30],13080.0,11620.6,7480.0,7480.0,7480.0,7520.0,7440.0,7480.0,,,,
[15/05/2020 14:00],13080.0,11620.6,7200.0,7200.0,7200.0,7240.0,7160.0,7200.0,,,,
[15/05/2020 14:30],13080.0,11620.6,7010.0,7010.0,7010.0,7050.0,6960.0,7010.0,,,,
[15/05/2020 15:00],13080.0,11620.6,6670.0,6670.0,6670.0,6720.0,6620.0,6670.0,,,,
[15/05/2020 15:30],13080.0,11620.6,6200.0,6200.0,6200.0,6240.0,6160.0,6200.0,,,,
[15/05/2020 16:00],13080.0,11620.6,5460.0,5460.0,5460.0,5510.0,5410.0,5460.0,,,,
[15/05/2020 16:30],13080.0,11620.6,4780.0,4780.0,4780.0,4820.0,4730.0,4780.0,,,,
[15/05/2020 17:00],13080.0,11620.6,4050.0,4050.0,4050.0,4090.0,4000.0,4050.0,,,,
[15/05/2020 17:30],13080.0,11620.6,3270.0,3270.0,3270.0,3320.0,3230.0,3270.0,,,,
[15/05/2020 18:00],13080.0,11620.6,2550.0,2550.0,2550.0,2590.0,2510.0,2550.0,,,,
[15/05/2020 18:30],13080.0,11620.6,1850.0,1850.0,1850.0,1880.0,1810.0,1850.0,,,,
[15/05/2020 19:00],13080.0,11620.6,1200.0,1200.0,1200.0,1220.0,1170.0,1200.0,,,,
[15/05/2020 19:30],13080.0,11620.6,660.0,660.0,660.0,675.0,645.0,660.0,,,,
[15/05/2020 20:00],13080.0,11620.6,218.0,218.0,218.0,223.0,213.0,218.0,,,,
[15/05/2020 20:30],13080.0,11620.6,19.4,19.4,19.0,20.2,18.7,19.0,,,,
[15/05/2020 21:00],13080.0,11620.6,0.7,0.7,1.0,0.8,0.5,1.0,,,,
[15/05/2020 21:30],13080.0,11620.6,0.2,0.2,0.0,0.3,0.1,0.0,,,,
[15/05/2020 22:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[15/05/2020 22:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[15/05/2020 23:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[15/05/2020 23:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 00:00],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[16/05/2020 00:30],13080.0,11620.6,0.0,0.0,0.0,0.1,0.0,0.0,,,,
[16/05/2020 01:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 01:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 02:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 02:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 03:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 03:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 04:00],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 04:30],13080.0,11620.6,0.0,0.0,0.0,0.0,0.0,0.0,,,,
[16/05/2020 05:00],13080.0,11620.6,10.4,10.4,10.0,11.0,9.8,10.0,,,,
[16/05/2020 05:30],13080.0,11620.6,138.0,138.0,138.0,140.0,135.0,138.0,,,,
[16/05/2020 06:00],13080.0,11620.6,413.0,413.0,413.0,420.0,406.0,413.0,,,,
[16/05/2020 06:30],13080.0,11620.6,792.0,792.0,792.0,802.0,783.0,792.0,,,,
[16/05/2020 07:00],13080.0,11620.6,1220.0,1220.0,1220.0,1240.0,1210.0,1220.0,,,,
[16/05/2020 07:30],13080.0,11620.6,1690.0,1690.0,1690.0,1710.0,1670.0,1690.0,,,,
[16/05/2020 08:00],13080.0,11620.6,2560.0,2560.0,2560.0,2580.0,2530.0,2560.0,,,,
[16/05/2020 08:30],13080.0,11620.6,3650.0,3650.0,3650.0,3680.0,3610.0,3650.0,,,,
[16/05/2020 09:00],13080.0,11620.6,4620.0,4620.0,4620.0,4660.0,4580.0,4620.0,,,,
[16/05/2020 09:30],13080.0,11620.6,5430.0,5430.0,5430.0,5470.0,5390.0,5430.0,,,,
[16/05/2020 10:00],13080.0,11620.6,6090.0,6090.0,6090.0,6130.0,6050.0,6090.0,,,,
[16/05/2020 10:30],13080.0,11620.6,6060.0,6060.0,6060.0,6100.0,6020.0,6060.0,,,,
[16/05/2020 11:00],13080.0,11620.6,5760.0,5760.0,5760.0,5810.0,5720.0,5760.0,,,,
[16/05/2020 11:30],13080.0,11620.6,5790.0,5790.0,5790.0,5830.0,5750.0,5790.0,,,,
[16/05/2020 12:00],13080.0,11620.6,5620.0,5620.0,5620.0,5670.0,5580.0,5620.0,,,,
[16/05/2020 12:30],13080.0,11620.6,5750.0,5750.0,5750.0,5800.0,5710.0,5750.0,,,,
[16/05/2020 13:00],13080.0,11620.6,5640.0,5640.0,5640.0,5680.0,5590.0,5640.0,,,,
[16/05/2020 13:30],13080.0,11620.6,5720.0,5720.0,5720.0,5760.0,5670.0,5720.0,,,,
[16/05/2020 14:00],13080.0,11620.6,5850.0,5850.0,5850.0,5890.0,5810.0,5850.0,,,,
[16/05/2020 14:30],13080.0,11620.6,5640.0,5640.0,5640.0,5680.0,5600.0,5640.0,,,,
[16/05/2020 15:00],13080.0,11620.6,5260.0,5260.0,5260.0,5300.0,5220.0,5260.0,,,,
[16/05/2020 15:30],13080.0,11620.6,5170.0,5170.0,5170.0,5210.0,5140.0,5170.0,,,,
[16/05/2020 16:00],13080.0,11620.6,4670.0,4670.0,4670.0,4710.0,4630.0,4670.0,,,,
[16/05/2020 16:30],13080.0,11620.6,4080.0,4080.0,4080.0,4120.0,4050.0,4080.0,,,,
[16/05/2020 17:00],13080.0,11620.6,3410.0,3410.0,3410.0,3440.0,3370.0,3410.0,,,,
