Date (WET),Derated Margin,Derated Margin (HR M-2),Derated Margin (HR M-4),Derated Margin (HR M-8),Derated Margin (Noon 0),Derated Margin (Noon 1),System Sell Price (SSP),System Buy Price (SBP),STOR Window,LOLP (Noon 0),LOLP (Noon 1),LOLP (HR M-8),LOLP (HR M-4),LOLP (HR M-2),LOLP (Loss of Load Probability),NIV (Net Imbalance Volume),Non-BM STOR Generation
,MW,MW,MW,MW,MW,MW,GBP/MWh,GBP/MWh,,%,%,%,%,%,%,MW,MW
[14/08/2020 00:00],7470.70,7542.52,7542.23,7429.55,7032.79,5566.29,40.20,40.19,0.51,0.00,0.01,0.00,0.00,0.00,0.00,277.24,0.00
[15/08/2020 00:00],6588.89,6678.96,6969.33,7517.86,6782.96,7012.17,42.96,42.96,0.51,0.00,0.00,0.00,0.00,0.00,0.00,315.76,0.00
[16/08/2020 00:00],7753.06,7841.40,8038.00,8593.10,7453.34,6572.81,41.13,41.12,0.24,0.00,0.00,0.00,0.00,0.00,0.00,291.26,0.00
[17/08/2020 00:00],6056.48,6300.62,6365.83,6384.24,5526.39,5874.39,46.13,46.12,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-7.84,0.00
[18/08/2020 00:00],7142.54,7301.06,7578.84,7855.37,6494.09,5996.33,34.79,34.78,0.48,0.00,0.01,0.00,0.00,0.00,0.00,-25.22,0.00
[19/08/2020 00:00],7790.49,7795.14,7902.27,7867.97,7290.34,8324.93,43.91,43.91,0.48,0.01,0.00,0.00,0.00,0.00,0.00,339.82,0.00
[20/08/2020 00:00],13007.80,13114.21,13539.95,14057.46,13691.84,13786.28,36.19,36.18,0.48,0.00,0.00,0.00,0.00,0.00,0.00,280.12,0.00
[21/08/2020 00:00],13817.65,13979.48,14402.70,15679.09,15624.81,15757.64,40.58,40.58,0.48,0.00,0.00,0.00,0.00,0.00,0.00,559.38,0.00
[22/08/2020 00:00],12658.65,12780.74,13321.26,14531.85,15593.65,15927.96,29.68,29.67,0.48,0.00,0.00,0.00,0.00,0.00,0.00,122.90,0.00
[23/08/2020 00:00],9067.21,9322.07,9639.66,10040.25,9626.57,7875.79,24.91,24.90,0.18,0.00,0.01,0.00,0.00,0.00,0.00,-285.44,0.00
[24/08/2020 00:00],6930.42,7193.85,7112.87,6920.31,4749.91,3039.34,20.86,20.85,0.48,0.11,0.32,0.00,0.00,0.00,0.00,-416.04,0.00
[25/08/2020 00:00],14505.37,14731.69,15057.94,15137.95,15409.27,15392.42,32.01,32.01,0.48,0.00,0.00,0.00,0.00,0.00,0.00,218.52,0.00
[26/08/2020 00:00],10224.72,10346.86,10625.25,11261.50,11722.23,10042.75,40.50,40.50,0.48,0.00,0.06,0.00,0.00,0.00,0.00,303.72,0.00
[27/08/2020 00:00],5707.67,5871.26,6083.15,6075.95,5205.67,3853.88,43.98,43.98,0.48,0.00,0.16,0.00,0.00,0.00,0.01,-36.76,0.00
[28/08/2020 00:00],11441.25,11510.99,11791.79,12183.13,10799.31,12768.71,34.63,34.63,0.48,0.00,0.00,0.00,0.00,0.00,0.00,73.44,0.06
[29/08/2020 00:00],14109.50,14199.71,14622.81,15214.95,15442.23,14838.84,42.42,42.42,0.48,0.00,0.00,0.00,0.00,0.00,0.00,94.48,0.00
[30/08/2020 00:00],10920.98,11088.84,11532.29,12250.83,11412.71,9932.31,36.12,36.12,0.18,0.00,0.00,0.00,0.00,0.00,0.00,67.96,0.00
[31/08/2020 00:00],7132.92,7106.65,7208.57,7282.79,7340.55,6028.99,35.09,35.09,0.18,0.00,0.01,0.00,0.00,0.00,0.00,-255.56,0.00
[01/09/2020 00:00],6586.39,6466.22,6397.14,6432.92,6243.73,6267.45,40.29,40.29,0.48,0.00,0.01,0.00,0.00,0.00,0.00,110.60,0.00
[02/09/2020 00:00],9643.45,9595.21,9491.96,9528.17,10307.27,12785.00,44.80,44.79,0.48,0.00,0.00,0.00,0.00,0.00,0.00,328.46,0.00
[03/09/2020 00:00],10338.29,10410.27,10431.66,10525.15,11143.45,12687.73,40.78,40.78,0.48,0.00,0.00,0.00,0.00,0.00,0.00,345.96,0.00
[04/09/2020 00:00],10503.15,10537.89,10508.10,10602.56,11174.38,11435.09,39.62,39.61,0.48,0.00,0.00,0.00,0.00,0.00,0.00,279.02,0.00
[05/09/2020 00:00],12614.28,12691.96,12986.55,13671.79,13195.64,11492.46,36.64,36.63,0.48,0.00,0.00,0.00,0.00,0.00,0.00,80.04,0.00
[06/09/2020 00:00],6945.89,7011.87,7249.14,7894.38,7093.29,5540.75,43.40,43.39,0.18,0.00,0.13,0.00,0.00,0.00,0.01,240.86,0.00
[07/09/2020 00:00],9573.62,9896.73,10069.93,10542.61,9570.45,10186.74,39.80,39.79,0.48,0.00,0.00,0.00,0.00,0.00,0.00,285.74,0.00
[08/09/2020 00:00],9273.26,9514.19,9844.84,9524.80,9742.64,9966.02,44.48,44.47,0.48,0.00,0.00,0.00,0.00,0.00,0.00,307.18,0.00
[09/09/2020 00:00],9584.63,9914.22,10081.70,10730.57,11010.78,10052.91,33.62,33.61,0.48,0.00,0.01,0.00,0.00,0.00,0.00,141.02,0.00
[10/09/2020 00:00],7483.57,7484.22,7337.00,6943.20,7443.50,8869.57,48.85,48.84,0.48,0.00,0.00,0.00,0.00,0.00,0.00,156.26,0.00
[11/09/2020 00:00],12929.15,12909.29,13062.95,13475.05,14022.78,15348.29,38.72,38.71,0.48,0.00,0.00,0.00,0.00,0.00,0.00,187.28,0.00
[12/09/2020 00:00],14541.24,14749.17,14860.75,15157.22,15143.82,13887.29,14.63,14.62,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-720.76,0.00
[13/09/2020 00:00],14687.57,14856.31,15320.56,15940.64,17476.68,14568.06,33.21,33.20,0.18,0.00,0.00,0.00,0.00,0.00,0.00,193.46,0.00
[14/09/2020 00:00],7838.58,7799.78,7701.52,7755.75,8283.61,8352.63,58.73,58.72,0.48,0.02,0.01,0.04,0.00,0.00,0.00,267.44,0.00
[15/09/2020 00:00],5108.36,5102.48,5138.82,5181.15,6495.85,6130.44,112.66,112.65,0.48,0.05,0.11,0.04,0.01,0.01,0.02,372.44,0.00
[16/09/2020 00:00],8033.17,8060.77,7923.90,7614.53,8935.89,10236.77,44.13,44.12,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-115.60,0.00
[17/09/2020 00:00],7819.98,8003.31,8361.11,9213.57,9516.19,10371.96,34.31,34.30,0.48,0.00,0.00,0.00,0.00,0.00,0.01,-338.40,0.00
[18/09/2020 00:00],10471.10,10580.93,10888.87,11376.38,10739.53,11163.27,27.60,27.59,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-330.32,0.00
[19/09/2020 00:00],12839.08,12876.45,13190.54,13698.07,14104.58,13166.17,33.62,33.61,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-38.18,0.00
[20/09/2020 00:00],12055.50,12103.21,12259.05,12601.15,11768.74,9900.55,35.29,35.28,0.17,0.00,0.00,0.00,0.00,0.00,0.00,1.70,0.00
[21/09/2020 00:00],9566.62,9701.36,9946.93,10385.24,10266.55,8862.65,31.03,31.02,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-161.56,0.00
[22/09/2020 00:00],12072.04,12117.06,12296.76,13075.34,13907.94,15198.48,38.93,38.92,0.44,0.00,0.00,0.00,0.00,0.00,0.00,148.54,0.00
[23/09/2020 00:00],8426.70,8575.84,8799.34,8836.89,8296.09,8603.96,46.69,46.68,0.44,0.00,0.01,0.00,0.00,0.00,0.00,211.38,0.00
[24/09/2020 00:00],11404.83,11483.85,11931.99,12833.46,10957.80,10756.42,52.37,52.36,0.44,0.00,0.00,0.00,0.00,0.00,0.00,529.92,0.00
[25/09/2020 00:00],14286.89,14315.65,14540.05,15368.54,15848.09,16633.41,37.89,37.88,0.44,0.00,0.00,0.00,0.00,0.00,0.00,149.12,0.00
[26/09/2020 00:00],15894.07,15901.01,16286.78,17158.26,17685.30,17162.76,42.67,42.66,0.44,0.00,0.00,0.00,0.00,0.00,0.00,230.34,0.00
[27/09/2020 00:00],13470.21,13648.89,13962.57,14427.34,13823.49,13331.23,33.30,33.30,0.21,0.00,0.00,0.00,0.00,0.00,0.00,-274.16,0.00
[28/09/2020 00:00],8932.24,8949.71,8923.76,9261.71,8558.76,8415.92,59.46,59.46,0.44,0.00,0.03,0.00,0.00,0.00,0.00,718.10,0.00
[29/09/2020 00:00],6886.36,6860.81,6944.86,7371.04,6233.81,6345.44,55.58,55.57,0.44,0.03,0.11,0.01,0.00,0.00,0.00,91.44,0.00
[30/09/2020 00:00],12414.60,12048.39,12075.30,12460.30,12197.19,12487.24,53.57,53.57,0.44,0.00,0.00,0.00,0.00,0.00,0.00,381.46,0.00
[01/10/2020 00:00],6559.83,6336.09,5804.77,8904.71,8059.00,7064.10,36.83,36.82,0.44,0.00,0.26,0.00,0.00,0.00,0.00,-349.84,0.00
[02/10/2020 00:00],11576.75,11827.01,12167.02,12775.12,11499.97,10427.99,40.49,40.48,0.44,0.00,0.00,0.00,0.00,0.00,0.00,102.16,0.00
[03/10/2020 00:00],11411.68,11630.76,11957.18,12908.86,12425.16,11883.10,51.82,51.81,0.44,0.00,0.00,0.00,0.00,0.00,0.00,724.42,0.00
[04/10/2020 00:00],13611.28,13765.41,13997.42,15044.76,14159.62,13499.09,41.40,41.40,0.22,0.00,0.00,0.00,0.00,0.00,0.00,319.80,0.00
[05/10/2020 00:00],9457.51,9693.38,10070.50,10646.96,8936.74,10328.75,48.36,48.35,0.44,0.00,0.00,0.00,0.00,0.00,0.00,161.34,0.00
[06/10/2020 00:00],13466.51,13484.18,13548.87,13632.16,12977.83,13185.90,43.83,43.83,0.44,0.00,0.00,0.00,0.00,0.00,0.00,172.78,0.00
[07/10/2020 00:00],14049.01,14078.73,14191.20,14332.45,14350.86,14302.36,41.57,41.57,0.44,0.00,0.00,0.00,0.00,0.00,0.00,84.08,0.00
[08/10/2020 00:00],10834.02,11004.18,11271.75,11658.92,10152.83,10342.23,54.07,54.06,0.44,0.00,0.00,0.00,0.00,0.00,0.00,293.52,20.56
[09/10/2020 00:00],14174.64,14284.45,14487.54,14963.47,14400.35,13846.31,42.48,42.48,0.44,0.00,0.00,0.00,0.00,0.00,0.00,31.32,0.00
[10/10/2020 00:00],14674.69,15079.84,15850.63,16215.01,16372.78,16458.06,45.95,45.94,0.44,0.00,0.00,0.00,0.00,0.00,0.00,186.36,0.00
[11/10/2020 00:00],12984.25,13181.94,13505.57,13892.17,13503.70,11352.92,43.90,43.90,0.22,0.00,0.00,0.00,0.00,0.00,0.00,31.26,0.00
[12/10/2020 00:00],9235.38,9483.72,9597.26,9332.92,8651.55,8073.73,44.01,44.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-143.82,0.00
[13/10/2020 00:00],11175.66,11408.79,11793.35,12138.92,11803.57,11466.53,49.20,49.19,0.44,0.00,0.00,0.00,0.00,0.00,0.00,343.42,0.00
[14/10/2020 00:00],11348.22,11544.66,11638.31,11906.81,11412.65,10896.82,50.21,50.21,0.44,0.00,0.01,0.00,0.00,0.00,0.00,133.24,0.00
[15/10/2020 00:00],9602.80,9794.75,10080.60,10365.80,9442.84,8216.79,47.56,47.55,0.44,0.00,0.13,0.00,0.00,0.00,0.00,-3.44,0.00
[16/10/2020 00:00],9373.12,9507.24,9672.53,10145.11,8673.80,7779.99,45.80,45.80,0.44,0.00,0.01,0.00,0.00,0.00,0.00,174.90,0.00
[17/10/2020 00:00],10143.51,10257.08,10772.45,11978.30,10489.64,9126.41,46.77,46.77,0.44,0.00,0.00,0.00,0.00,0.00,0.00,95.68,0.00
[18/10/2020 00:00],10549.05,10984.92,11355.46,11358.60,9568.78,7094.03,52.22,52.21,0.22,0.00,0.10,0.00,0.00,0.00,0.00,373.72,0.00
[19/10/2020 00:00],13646.17,13740.89,13972.02,14510.48,13059.14,12774.82,40.90,40.90,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-139.14,0.00
[20/10/2020 00:00],16423.95,16553.40,16746.90,17533.96,16929.27,16544.11,47.28,47.27,0.44,0.00,0.00,0.00,0.00,0.00,0.00,186.86,0.00
[21/10/2020 00:00],11615.16,11939.80,12193.37,12584.62,11892.65,12104.57,43.09,43.09,0.44,0.00,0.00,0.00,0.00,0.00,0.00,-228.42,0.00
[22/10/2020 00:00],12467.50,12527.73,12770.13,13309.09,12910.52,10656.37,37.56,37.56,0.44,0.00,0.03,0.00,0.00,0.00,0.00,-150.90,0.00
[23/10/2020 00:00],11578.23,11606.61,11793.16,12085.25,11448.59,12232.07,49.61,49.61,0.44,0.00,0.00,0.00,0.00,0.00,0.00,190.70,0.00
[24/10/2020 00:00],15116.29,15325.89,15755.60,16376.47,17043.64,16064.70,39.82,39.82,0.44,0.00,0.00,0.00,0.00,0.00,0.00,294.40,0.00
[25/10/2020 00:00],18204.19,18138.10,18576.98,22061.93,20369.80,22884.56,-20.78,23.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1267.82,0.00
[26/10/2020 00:00],13857.35,13921.31,14033.65,14458.24,13620.37,12037.59,33.66,33.66,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-349.94,0.00
[27/10/2020 00:00],14008.70,14098.35,14473.43,14966.10,13291.65,12386.41,41.86,41.86,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-63.48,0.00
[28/10/2020 00:00],16648.52,16639.00,16716.85,17007.81,16158.32,14970.40,46.18,46.18,0.48,0.00,0.00,0.00,0.00,0.00,0.00,176.94,0.00
[29/10/2020 00:00],16223.86,16381.70,16506.49,16894.03,15843.67,16002.52,34.64,34.64,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-173.14,0.00
[30/10/2020 00:00],15413.99,15674.31,15836.79,15988.61,14728.96,13137.64,40.67,40.67,0.48,0.00,0.01,0.00,0.00,0.00,0.00,-164.86,24.56
[31/10/2020 00:00],19315.91,19372.84,19679.87,20210.53,20976.24,19814.81,29.64,29.64,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-363.84,0.00
[01/11/2020 00:00],20664.42,20692.82,20590.72,20268.08,21450.33,19241.62,8.05,8.05,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-497.40,0.00
[02/11/2020 00:00],15318.06,15508.21,15982.48,16926.12,15721.35,15207.76,27.96,27.96,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-282.00,0.00
[03/11/2020 00:00],13929.53,14075.34,14496.76,15090.09,13857.93,12078.45,46.81,46.81,0.48,0.00,0.00,0.00,0.00,0.00,0.00,128.42,0.14
[04/11/2020 00:00],10484.44,10714.26,11077.07,11721.09,10212.21,9700.25,26.68,26.68,0.48,0.00,0.03,0.00,0.00,0.00,0.01,-260.70,0.00
[05/11/2020 00:00],10522.30,10705.10,10905.60,11077.79,10053.41,8734.05,45.71,45.71,0.48,0.00,0.15,0.00,0.00,0.00,0.01,-4.48,0.00
[06/11/2020 00:00],10287.88,10355.68,10539.66,10655.03,9275.74,8939.70,48.04,48.04,0.48,0.00,0.00,0.00,0.00,0.00,0.00,110.74,0.00
[07/11/2020 00:00],11657.86,11783.52,11944.50,11959.26,10220.80,8960.95,47.88,47.88,0.48,0.00,0.02,0.00,0.00,0.00,0.00,228.96,0.00
[08/11/2020 00:00],12233.92,12335.05,12366.92,12720.00,11491.20,9762.26,59.18,59.18,0.28,0.00,0.00,0.00,0.00,0.00,0.00,622.42,18.14
[09/11/2020 00:00],9474.47,9615.79,9743.70,9887.06,8763.34,7653.89,67.18,67.18,0.48,0.02,0.15,0.01,0.01,0.00,0.01,419.24,0.00
[10/11/2020 00:00],11189.52,11294.64,11508.34,11508.75,10458.38,10690.44,33.41,33.41,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-208.26,0.00
[11/11/2020 00:00],16924.13,17136.78,17450.33,17789.22,16774.12,17295.27,40.01,40.01,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-72.38,0.00
[12/11/2020 00:00],16711.68,17001.93,17120.05,17410.37,16599.31,17420.17,31.89,31.89,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-534.86,0.00
[13/11/2020 00:00],16253.43,16393.21,16572.74,16394.84,15996.33,15435.78,40.16,40.16,0.48,0.00,0.00,0.00,0.00,0.00,0.00,151.22,0.00
[14/11/2020 00:00],16562.47,16882.10,17492.57,18387.91,18322.08,17604.21,42.07,42.07,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-25.14,0.00
[15/11/2020 00:00],16549.67,16685.95,16745.01,16729.81,16728.77,14242.76,18.98,18.97,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-326.88,0.00
[16/11/2020 00:00],17514.03,17912.18,18335.82,18625.58,18015.02,15893.24,30.41,30.40,0.48,0.00,0.00,0.00,0.00,0.00,0.00,67.94,0.00
[17/11/2020 00:00],18726.16,18735.63,18997.29,19492.28,19440.15,19038.35,41.41,41.39,0.48,0.00,0.00,0.00,0.00,0.00,0.00,79.60,0.00
[18/11/2020 00:00],21295.69,21412.97,21514.82,21545.85,21535.16,19801.95,34.27,34.26,0.48,0.00,0.00,0.00,0.00,0.00,0.00,137.06,0.00
[19/11/2020 00:00],16144.29,16417.60,16881.18,17222.18,16945.78,13426.45,32.12,32.11,0.48,0.00,0.06,0.00,0.00,0.00,0.00,-73.02,0.00
[20/11/2020 00:00],13640.02,13753.41,13896.33,14067.44,16476.25,17407.97,36.88,36.87,0.48,0.00,0.00,0.00,0.00,0.00,0.00,41.20,0.00
[21/11/2020 00:00],19620.09,19824.61,20126.94,20193.74,20609.77,15677.55,27.00,26.99,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-360.82,0.00
[22/11/2020 00:00],16294.61,16447.57,16688.76,16904.37,16941.15,14169.63,28.57,28.56,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-349.22,0.00
[23/11/2020 00:00],15121.04,15091.18,14762.37,14119.65,14114.52,14920.82,38.87,38.86,0.48,0.00,0.00,0.00,0.00,0.00,0.00,72.16,0.00
[24/11/2020 00:00],15373.32,15586.04,15865.35,15324.45,15901.39,15229.39,46.41,46.40,0.48,0.00,0.00,0.00,0.00,0.00,0.00,415.84,0.00
[25/11/2020 00:00],11686.37,11782.87,11909.99,11991.33,11227.62,9276.28,37.57,37.57,0.48,0.00,0.10,0.00,0.00,0.00,0.00,-55.20,0.00
[26/11/2020 00:00],9093.02,9474.55,9781.88,9392.16,8184.68,6281.37,54.39,54.39,0.48,0.00,0.24,0.00,0.00,0.00,0.00,16.50,0.00
[27/11/2020 00:00],8902.04,8926.48,8994.53,9094.26,8453.46,6950.56,55.08,55.07,0.48,0.00,0.13,0.00,0.00,0.00,0.00,71.98,0.00
[28/11/2020 00:00],11086.14,11305.20,11557.68,12036.61,11092.48,9943.18,58.53,58.52,0.48,0.00,0.00,0.00,0.00,0.00,0.00,289.68,0.00
[29/11/2020 00:00],11018.91,11115.23,11315.49,11843.08,10724.67,8946.03,56.98,56.97,0.28,0.00,0.06,0.00,0.00,0.00,0.00,286.00,0.00
[30/11/2020 00:00],14881.72,14966.87,15056.11,15143.96,15163.58,14122.46,35.31,35.30,0.48,0.00,0.00,0.00,0.00,0.00,0.00,33.08,0.00
[01/12/2020 00:00],11601.35,11740.40,11824.31,11971.65,12101.00,10327.82,64.69,64.68,0.48,0.00,0.05,0.00,0.00,0.00,0.00,399.52,0.00
[02/12/2020 00:00],11923.72,12152.55,12066.02,11981.49,12052.16,12762.70,71.24,71.24,0.48,0.00,0.00,0.00,0.00,0.00,0.00,489.08,0.00
[03/12/2020 00:00],10047.98,9784.03,10005.86,10630.13,10839.37,11007.31,63.30,63.29,0.48,0.00,0.03,0.00,0.00,0.00,0.00,186.82,0.00
[04/12/2020 00:00],14810.54,14935.25,14774.27,14073.82,15381.08,15881.30,36.27,36.26,0.48,0.00,0.00,0.00,0.00,0.00,0.00,111.96,0.00
[05/12/2020 00:00],12138.82,12268.38,12464.41,12735.26,12886.25,8379.37,48.24,48.23,0.48,0.00,0.08,0.00,0.00,0.00,0.00,-255.18,0.00
[06/12/2020 00:00],9426.05,9667.11,9900.89,10062.44,8935.77,6632.43,91.62,91.62,0.28,0.00,0.16,0.00,0.00,0.00,0.00,-109.92,0.00
[07/12/2020 00:00],8143.60,8500.04,8870.45,9120.17,8041.34,9670.49,122.04,122.04,0.48,0.00,0.02,0.00,0.00,0.00,0.00,363.70,0.00
[08/12/2020 00:00],9994.69,10144.52,10145.59,9973.59,11100.42,12409.84,50.73,50.72,0.48,0.00,0.01,0.00,0.00,0.00,0.00,-176.42,0.00
[09/12/2020 00:00],9562.80,9775.52,10015.04,10103.84,10311.04,11714.79,59.14,59.13,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-345.96,0.00
[10/12/2020 00:00],14658.54,14858.45,14922.06,14859.59,15404.11,17666.52,36.48,36.47,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-269.78,0.00
[11/12/2020 00:00],13096.94,13430.80,13770.11,14466.57,14999.69,14659.29,53.40,53.40,0.48,0.00,0.00,0.00,0.00,0.00,0.00,102.32,0.00
[12/12/2020 00:00],12665.67,12904.62,13334.06,13875.65,12482.50,11111.96,54.29,54.28,0.48,0.00,0.00,0.00,0.00,0.00,0.00,232.90,0.00
[13/12/2020 00:00],17052.30,17305.63,17850.17,18664.52,17394.89,17492.26,43.51,43.50,0.28,0.00,0.00,0.00,0.00,0.00,0.00,114.40,0.00
[14/12/2020 00:00],14741.34,14839.77,15097.12,15855.49,16260.58,16068.40,50.99,50.98,0.48,0.00,0.00,0.00,0.00,0.00,0.00,348.18,0.00
[15/12/2020 00:00],10785.04,10958.81,11300.11,11689.56,11749.34,12294.91,44.48,44.48,0.48,0.00,0.00,0.00,0.00,0.00,0.00,92.14,0.00
[16/12/2020 00:00],16785.39,16806.20,16913.01,17086.04,17412.13,17450.09,52.11,52.10,0.48,0.00,0.00,0.00,0.00,0.00,0.00,349.36,0.00
[17/12/2020 00:00],15174.71,15727.96,16638.19,16808.05,16592.80,17009.87,53.08,53.07,0.48,0.00,0.00,0.00,0.00,0.00,0.00,185.98,0.00
[18/12/2020 00:00],18901.41,18963.99,19215.35,19567.58,19737.41,20512.92,42.29,42.28,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-29.90,0.00
[19/12/2020 00:00],17603.23,17711.23,18086.27,18980.16,19734.26,20063.43,46.29,46.28,0.48,0.00,0.00,0.00,0.00,0.00,0.00,207.66,0.00
[20/12/2020 00:00],17188.55,17257.49,17681.32,18290.44,18593.18,16678.12,59.18,59.18,0.28,0.00,0.00,0.00,0.00,0.00,0.00,502.16,0.00
[21/12/2020 00:00],14313.13,14506.06,14650.31,14807.62,13341.88,11899.36,62.23,62.22,0.48,0.00,0.00,0.00,0.00,0.00,0.00,382.78,0.00
[22/12/2020 00:00],12344.93,12419.71,12480.07,12357.32,11317.94,7480.79,42.88,42.87,0.48,0.00,0.25,0.00,0.00,0.00,0.00,-125.92,0.00
[23/12/2020 00:00],14635.13,14770.22,15088.02,15934.37,15283.66,15742.11,49.85,49.84,0.48,0.00,0.00,0.00,0.00,0.00,0.00,289.14,0.00
[24/12/2020 00:00],18697.67,18898.45,19050.16,19720.15,19999.22,20384.33,54.11,54.10,0.48,0.00,0.00,0.00,0.00,0.00,0.00,538.14,0.00
[25/12/2020 00:00],17092.99,17321.08,17495.57,17919.89,17292.21,18982.84,61.70,61.69,0.28,0.00,0.00,0.00,0.00,0.00,0.00,681.26,0.00
[26/12/2020 00:00],23302.33,23425.17,23759.71,24486.80,24573.77,24429.34,24.52,24.52,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-364.40,0.00
[27/12/2020 00:00],18649.22,18802.30,19173.81,20019.07,19246.86,14161.62,54.02,54.01,0.28,0.00,0.00,0.00,0.00,0.00,0.00,245.74,20.54
[28/12/2020 00:00],8880.37,9225.02,9770.98,10388.56,10347.58,8040.04,107.01,107.01,0.28,0.00,0.00,0.00,0.00,0.00,0.01,503.30,29.06
[29/12/2020 00:00],10929.24,11081.11,11344.55,11571.70,9990.90,8186.80,80.16,80.15,0.48,0.00,0.06,0.00,0.00,0.00,0.00,593.20,1.70
[30/12/2020 00:00],10971.71,11170.07,11332.27,11355.66,10816.70,6803.08,82.69,82.68,0.48,0.00,0.19,0.00,0.00,0.00,0.00,296.34,0.00
[31/12/2020 00:00],12118.62,12241.00,12549.28,13407.05,13363.11,12419.60,69.47,69.46,0.48,0.00,0.00,0.00,0.00,0.00,0.00,316.96,0.00
[01/01/2021 00:00],13891.26,14147.50,14301.65,14196.83,14888.69,14149.04,63.33,63.32,0.28,0.00,0.00,0.00,0.00,0.00,0.00,332.56,0.00
[02/01/2021 00:00],12190.13,12443.71,12531.47,12663.83,11056.06,10942.36,62.88,62.87,0.48,0.00,0.00,0.00,0.00,0.00,0.00,137.24,0.00
[03/01/2021 00:00],13574.31,13474.97,13429.47,13732.94,13706.91,12255.76,55.18,55.17,0.28,0.00,0.00,0.00,0.00,0.00,0.00,89.40,0.00
[04/01/2021 00:00],12977.60,13128.36,13196.99,13043.04,13380.85,13099.93,63.02,63.02,0.48,0.00,0.00,0.00,0.00,0.00,0.00,85.02,0.00
[05/01/2021 00:00],11885.99,12180.56,12654.33,12673.60,11827.82,11224.67,68.75,68.74,0.48,0.00,0.01,0.00,0.00,0.00,0.00,173.82,0.00
[06/01/2021 00:00],8827.68,9063.33,9366.29,9375.39,9387.64,8869.66,89.43,89.43,0.48,0.00,0.06,0.00,0.00,0.00,0.01,-140.90,0.00
[07/01/2021 00:00],8060.95,8233.89,8463.60,8897.95,9588.10,10218.77,171.48,171.47,0.48,0.00,0.00,0.00,0.00,0.00,0.00,556.60,0.00
[08/01/2021 00:00],7954.49,8084.81,8160.25,8135.40,8539.98,9137.83,304.42,304.41,0.48,0.00,0.01,0.01,0.01,0.00,0.01,277.72,0.00
[09/01/2021 00:00],10318.03,10419.62,10765.73,11339.47,11284.57,11885.53,72.27,72.27,0.48,0.00,0.00,0.00,0.00,0.00,0.00,206.94,0.00
[10/01/2021 00:00],12746.13,12920.10,13117.77,13199.21,13624.92,14725.26,62.87,62.86,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-13.60,0.00
[11/01/2021 00:00],14681.63,14948.10,15186.97,15097.62,15211.63,15285.04,59.72,59.71,0.48,0.00,0.00,0.00,0.00,0.00,0.00,17.92,0.00
[12/01/2021 00:00],10908.02,11167.56,11590.69,12006.36,12254.00,11490.57,87.94,87.94,0.48,0.00,0.00,0.00,0.00,0.00,0.01,-234.60,0.00
[13/01/2021 00:00],7522.74,7617.99,7706.70,7705.64,7573.39,6379.42,96.79,96.78,0.48,0.02,0.23,0.01,0.00,0.01,0.02,-131.98,0.00
[14/01/2021 00:00],9630.99,9739.19,9776.63,9852.38,9452.52,7385.10,43.25,43.25,0.48,0.00,0.03,0.00,0.00,0.00,0.00,-320.20,0.00
[15/01/2021 00:00],9414.37,9590.10,9732.85,9724.62,9464.40,8654.73,72.24,72.23,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-2.88,0.00
[16/01/2021 00:00],17470.79,17577.90,17917.72,18392.75,17981.25,18090.05,56.45,56.45,0.48,0.00,0.00,0.00,0.00,0.00,0.00,288.00,3.80
[17/01/2021 00:00],16012.67,16143.13,16505.89,16680.42,16496.66,14144.36,47.99,47.98,0.28,0.00,0.00,0.00,0.00,0.00,0.00,26.48,0.00
[18/01/2021 00:00],13362.79,13627.77,14025.46,14418.52,14971.88,14532.24,56.39,56.38,0.48,0.00,0.00,0.00,0.00,0.00,0.00,71.58,0.00
[19/01/2021 00:00],13230.18,13435.31,13799.32,14077.53,14252.91,13471.01,59.93,59.93,0.48,0.00,0.00,0.00,0.00,0.00,0.00,235.30,0.00
