Date (WET),Capacity,Total Accepted Balancing Level,Wind Outturn,National Grid Forecast,EnAppSys Forecast Trend-Adjusted,EnAppSys Forecast Unadjusted
,MW,MW,MW,MW,MW,MW
[21/11/2019 01:30],15287.0,550.5,10062.0,10123.0,9796.9,8721.0
[21/11/2019 02:00],15287.0,522.8,10110.0,10094.0,9937.4,8714.3
[21/11/2019 02:30],15287.0,534.8,10116.0,10094.0,9821.3,8718.1
[21/11/2019 03:00],15287.0,513.8,10404.0,10090.0,9989.3,8715.1
[21/11/2019 03:30],15287.0,531.6,10334.0,10090.0,10141.4,8745.3
[21/11/2019 04:00],15287.0,494.8,10776.0,10105.0,10407.7,8816.4
[21/11/2019 04:30],15287.0,494.1,10794.0,10105.0,10630.0,8883.8
[21/11/2019 05:00],15287.0,476.9,10880.0,10142.0,10733.0,8950.2
[21/11/2019 05:30],15287.0,366.5,10983.0,10142.0,10628.2,9048.9
[21/11/2019 06:00],15287.0,155.2,10985.0,10168.0,10841.2,8893.1
[21/11/2019 06:30],15287.0,0.0,10827.0,10168.0,10822.2,8903.6
[21/11/2019 07:00],15287.0,0.0,10901.0,10152.0,10681.7,8887.4
[21/11/2019 07:30],15287.0,0.0,10892.0,10152.0,10659.6,8854.5
[21/11/2019 08:00],15287.0,0.0,10891.0,10169.0,10708.8,8810.8
[21/11/2019 08:30],15287.0,0.0,10701.0,10169.0,10657.7,8752.3
[21/11/2019 09:00],15287.0,0.0,10822.0,10086.0,10550.7,8653.9
[21/11/2019 09:30],15287.0,0.0,10693.0,10086.0,10555.0,8609.1
[21/11/2019 10:00],15287.0,0.0,10776.0,9901.0,10395.9,8647.8
[21/11/2019 10:30],15287.0,0.0,10644.0,9901.0,10670.4,8682.3
[21/11/2019 11:00],15287.0,0.0,10581.0,9680.0,10582.3,8689.0
[21/11/2019 11:30],15287.0,0.0,10666.0,9680.0,10488.9,8730.4
[21/11/2019 12:00],15287.0,0.0,10536.0,9387.0,10448.5,8629.8
[21/11/2019 12:30],15287.0,0.0,9961.0,9387.0,10482.3,8567.0
[21/11/2019 13:00],15287.0,0.0,9796.0,9146.0,9828.1,8408.6
[21/11/2019 13:30],15287.0,0.0,9691.0,9146.0,9524.2,8232.3
[21/11/2019 14:00],15287.0,0.0,9414.0,8869.0,9524.5,8114.5
[21/11/2019 14:30],15287.0,0.0,8935.0,8869.0,9144.4,7906.8
[21/11/2019 15:00],15287.0,0.0,8460.0,8648.0,8919.7,7842.5
[21/11/2019 15:30],15287.0,0.0,8267.0,8648.0,8441.0,7722.8
[21/11/2019 16:00],15287.0,0.0,8360.0,8624.0,8246.1,7645.1
[21/11/2019 16:30],15287.0,0.0,8421.0,8624.0,8188.1,7487.4
[21/11/2019 17:00],15287.0,0.0,8664.0,8622.0,8248.5,7425.3
[21/11/2019 17:30],15287.0,0.0,8791.0,8622.0,8435.0,7321.0
[21/11/2019 18:00],15287.0,0.0,8993.0,8582.0,8668.4,7301.8
[21/11/2019 18:30],15287.0,0.0,9077.0,8582.0,8778.8,7240.1
[21/11/2019 19:00],15287.0,0.0,8931.0,8535.0,8417.7,7116.6
[21/11/2019 19:30],15287.0,0.0,8579.0,8535.0,8653.2,6973.1
[21/11/2019 20:00],15287.0,0.0,8354.0,8372.0,8469.0,6884.4
[21/11/2019 20:30],15287.0,0.0,8061.0,8372.0,8168.3,6656.4
[21/11/2019 21:00],15287.0,0.0,7815.0,7670.0,7859.9,6503.4
[21/11/2019 21:30],15287.0,0.0,7760.0,7670.0,7811.9,6422.3
[21/11/2019 22:00],15287.0,0.0,7781.0,7395.0,7762.1,6517.6
[21/11/2019 22:30],15287.0,0.0,7598.0,7395.0,7527.1,6582.6
[21/11/2019 23:00],15287.0,0.0,7500.0,7172.0,7653.7,6608.5
[21/11/2019 23:30],15287.0,0.0,7342.0,7172.0,7424.5,6439.7
[22/11/2019 00:00],15287.0,0.0,6966.0,6960.0,7375.1,6456.2
[22/11/2019 00:30],15287.0,0.0,6972.0,6960.0,7180.8,6466.2
[22/11/2019 01:00],15287.0,66.4,7366.0,6882.0,6987.1,6601.9
[22/11/2019 01:30],15287.0,0.0,7552.0,6882.0,7249.4,6714.5
[22/11/2019 02:00],15287.0,0.0,7855.0,7053.0,7489.4,6780.3
[22/11/2019 02:30],15287.0,0.0,8061.0,7053.0,7690.7,6838.0
[22/11/2019 03:00],15287.0,87.0,8337.0,7242.0,7989.7,6877.4
[22/11/2019 03:30],15287.0,99.5,8401.0,7242.0,8220.6,6888.4
[22/11/2019 04:00],15287.0,66.0,8302.0,7380.0,8384.9,6872.0
[22/11/2019 04:30],15287.0,28.4,8070.0,7380.0,8245.0,6880.9
[22/11/2019 05:00],15287.0,26.4,8378.0,7560.0,8037.3,6883.4
[22/11/2019 05:30],15287.0,159.2,7942.0,7560.0,8130.3,7103.4
[22/11/2019 06:00],15287.0,30.6,7967.0,7663.0,8004.8,6972.2
[22/11/2019 06:30],15287.0,0.0,8149.0,7663.0,8014.0,6939.5
[22/11/2019 07:00],15287.0,0.0,8140.0,7571.0,7730.2,6826.1
[22/11/2019 07:30],15287.0,0.0,8290.0,7571.0,7959.1,6690.1
[22/11/2019 08:00],15287.0,0.0,8099.0,7456.0,8048.4,6627.5
[22/11/2019 08:30],15287.0,0.0,7864.0,7456.0,7957.5,6499.4
[22/11/2019 09:00],15287.0,0.0,7609.0,7260.0,7660.3,6369.1
[22/11/2019 09:30],15287.0,0.0,7147.0,7260.0,7569.4,6354.9
[22/11/2019 10:00],15287.0,0.0,6950.0,6943.0,7297.4,6407.1
[22/11/2019 10:30],15287.0,0.0,6435.0,6943.0,6894.5,6450.4
[22/11/2019 11:00],15287.0,0.0,6311.0,6607.0,6541.8,6445.0
[22/11/2019 11:30],15287.0,0.0,6127.0,6607.0,6252.4,6472.0
[22/11/2019 12:00],15287.0,0.0,5848.0,6261.0,6142.9,6051.1
[22/11/2019 12:30],15287.0,0.0,5907.0,6261.0,5855.1,5943.7
[22/11/2019 13:00],15287.0,0.0,5432.0,6079.0,5839.4,5895.8
[22/11/2019 13:30],15287.0,0.0,5753.0,6079.0,5657.3,5823.5
[22/11/2019 14:00],15287.0,0.0,5661.0,5048.0,5593.0,5769.8
[22/11/2019 14:30],15287.0,0.0,5671.0,5048.0,5759.5,5690.0
[22/11/2019 15:00],15287.0,0.0,5797.0,6047.0,5555.9,5542.6
[22/11/2019 15:30],15287.0,0.0,5909.0,6047.0,5833.5,5635.7
[22/11/2019 16:00],15287.0,0.0,6161.0,6416.0,6085.0,5991.4
[22/11/2019 16:30],15287.0,0.0,6666.0,6416.0,6339.4,6233.4
[22/11/2019 17:00],15287.0,0.0,6763.0,6747.0,6587.6,6394.9
[22/11/2019 17:30],15287.0,0.0,6951.0,6747.0,6959.5,6746.8
[22/11/2019 18:00],15287.0,0.0,7348.0,7006.0,7019.6,6890.1
[22/11/2019 18:30],15287.0,0.0,7720.0,7006.0,7313.8,7022.8
[22/11/2019 19:00],15287.0,0.0,8415.0,7219.0,7791.7,7270.4
[22/11/2019 19:30],15287.0,0.0,8907.0,7219.0,8324.5,7515.0
[22/11/2019 20:00],15287.0,0.0,8796.0,7391.0,8777.6,7703.3
[22/11/2019 20:30],15287.0,0.0,8767.0,7391.0,8943.3,7855.3
[22/11/2019 21:00],15287.0,0.0,8378.0,8540.0,8750.5,8030.4
[22/11/2019 21:30],15287.0,0.0,8344.0,8540.0,8610.5,8094.1
[22/11/2019 22:00],15287.0,0.0,8446.0,8624.0,8211.2,8013.3
[22/11/2019 22:30],15287.0,0.0,8410.0,8624.0,8473.4,7943.0
[22/11/2019 23:00],15287.0,3.2,8639.0,8640.0,8369.9,7855.8
[22/11/2019 23:30],15287.0,22.8,8443.0,8640.0,8445.3,8010.5
[23/11/2019 00:00],15287.0,0.0,8455.0,8577.0,8469.4,8006.1
[23/11/2019 00:30],15287.0,0.0,8382.0,8577.0,8369.5,8010.7
[23/11/2019 01:00],15287.0,0.0,8307.0,8551.0,8375.0,8022.5
[23/11/2019 01:30],15287.0,0.0,8471.0,8551.0,8383.6,8013.6
[23/11/2019 02:00],15287.0,0.0,8684.0,8680.0,8342.3,8017.4
[23/11/2019 02:30],15287.0,0.0,8838.0,8680.0,8457.2,8016.5
[23/11/2019 03:00],15287.0,0.0,8793.0,8717.0,8671.9,7940.8
[23/11/2019 03:30],15287.0,41.9,8870.0,8717.0,8729.5,7953.3
[23/11/2019 04:00],15287.0,5.9,9010.0,8781.0,8886.0,8080.3
[23/11/2019 04:30],15287.0,0.0,8992.0,8781.0,9031.9,8208.7
[23/11/2019 05:00],15287.0,0.0,8947.0,8969.0,9032.2,8308.8
[23/11/2019 05:30],15287.0,0.0,9336.0,8969.0,8950.5,8428.2
[23/11/2019 06:00],15287.0,0.0,9342.0,9092.0,9231.4,8504.8
[23/11/2019 06:30],15287.0,0.0,9351.0,9092.0,9379.6,8534.3
[23/11/2019 07:00],15287.0,0.0,9159.0,9217.0,9270.1,8497.9
[23/11/2019 07:30],15287.0,0.0,9256.0,9217.0,9132.3,8473.4
[23/11/2019 08:00],15287.0,0.0,9221.0,9280.0,9024.0,8441.5
[23/11/2019 08:30],15287.0,0.0,9359.0,9280.0,9207.2,8384.4
[23/11/2019 09:00],15287.0,0.0,9068.0,9280.0,9096.1,8278.4
[23/11/2019 09:30],15287.0,0.0,8878.0,9280.0,9082.4,8146.7
[23/11/2019 10:00],15287.0,0.0,8460.0,9043.0,8854.3,8105.8
[23/11/2019 10:30],15287.0,0.0,8328.0,9043.0,8471.3,8066.9
[23/11/2019 11:00],15287.0,0.0,8267.0,8705.0,8096.7,7950.4
[23/11/2019 11:30],15287.0,0.0,7737.0,8705.0,8010.0,7791.9
[23/11/2019 12:00],15287.0,0.0,7422.0,8248.0,7798.9,7097.2
[23/11/2019 12:30],15287.0,0.0,7130.0,8248.0,7305.6,6879.4
[23/11/2019 13:00],15287.0,0.0,6739.0,7992.0,6961.8,6351.6
[23/11/2019 13:30],15287.0,0.0,6735.0,7992.0,6247.3,5829.5
[23/11/2019 14:00],15287.0,0.0,6898.0,7644.0,6445.9,5471.6
[23/11/2019 14:30],15287.0,0.0,7029.0,7644.0,6309.4,4905.2
[23/11/2019 15:00],15287.0,0.0,6325.0,7487.0,6218.2,4407.3
[23/11/2019 15:30],15287.0,0.0,6201.0,7487.0,6144.0,4187.7
[23/11/2019 16:00],15287.0,0.0,5721.0,7232.0,6082.7,4325.1
[23/11/2019 16:30],15287.0,0.0,5811.0,7232.0,5724.4,4358.2
[23/11/2019 17:00],15287.0,0.0,5870.0,6870.0,5719.6,4395.6
[23/11/2019 17:30],15287.0,0.0,5815.0,6870.0,5725.6,4948.9
[23/11/2019 18:00],15287.0,0.0,6047.0,6556.0,5728.6,4959.6
[23/11/2019 18:30],15287.0,0.0,5790.0,6556.0,5902.8,4867.1
[23/11/2019 19:00],15287.0,0.0,5269.0,6164.0,5639.6,4561.4
[23/11/2019 19:30],15287.0,0.0,4827.0,6164.0,5044.0,4246.4
[23/11/2019 20:00],15287.0,0.0,4772.0,5771.0,4782.4,4054.9
[23/11/2019 20:30],15287.0,0.0,4498.0,5771.0,4484.5,3769.2
[23/11/2019 21:00],15287.0,0.0,4497.0,5047.0,4414.0,3560.5
[23/11/2019 21:30],15287.0,0.0,4453.0,5047.0,4292.3,3434.7
[23/11/2019 22:00],15287.0,0.0,4457.0,4702.0,4398.3,3348.8
[23/11/2019 22:30],15287.0,0.0,4170.0,4702.0,4231.3,3212.7
[23/11/2019 23:00],15287.0,0.0,4123.0,4351.0,4131.5,3141.8
[23/11/2019 23:30],15287.0,0.0,4049.0,4351.0,3929.5,2971.4
[24/11/2019 00:00],15287.0,0.0,3778.0,3995.0,4037.4,3006.9
[24/11/2019 00:30],15287.0,0.0,3596.0,3995.0,3666.1,2854.3
[24/11/2019 01:00],15287.0,0.0,3557.0,3658.0,3382.9,2632.1
[24/11/2019 01:30],15287.0,0.0,3414.0,3658.0,3299.7,2439.0
[24/11/2019 02:00],15287.0,0.0,3353.0,3358.0,3246.5,2300.1
[24/11/2019 02:30],15287.0,0.0,3224.0,3358.0,3120.0,2166.3
[24/11/2019 03:00],15287.0,0.0,3146.0,3033.0,3096.7,2074.2
[24/11/2019 03:30],15287.0,0.0,2903.0,3033.0,2931.5,1982.9
[24/11/2019 04:00],15287.0,0.0,2722.0,2834.0,2912.4,1941.5
[24/11/2019 04:30],15287.0,0.0,2740.0,2834.0,2630.8,1860.7
[24/11/2019 05:00],15287.0,0.0,2704.0,2674.0,2618.9,1819.5
[24/11/2019 05:30],15287.0,0.0,2715.0,2674.0,2597.1,2043.5
[24/11/2019 06:00],15287.0,0.0,2529.0,2567.0,2530.6,1917.6
[24/11/2019 06:30],15287.0,0.0,2621.0,2567.0,2518.6,1882.0
[24/11/2019 07:00],15287.0,0.0,2671.0,2539.0,2469.6,1890.1
[24/11/2019 07:30],15287.0,0.0,2712.0,2539.0,2611.5,1863.7
[24/11/2019 08:00],15287.0,0.0,2818.0,2562.0,2623.3,1866.4
[24/11/2019 08:30],15287.0,0.0,2888.0,2562.0,2726.7,1865.1
[24/11/2019 09:00],15287.0,0.0,2864.0,2592.0,2846.8,1882.9
[24/11/2019 09:30],15287.0,0.0,3120.0,2592.0,2897.2,1982.0
[24/11/2019 10:00],15287.0,0.0,3347.0,2561.0,3006.5,2102.8
[24/11/2019 10:30],15287.0,0.0,3354.0,2561.0,3235.2,2119.9
[24/11/2019 11:00],15287.0,0.0,3552.0,2427.0,3211.2,2165.7
[24/11/2019 11:30],15287.0,0.0,3437.0,2427.0,3354.6,2330.2
[24/11/2019 12:00],15287.0,0.0,3338.0,2271.0,3458.7,2421.6
[24/11/2019 12:30],15287.0,0.0,2992.0,2271.0,3210.1,2445.8
[24/11/2019 13:00],15287.0,0.0,3107.0,2167.0,2937.1,2433.1
[24/11/2019 13:30],15287.0,0.0,2790.0,2167.0,2881.5,2328.8
[24/11/2019 14:00],15287.0,0.0,2697.0,2114.0,2702.8,2266.2
[24/11/2019 14:30],15287.0,0.0,2502.0,2114.0,2578.8,2183.4
[24/11/2019 15:00],15287.0,0.0,2651.0,2156.0,2398.4,2120.9
[24/11/2019 15:30],15287.0,0.0,2676.0,2156.0,2551.1,2102.6
[24/11/2019 16:00],15287.0,0.0,2768.0,2422.0,2743.8,2203.4
[24/11/2019 16:30],15287.0,0.0,2816.0,2422.0,2717.3,2294.7
[24/11/2019 17:00],15287.0,0.0,2798.0,2782.0,2812.1,2352.8
[24/11/2019 17:30],15287.0,0.0,2719.0,2782.0,2872.4,2481.9
[24/11/2019 18:00],15287.0,0.0,2835.0,3158.0,2807.8,2576.5
[24/11/2019 18:30],15287.0,0.0,2634.0,3158.0,2826.3,2631.4
[24/11/2019 19:00],15287.0,0.0,2621.0,3499.0,2597.7,2586.4
[24/11/2019 19:30],15287.0,0.0,2456.0,3499.0,2613.8,2545.4
[24/11/2019 20:00],15287.0,0.0,2414.0,3746.0,2558.5,2568.1
[24/11/2019 20:30],15287.0,0.0,2681.0,3746.0,2400.5,2596.8
[24/11/2019 21:00],15287.0,0.0,2680.0,3044.0,2629.9,2580.9
[24/11/2019 21:30],15287.0,0.0,2936.0,3044.0,2678.0,2642.4
[24/11/2019 22:00],15287.0,0.0,3228.0,3197.0,2936.6,2756.0
[24/11/2019 22:30],15287.0,0.0,3308.0,3197.0,3204.5,2902.8
[24/11/2019 23:00],15287.0,0.0,3338.0,3352.0,3271.2,3060.2
[24/11/2019 23:30],15287.0,0.0,3317.0,3352.0,3392.5,2994.0
[25/11/2019 00:00],15287.0,0.0,3318.0,3472.0,3388.1,3116.5
[25/11/2019 00:30],15287.0,0.0,3578.0,3472.0,3319.7,3204.6
[25/11/2019 01:00],15287.0,0.0,3742.0,3566.0,3556.5,3366.1
[25/11/2019 01:30],15287.0,0.0,3818.0,3566.0,3764.0,3485.3
[25/11/2019 02:00],15287.0,0.0,3531.0,3686.0,3926.5,3549.3
[25/11/2019 02:30],15287.0,0.0,3483.0,3686.0,3740.2,3652.6
[25/11/2019 03:00],15287.0,0.0,3419.0,3795.0,3536.7,3694.4
[25/11/2019 03:30],15287.0,0.0,3496.0,3795.0,3570.5,3812.2
[25/11/2019 04:00],15287.0,0.0,3660.0,4004.0,3656.2,3994.2
[25/11/2019 04:30],15287.0,0.0,3796.0,4004.0,3743.4,4149.6
[25/11/2019 05:00],15287.0,0.0,3912.0,4226.0,3851.8,4255.1
[25/11/2019 05:30],15287.0,0.0,4081.0,4226.0,3973.3,4273.4
[25/11/2019 06:00],15287.0,0.0,4352.0,4526.0,4140.9,4342.6
[25/11/2019 06:30],15287.0,0.0,4820.0,4526.0,4284.4,4442.1
[25/11/2019 07:00],15287.0,0.0,4803.0,4878.0,4745.1,4581.6
[25/11/2019 07:30],15287.0,0.0,4526.0,4878.0,4954.5,4763.9
[25/11/2019 08:00],15287.0,0.0,4906.0,5288.0,4787.0,4944.5
[25/11/2019 08:30],15287.0,0.0,5027.0,5288.0,4934.1,5183.8
[25/11/2019 09:00],15287.0,0.0,5415.0,5660.0,5116.4,5365.6
[25/11/2019 09:30],15287.0,0.0,5856.0,5660.0,5403.9,5503.1
[25/11/2019 10:00],15287.0,0.0,6084.0,5818.0,5760.1,5627.2
[25/11/2019 10:30],15287.0,0.0,6113.0,5818.0,6163.3,5787.1
[25/11/2019 11:00],15287.0,0.0,5909.0,5848.0,6047.6,5872.0
[25/11/2019 11:30],15287.0,0.0,5660.0,5848.0,6015.2,5768.4
[25/11/2019 12:00],15287.0,0.0,5556.0,5785.0,5832.5,5873.5
[25/11/2019 12:30],15287.0,0.0,5292.0,5785.0,5618.1,5848.4
[25/11/2019 13:00],15287.0,0.0,5077.0,5565.0,5443.3,5797.5
[25/11/2019 13:30],15287.0,0.0,5135.0,5565.0,5123.3,5756.3
[25/11/2019 14:00],15287.0,0.0,4970.0,5396.0,5156.4,5718.7
[25/11/2019 14:30],15287.0,0.0,4996.0,5396.0,5099.5,5632.6
[25/11/2019 15:00],15287.0,0.0,5330.0,5295.0,4984.2,5561.3
[25/11/2019 15:30],15287.0,0.0,5371.0,5295.0,5260.9,5514.8
[25/11/2019 16:00],15287.0,0.0,5443.0,5284.0,5383.0,5434.2
[25/11/2019 16:30],15287.0,0.0,5466.0,5284.0,5330.6,5310.5
[25/11/2019 17:00],15287.0,0.0,5569.0,5288.0,5409.9,5273.3
[25/11/2019 17:30],15287.0,0.0,5630.0,5288.0,5468.7,5062.3
[25/11/2019 18:00],15287.0,0.0,5659.0,5189.0,5484.2,5024.1
[25/11/2019 18:30],15287.0,0.0,5445.0,5189.0,5590.7,4958.6
[25/11/2019 19:00],15287.0,0.0,5329.0,5030.0,5438.3,4855.4
[25/11/2019 19:30],15287.0,0.0,5515.0,5030.0,5214.9,4733.8
[25/11/2019 20:00],15287.0,0.0,5387.0,4801.0,5241.6,4674.9
[25/11/2019 20:30],15287.0,0.0,5335.0,4801.0,5371.2,4579.2
[25/11/2019 21:00],15287.0,0.0,5083.0,5261.0,5186.4,4522.3
[25/11/2019 21:30],15287.0,0.0,4964.0,5261.0,5127.4,4436.0
[25/11/2019 22:00],15287.0,0.0,4548.0,4994.0,4864.4,4331.4
[25/11/2019 22:30],15287.0,0.0,4606.0,4994.0,4571.8,4215.7
[25/11/2019 23:00],15287.0,0.0,4672.0,4801.0,4500.4,4148.8
[25/11/2019 23:30],15287.0,0.0,4721.0,4801.0,4548.1,3885.2
[26/11/2019 00:00],15287.0,0.0,5205.0,4538.0,4624.4,3822.2
[26/11/2019 00:30],15287.0,0.0,5116.0,4538.0,4912.7,3773.9
[26/11/2019 01:00],15287.0,0.0,4635.0,4273.0,5040.6,3756.8
[26/11/2019 01:30],15287.0,0.0,4500.0,4273.0,4689.6,3744.0
[26/11/2019 02:00],15287.0,0.0,4180.0,4106.0,4446.6,3723.1
[26/11/2019 02:30],15287.0,0.0,3940.0,4106.0,4235.4,3730.5
[26/11/2019 03:00],15287.0,0.0,3921.0,4020.0,3984.3,3718.2
[26/11/2019 03:30],15287.0,0.0,3746.0,4020.0,3859.3,3706.7
[26/11/2019 04:00],15287.0,0.0,4062.0,3977.0,3827.6,3673.5
[26/11/2019 04:30],15287.0,0.0,4160.0,3977.0,3863.9,3652.7
[26/11/2019 05:00],15287.0,0.0,4490.0,3907.0,4137.8,3661.9
[26/11/2019 05:30],15287.0,20.0,4892.0,3907.0,4351.0,3591.1
[26/11/2019 06:00],15287.0,109.5,5063.0,3979.0,4566.6,3561.1
[26/11/2019 06:30],15287.0,0.0,5019.0,3979.0,5120.7,3763.5
[26/11/2019 07:00],15287.0,0.0,5510.0,4248.0,5399.1,4294.6
[26/11/2019 07:30],15287.0,0.0,6186.0,4248.0,5753.1,4929.6
[26/11/2019 08:00],15287.0,0.0,6687.0,4899.0,6296.1,5379.6
[26/11/2019 08:30],15287.0,0.0,7593.0,4899.0,6957.9,5902.8
[26/11/2019 09:00],15287.0,0.0,7926.0,5681.0,7415.3,6240.6
[26/11/2019 09:30],15287.0,0.0,8881.0,5681.0,8009.3,6598.4
[26/11/2019 10:00],15287.0,0.0,8507.0,6367.0,8657.2,6901.3
[26/11/2019 10:30],15287.0,0.0,8739.0,6367.0,8873.5,7278.1
[26/11/2019 11:00],15287.0,0.0,8808.0,6865.0,8692.5,7682.3
[26/11/2019 11:30],15287.0,0.0,9110.0,6865.0,9015.5,8043.0
[26/11/2019 12:00],15287.0,0.0,9303.0,7152.0,9148.7,8362.2
[26/11/2019 12:30],15287.0,0.0,9373.0,7152.0,9538.9,8622.0
[26/11/2019 13:00],15287.0,0.0,9681.0,7494.0,9641.2,8869.4
[26/11/2019 13:30],15287.0,0.0,9836.0,7494.0,9765.5,9049.9
[26/11/2019 14:00],15287.0,0.0,9730.0,7930.0,9893.7,9204.7
[26/11/2019 14:30],15287.0,0.0,9729.0,7930.0,9731.0,9202.8
[26/11/2019 15:00],15287.0,0.0,9876.0,8275.0,9559.7,9040.0
[26/11/2019 15:30],15287.0,0.0,9429.0,8275.0,9667.5,8964.8
[26/11/2019 16:00],15287.0,0.0,9521.0,8469.0,9639.6,8936.6
[26/11/2019 16:30],15287.0,0.0,9425.0,8469.0,9066.5,8844.9
[26/11/2019 17:00],15287.0,0.0,9287.0,8653.0,9193.7,8639.9
[26/11/2019 17:30],15287.0,0.0,8634.0,8653.0,8833.0,8500.6
[26/11/2019 18:00],15287.0,0.0,8307.0,8593.0,8448.4,7290.2
[26/11/2019 18:30],15287.0,0.7,8326.0,8593.0,8165.4,7110.3
[26/11/2019 19:00],15287.0,1.0,8185.0,8516.0,8232.3,7047.7
[26/11/2019 19:30],15287.0,0.0,8038.0,8516.0,8081.5,6967.7
[26/11/2019 20:00],15287.0,0.0,7723.0,8245.0,8007.7,6871.9
[26/11/2019 20:30],15287.0,0.0,7258.0,8245.0,7648.5,6753.8
[26/11/2019 21:00],15287.0,0.0,7461.0,7755.0,7421.3,6673.7
[26/11/2019 21:30],15287.0,0.0,7475.0,7755.0,7210.4,6488.4
[26/11/2019 22:00],15287.0,0.0,7119.0,7212.0,7231.3,6159.0
[26/11/2019 22:30],15287.0,0.0,6460.0,7212.0,6845.3,5799.4
[26/11/2019 23:00],15287.0,0.0,5908.0,6738.0,6327.3,5502.0
[26/11/2019 23:30],15287.0,0.0,5391.0,6738.0,5603.3,5116.1
[27/11/2019 00:00],15287.0,0.0,5078.0,6307.0,5118.4,4544.4
[27/11/2019 00:30],15287.0,0.0,5027.0,6307.0,4940.0,4334.5
[27/11/2019 01:00],15287.0,0.0,4455.0,5819.0,5007.0,4276.4
[27/11/2019 01:30],15287.0,0.0,4706.0,5819.0,4670.0,4120.8
[27/11/2019 02:00],15287.0,0.0,4706.0,5570.0,4509.0,3961.3
[27/11/2019 02:30],15287.0,0.0,4490.0,5570.0,4654.6,3823.1
[27/11/2019 03:00],15287.0,0.0,4230.0,5271.0,4508.0,3784.5
[27/11/2019 03:30],15287.0,0.0,4500.0,5271.0,4219.5,3716.1
[27/11/2019 04:00],15287.0,0.0,4597.0,5167.0,4284.1,3623.5
[27/11/2019 04:30],15287.0,0.0,4413.0,5167.0,4484.9,3560.5
[27/11/2019 05:00],15287.0,0.0,4598.0,5094.0,4437.9,3525.7
[27/11/2019 05:30],15287.0,0.0,4158.0,5094.0,4326.2,3428.7
[27/11/2019 06:00],15287.0,0.0,4235.0,5037.0,4337.4,3469.2
[27/11/2019 06:30],15287.0,0.0,4399.0,5037.0,4121.9,3480.2
[27/11/2019 07:00],15287.0,0.0,4499.0,5110.0,4287.0,3525.5
[27/11/2019 07:30],15287.0,0.0,4548.0,5110.0,4482.1,3550.6
[27/11/2019 08:00],15287.0,0.0,4345.0,5044.0,4558.4,3548.7
[27/11/2019 08:30],15287.0,0.0,4431.0,5044.0,4318.2,3565.3
[27/11/2019 09:00],15287.0,0.0,4238.0,4999.0,4477.1,3585.9
[27/11/2019 09:30],15287.0,0.0,4428.0,4999.0,4254.3,3504.3
[27/11/2019 10:00],15287.0,0.0,4703.0,4879.0,4078.2,3332.2
[27/11/2019 10:30],15287.0,0.0,4686.0,4879.0,4397.7,3181.6
[27/11/2019 11:00],15287.0,0.0,4448.0,4740.0,4463.8,3080.7
[27/11/2019 11:30],15287.0,0.0,4218.0,4740.0,4322.6,3016.6
[27/11/2019 12:00],15287.0,0.0,3873.0,4609.0,4134.9,2719.2
[27/11/2019 12:30],15287.0,0.0,4041.0,4609.0,3843.5,2721.2
[27/11/2019 13:00],15287.0,0.0,4117.0,4611.0,3883.0,2762.3
[27/11/2019 13:30],15287.0,0.0,4212.0,4611.0,4025.2,2798.8
[27/11/2019 14:00],15287.0,0.0,4425.0,4654.0,3991.1,2836.8
[27/11/2019 14:30],15287.0,0.0,4591.0,4654.0,4398.4,2892.5
[27/11/2019 15:00],15287.0,0.0,4840.0,4871.0,4460.7,2986.5
[27/11/2019 15:30],15287.0,0.0,4677.0,4871.0,4609.5,3027.0
[27/11/2019 16:00],15287.0,0.0,4830.0,5168.0,4583.4,2980.9
[27/11/2019 16:30],15287.0,0.0,4989.0,5168.0,4715.3,2979.6
[27/11/2019 17:00],15287.0,0.0,5512.0,5389.0,4811.3,3023.7
[27/11/2019 17:30],15287.0,0.0,5919.0,5389.0,5256.8,3497.8
[27/11/2019 18:00],15287.0,0.0,6105.0,5757.0,5865.7,3721.4
[27/11/2019 18:30],15287.0,0.0,6516.0,5757.0,6063.6,4056.9
[27/11/2019 19:00],15287.0,0.0,6668.0,6059.0,6329.8,4303.1
[27/11/2019 19:30],15287.0,0.0,6898.0,6059.0,6676.3,4554.6
[27/11/2019 20:00],15287.0,0.0,7235.0,6307.0,6831.1,4778.7
[27/11/2019 20:30],15287.0,0.0,7290.0,6307.0,7105.5,5031.9
[27/11/2019 21:00],15287.0,0.5,7400.0,7164.0,7256.5,5198.9
[27/11/2019 21:30],15287.0,3.8,7555.0,7164.0,7290.1,5460.6
[27/11/2019 22:00],15287.0,4.0,7621.0,7800.0,7585.6,5757.7
[27/11/2019 22:30],15287.0,4.3,7828.0,7800.0,7699.0,6052.9
[27/11/2019 23:00],15287.0,6.1,8088.0,8363.0,7699.3,6243.7
[27/11/2019 23:30],15287.0,205.5,8120.0,8363.0,7983.9,6461.3
[28/11/2019 00:00],15287.0,451.8,8094.0,8888.0,8064.1,6179.0
[28/11/2019 00:30],15287.0,546.8,8247.0,8888.0,8098.5,6299.6
[28/11/2019 01:00],15287.0,369.9,8380.0,9336.0,8113.1,6414.1
[28/11/2019 01:30],15287.0,350.1,8483.0,9336.0,8311.1,6529.0
[28/11/2019 02:00],15287.0,377.6,8141.0,9715.0,8353.3,6570.8
[28/11/2019 02:30],15287.0,492.0,8184.0,9715.0,8374.9,6698.9
