Date (WET),Capacity,Total Accepted Balancing Level,Wind Outturn,National Grid Forecast,EnAppSys Forecast Trend-Adjusted,EnAppSys Forecast Unadjusted
,MW,MW,MW,MW,MW,MW
[21/05/2019 02:30],12051.0,0.0,1650.2,1919.0,1482.1,1259.8
[21/05/2019 03:00],12051.0,0.0,1718.2,2011.0,1483.6,1281.7
[21/05/2019 03:30],12051.0,0.0,1753.3,2011.0,1505.1,1320.0
[21/05/2019 04:00],12051.0,0.0,1800.8,2151.0,1592.4,1418.4
[21/05/2019 04:30],12051.0,0.0,2025.5,2151.0,1647.6,1489.7
[21/05/2019 05:00],12051.0,0.0,2209.0,2234.0,1650.3,1510.3
[21/05/2019 05:30],12051.0,0.0,2157.7,2234.0,1690.0,1564.1
[21/05/2019 06:00],12051.0,0.0,2008.2,2345.0,1730.4,1618.0
[21/05/2019 06:30],12051.0,0.0,1782.5,2345.0,1794.8,1693.0
[21/05/2019 07:00],12051.0,0.0,1622.5,2434.0,1862.2,1769.9
[21/05/2019 07:30],12051.0,0.0,1594.7,2434.0,1882.5,1798.2
[21/05/2019 08:00],12051.0,0.0,1621.5,2386.0,1851.2,1772.6
[21/05/2019 08:30],12051.0,0.0,1661.5,2386.0,1841.5,1764.6
[21/05/2019 09:00],12051.0,0.0,1540.3,2254.0,1845.5,1767.8
[21/05/2019 09:30],12051.0,0.0,1395.8,2254.0,1613.5,1766.4
[21/05/2019 10:00],12051.0,0.0,1668.5,2120.0,1736.2,1783.2
[21/05/2019 10:30],12051.0,0.0,1792.0,2120.0,1791.3,2015.8
[21/05/2019 11:00],12051.0,0.0,1862.3,2051.0,1748.8,1908.9
[21/05/2019 11:30],12051.0,0.0,1946.3,2051.0,1832.7,1852.2
[21/05/2019 12:00],12051.0,0.0,1911.5,1908.0,1795.6,1818.0
[21/05/2019 12:30],12051.0,0.0,1913.5,1908.0,1775.9,1406.2
[21/05/2019 13:00],12051.0,0.0,1846.3,1887.0,1761.0,1418.1
[21/05/2019 13:30],12051.0,0.0,1870.5,1887.0,1774.0,1454.9
[21/05/2019 14:00],12051.0,0.0,1840.5,2010.0,1870.0,1494.9
[21/05/2019 14:30],12051.0,0.0,1999.0,2010.0,1909.2,1498.3
[21/05/2019 15:00],12051.0,0.0,2259.0,2035.0,1919.0,1534.0
[21/05/2019 15:30],12051.0,0.0,2338.2,2035.0,2322.2,1610.0
[21/05/2019 16:00],12051.0,0.0,2431.0,2153.0,2348.0,1685.8
[21/05/2019 16:30],12051.0,0.0,2535.8,2153.0,2374.4,1810.3
[21/05/2019 17:00],12051.0,0.0,2567.0,2262.0,2370.0,1856.0
[21/05/2019 17:30],12051.0,0.0,2525.8,2262.0,2615.3,1940.2
[21/05/2019 18:00],12051.0,0.0,2500.8,2237.0,2648.6,2118.0
[21/05/2019 18:30],12051.0,0.0,2384.0,2237.0,2542.7,2215.5
[21/05/2019 19:00],12051.0,0.0,2304.3,2257.0,2622.9,2103.5
[21/05/2019 19:30],12051.0,0.0,2176.5,2257.0,2599.5,2119.3
[21/05/2019 20:00],12051.0,0.0,2072.2,1995.0,2461.0,2042.1
[21/05/2019 20:30],12051.0,0.0,1902.0,1995.0,2361.1,1992.5
[21/05/2019 21:00],12051.0,0.0,1804.2,2053.0,2292.9,1962.2
[21/05/2019 21:30],12051.0,0.0,1660.3,2053.0,1798.3,1925.1
[21/05/2019 22:00],12051.0,0.0,1479.5,1979.0,1850.2,1933.7
[21/05/2019 22:30],12051.0,0.0,1310.7,1979.0,1820.9,1850.0
[21/05/2019 23:00],12051.0,0.0,1153.5,1860.0,1765.2,1759.8
[21/05/2019 23:30],12051.0,0.0,993.3,1860.0,1156.5,1657.4
[22/05/2019 00:00],12051.0,0.0,1019.3,1655.0,1226.8,1583.6
[22/05/2019 00:30],12051.0,0.0,1100.3,1655.0,1282.7,1558.2
[22/05/2019 01:00],12051.0,0.0,1241.7,1591.0,1442.5,1678.4
[22/05/2019 01:30],12051.0,0.0,1291.0,1591.0,1541.9,1722.8
[22/05/2019 02:00],12051.0,0.0,1313.7,1654.0,1575.9,1694.9
[22/05/2019 02:30],12051.0,0.0,1400.8,1654.0,1647.3,1717.0
[22/05/2019 03:00],12051.0,0.0,1518.5,1749.0,1732.9,1758.9
[22/05/2019 03:30],12051.0,0.0,1671.7,1749.0,1833.0,1819.9
[22/05/2019 04:00],12051.0,0.0,1777.3,1933.0,1931.7,1882.7
[22/05/2019 04:30],12051.0,0.0,1840.0,1933.0,2000.4,1916.9
[22/05/2019 05:00],12051.0,0.0,1804.7,2129.0,1762.9,1873.2
[22/05/2019 05:30],12051.0,0.0,1768.2,2129.0,1674.9,1358.3
[22/05/2019 06:00],12051.0,0.0,1763.5,2243.0,1613.9,1321.6
[22/05/2019 06:30],12051.0,0.0,1694.0,2243.0,1608.2,1328.4
[22/05/2019 07:00],12051.0,0.0,1644.7,2333.0,1605.8,1338.5
[22/05/2019 07:30],12051.0,0.0,1656.8,2333.0,1619.2,1362.2
[22/05/2019 08:00],12051.0,0.0,1783.0,2507.0,1688.2,1432.7
[22/05/2019 08:30],12051.0,0.0,2097.0,2507.0,1768.3,1511.5
[22/05/2019 09:00],12051.0,0.0,2186.2,2651.0,1824.7,1567.3
[22/05/2019 09:30],12051.0,0.0,2253.0,2651.0,1925.1,1659.2
[22/05/2019 10:00],12051.0,0.0,1958.5,2789.0,2281.4,1741.7
[22/05/2019 10:30],12051.0,0.0,0.0,2789.0,2338.0,1642.1
[22/05/2019 11:00],12051.0,0.0,0.0,2836.0,2395.9,1725.6
[22/05/2019 11:30],12051.0,0.0,0.0,2836.0,2521.8,1863.2
[22/05/2019 12:00],12051.0,0.0,0.0,2934.0,2589.0,1959.9
[22/05/2019 12:30],12051.0,0.0,0.0,2934.0,2740.7,2122.8
[22/05/2019 13:00],12051.0,0.0,1458.8,3103.0,2883.0,2282.7
[22/05/2019 13:30],12051.0,0.0,2890.8,3103.0,2953.3,2386.7
[22/05/2019 14:00],12051.0,0.0,2927.7,3305.0,2999.7,2468.3
[22/05/2019 14:30],12051.0,0.0,3031.8,3305.0,3082.1,2575.3
[22/05/2019 15:00],12051.0,0.0,3136.5,3507.0,3146.2,2667.2
[22/05/2019 15:30],12051.0,0.0,3294.3,3507.0,3269.7,2805.2
[22/05/2019 16:00],12051.0,0.0,3273.7,3698.0,3379.1,2926.6
[22/05/2019 16:30],12051.0,0.0,3412.5,3698.0,3460.4,3023.4
[22/05/2019 17:00],12051.0,0.0,3568.3,3881.0,3500.2,3082.8
[22/05/2019 17:30],12051.0,0.0,3641.5,3881.0,3586.9,3178.9
[22/05/2019 18:00],12051.0,0.0,3645.2,4098.0,3628.3,3243.6
[22/05/2019 18:30],12051.0,0.0,3830.5,4098.0,3773.3,3354.2
[22/05/2019 19:00],12051.0,0.0,3942.8,4254.0,3933.9,3076.8
[22/05/2019 19:30],12051.0,0.0,3817.5,4254.0,3959.7,3159.0
[22/05/2019 20:00],12051.0,0.0,3578.7,4026.0,3841.0,3121.0
[22/05/2019 20:30],12051.0,0.0,3438.3,4026.0,3766.9,3116.4
[22/05/2019 21:00],12051.0,0.0,3407.3,4246.0,3706.9,3114.7
[22/05/2019 21:30],12051.0,0.0,3321.7,4246.0,3670.3,3134.6
[22/05/2019 22:00],12051.0,0.0,3201.7,4370.0,3641.7,3156.3
[22/05/2019 22:30],12051.0,0.0,2973.0,4370.0,3608.4,3160.6
[22/05/2019 23:00],12051.0,0.0,2857.2,4258.0,3526.3,3104.7
[22/05/2019 23:30],12051.0,0.0,2882.3,4258.0,3452.0,3051.3
[23/05/2019 00:00],12051.0,0.0,2896.5,4180.0,3404.7,3020.8
[23/05/2019 00:30],12051.0,0.0,2843.2,4180.0,3350.2,2975.2
[23/05/2019 01:00],12051.0,0.0,2782.5,4093.0,3311.3,2941.1
[23/05/2019 01:30],12051.0,0.0,2834.2,4093.0,2755.1,2926.9
[23/05/2019 02:00],12051.0,0.0,2905.7,3944.0,2751.7,2451.8
[23/05/2019 02:30],12051.0,0.0,2868.3,3944.0,2738.7,2430.3
[23/05/2019 03:00],12051.0,0.0,2912.3,3782.0,2737.7,2423.4
[23/05/2019 03:30],12051.0,0.0,2982.8,3782.0,2723.9,2402.2
[23/05/2019 04:00],12051.0,0.0,2894.8,3623.0,2936.9,2380.2
[23/05/2019 04:30],12051.0,0.0,2787.8,3623.0,2904.0,2391.7
[23/05/2019 05:00],12051.0,0.0,2817.5,3509.0,2805.5,2378.2
[23/05/2019 05:30],12051.0,0.0,2752.2,3509.0,2878.6,2435.6
[23/05/2019 06:00],12051.0,0.0,2779.5,3431.0,2913.4,2431.1
[23/05/2019 06:30],12051.0,0.0,2857.5,3431.0,2758.9,2487.4
[23/05/2019 07:00],12051.0,0.0,2839.3,3405.0,2836.4,2194.5
[23/05/2019 07:30],12051.0,0.0,2832.8,3405.0,2816.1,2202.8
[23/05/2019 08:00],12051.0,0.0,2825.8,3500.0,2811.8,2210.3
[23/05/2019 08:30],12051.0,0.0,2906.5,3500.0,2839.0,2265.8
[23/05/2019 09:00],12051.0,0.0,3124.2,3612.0,2865.4,2258.5
[23/05/2019 09:30],12051.0,0.0,3205.3,3612.0,3157.7,2320.8
[23/05/2019 10:00],12051.0,0.0,3306.3,3739.0,3166.0,2376.5
[23/05/2019 10:30],12051.0,0.0,3447.2,3739.0,3302.3,2444.0
[23/05/2019 11:00],12051.0,0.0,3560.2,3876.0,3344.2,2502.6
[23/05/2019 11:30],12051.0,0.0,3675.3,3876.0,3596.3,2610.6
[23/05/2019 12:00],12051.0,0.0,3877.8,4012.0,3725.4,2660.8
[23/05/2019 12:30],12051.0,0.0,3995.7,4012.0,3870.7,2774.9
[23/05/2019 13:00],12051.0,0.0,4238.2,4125.0,4091.0,3154.9
[23/05/2019 13:30],12051.0,0.0,4503.8,4125.0,4178.5,3327.6
[23/05/2019 14:00],12051.0,0.0,4574.3,4272.0,4500.8,3374.6
[23/05/2019 14:30],12051.0,0.0,4760.0,4272.0,4589.0,3525.1
[23/05/2019 15:00],12051.0,0.0,4859.0,4466.0,4765.6,3613.6
[23/05/2019 15:30],12051.0,0.0,5022.7,4466.0,4873.4,3717.1
[23/05/2019 16:00],12051.0,0.0,5198.0,4692.0,5068.8,3833.3
[23/05/2019 16:30],12051.0,0.0,5404.7,4692.0,5147.4,3851.5
[23/05/2019 17:00],12051.0,0.0,5609.7,4744.0,4998.7,3821.4
[23/05/2019 17:30],12051.0,0.0,5666.5,4744.0,5477.9,3817.6
[23/05/2019 18:00],12051.0,0.0,5655.3,4755.0,5549.1,3860.5
[23/05/2019 18:30],12051.0,0.0,5628.3,4755.0,5574.4,3992.8
[23/05/2019 19:00],12051.0,0.0,5645.3,4771.0,5481.4,4062.2
[23/05/2019 19:30],12051.0,0.0,5574.5,4771.0,5535.2,4076.1
[23/05/2019 20:00],12051.0,0.0,5461.2,4703.0,5387.8,4074.4
[23/05/2019 20:30],12051.0,0.0,5352.7,4703.0,5274.6,4021.1
[23/05/2019 21:00],12051.0,0.0,5086.2,5006.0,5236.4,3986.0
[23/05/2019 21:30],12051.0,0.0,4897.2,5006.0,4912.2,3927.3
[23/05/2019 22:00],12051.0,0.0,4779.7,4813.0,4827.5,3909.7
[23/05/2019 22:30],12051.0,0.0,4642.7,4813.0,4640.8,3846.3
[23/05/2019 23:00],12051.0,0.0,4640.8,4792.0,4506.5,3705.1
[23/05/2019 23:30],12051.0,0.0,4678.7,4792.0,4323.7,3597.5
[24/05/2019 00:00],12051.0,0.0,4754.2,4764.0,4592.4,3548.2
[24/05/2019 00:30],12051.0,0.0,4826.7,4764.0,4402.1,3706.0
[24/05/2019 01:00],12051.0,28.5,5012.8,4802.0,4758.0,3704.9
[24/05/2019 01:30],12051.0,20.6,5036.5,4802.0,4826.3,3585.3
[24/05/2019 02:00],12051.0,0.0,5025.5,4785.0,4511.2,3436.4
[24/05/2019 02:30],12051.0,0.0,4943.5,4785.0,4738.9,3302.7
[24/05/2019 03:00],12051.0,0.0,4604.7,4765.0,4706.4,3184.7
[24/05/2019 03:30],12051.0,0.0,4651.3,4765.0,4587.2,3091.0
[24/05/2019 04:00],12051.0,0.0,4758.0,4659.0,4313.8,3016.5
[24/05/2019 04:30],12051.0,0.0,4485.7,4659.0,4141.4,2994.8
[24/05/2019 05:00],12051.0,0.0,4275.0,4538.0,4310.7,2975.1
[24/05/2019 05:30],12051.0,0.0,4128.8,4538.0,4087.8,2911.7
[24/05/2019 06:00],12051.0,0.0,4107.2,4457.0,3948.1,2896.8
[24/05/2019 06:30],12051.0,0.0,4200.8,4457.0,3966.4,2962.8
[24/05/2019 07:00],12051.0,0.0,4256.7,4425.0,3853.3,2954.0
[24/05/2019 07:30],12051.0,0.0,4202.0,4425.0,4086.6,2877.4
[24/05/2019 08:00],12051.0,0.0,4125.5,4254.0,3722.1,2670.1
[24/05/2019 08:30],12051.0,0.0,3849.0,4254.0,3846.5,2521.9
[24/05/2019 09:00],12051.0,0.0,3631.7,3967.0,3598.1,2407.1
[24/05/2019 09:30],12051.0,0.0,3409.3,3967.0,3305.2,2262.3
[24/05/2019 10:00],12051.0,0.0,3276.3,3655.0,3087.6,2183.0
[24/05/2019 10:30],12051.0,0.0,3131.3,3655.0,2878.9,2096.8
[24/05/2019 11:00],12051.0,0.0,2989.0,3404.0,2690.0,2010.7
[24/05/2019 11:30],12051.0,0.0,2978.7,3404.0,2511.6,1924.0
[24/05/2019 12:00],12051.0,0.0,3087.8,3231.0,2378.7,1866.2
[24/05/2019 12:30],12051.0,0.0,3086.7,3231.0,2277.0,1827.2
[24/05/2019 13:00],12051.0,0.0,3074.5,3171.0,2185.8,1790.0
[24/05/2019 13:30],12051.0,0.0,3046.0,3171.0,2158.9,1804.8
[24/05/2019 14:00],12051.0,0.0,2848.7,3123.0,2174.7,1852.7
[24/05/2019 14:30],12051.0,0.0,2907.2,3123.0,2194.3,1899.4
[24/05/2019 15:00],12051.0,0.0,2920.3,3155.0,2203.3,1931.2
[24/05/2019 15:30],12051.0,0.0,3092.0,3155.0,2238.3,1981.5
[24/05/2019 16:00],12051.0,0.0,3180.7,3169.0,2280.6,2032.6
[24/05/2019 16:30],12051.0,0.0,3305.5,3169.0,2304.0,2059.9
[24/05/2019 17:00],12051.0,0.0,3247.8,2807.0,2284.7,2041.7
[24/05/2019 17:30],12051.0,0.0,3135.3,2807.0,2290.9,2049.0
[24/05/2019 18:00],12051.0,0.0,3114.3,3299.0,2309.2,2068.1
[24/05/2019 18:30],12051.0,0.0,3133.2,3299.0,2333.9,2093.7
[24/05/2019 19:00],12051.0,0.0,2988.5,3150.0,3118.8,2125.6
[24/05/2019 19:30],12051.0,0.0,2780.5,3150.0,2935.8,2071.3
[24/05/2019 20:00],12051.0,0.0,2559.3,2936.0,2629.1,2043.5
[24/05/2019 20:30],12051.0,0.0,2330.5,2936.0,2450.1,2013.7
[24/05/2019 21:00],12051.0,0.0,2153.8,2746.0,2397.2,1999.5
[24/05/2019 21:30],12051.0,0.0,2003.0,2746.0,2105.7,1976.3
[24/05/2019 22:00],12051.0,0.0,1992.3,2595.0,2017.3,2026.9
[24/05/2019 22:30],12051.0,0.0,1917.3,2595.0,1968.9,1971.1
[24/05/2019 23:00],12051.0,0.0,1871.2,2434.0,1823.7,1822.0
[24/05/2019 23:30],12051.0,0.0,1832.8,2434.0,1678.6,1676.4
[25/05/2019 00:00],12051.0,0.0,1899.3,2233.0,1713.9,1594.7
[25/05/2019 00:30],12051.0,0.0,1875.5,2233.0,1720.0,1210.2
[25/05/2019 01:00],12051.0,0.0,1525.3,2045.0,1531.2,1135.1
[25/05/2019 01:30],12051.0,0.0,1284.0,2045.0,1355.7,1046.0
[25/05/2019 02:00],12051.0,0.0,1247.8,1809.0,1174.4,973.5
[25/05/2019 02:30],12051.0,0.0,1325.8,1809.0,1128.5,892.2
[25/05/2019 03:00],12051.0,0.0,1182.0,1598.0,1022.5,835.2
[25/05/2019 03:30],12051.0,0.0,1085.5,1598.0,1082.7,790.2
[25/05/2019 04:00],12051.0,0.0,1021.0,1462.0,1030.7,782.2
[25/05/2019 04:30],12051.0,0.0,1051.8,1462.0,966.4,747.5
[25/05/2019 05:00],12051.0,0.0,1049.7,1303.0,921.7,659.5
[25/05/2019 05:30],12051.0,0.0,1064.7,1303.0,785.1,618.5
[25/05/2019 06:00],12051.0,0.0,1057.2,1248.0,942.7,586.4
[25/05/2019 06:30],12051.0,0.0,966.3,1248.0,970.3,462.8
[25/05/2019 07:00],12051.0,0.0,942.5,1223.0,919.4,471.0
[25/05/2019 07:30],12051.0,0.0,820.5,1223.0,849.8,441.8
[25/05/2019 08:00],12051.0,0.0,720.5,1114.0,680.4,381.1
[25/05/2019 08:30],12051.0,0.0,646.0,1114.0,555.4,328.4
[25/05/2019 09:00],12051.0,0.0,616.7,984.0,566.7,294.8
[25/05/2019 09:30],12051.0,0.0,560.0,984.0,530.0,261.7
[25/05/2019 10:00],12051.0,0.0,514.5,899.0,515.4,257.9
[25/05/2019 10:30],12051.0,0.0,463.2,899.0,461.8,242.3
[25/05/2019 11:00],12051.0,0.0,459.0,917.0,415.0,219.6
[25/05/2019 11:30],12051.0,0.0,480.5,917.0,467.6,225.7
[25/05/2019 12:00],12051.0,0.0,488.2,932.0,480.7,309.4
[25/05/2019 12:30],12051.0,0.0,544.5,932.0,549.1,367.0
[25/05/2019 13:00],12051.0,0.0,614.7,984.0,574.2,390.1
[25/05/2019 13:30],12051.0,0.0,782.5,984.0,645.0,431.2
[25/05/2019 14:00],12051.0,0.0,982.2,1032.0,861.1,526.8
[25/05/2019 14:30],12051.0,0.0,1210.3,1032.0,1070.3,673.3
[25/05/2019 15:00],12051.0,0.0,1372.7,1014.0,1276.4,794.8
[25/05/2019 15:30],12051.0,0.0,1523.3,1014.0,1429.5,953.9
[25/05/2019 16:00],12051.0,0.0,1702.3,1064.0,1731.2,1212.7
[25/05/2019 16:30],12051.0,0.0,1864.7,1064.0,1802.2,1369.0
[25/05/2019 17:00],12051.0,0.0,2059.0,1146.0,2135.4,1721.2
[25/05/2019 17:30],12051.0,0.0,2511.7,1146.0,2561.6,2042.5
[25/05/2019 18:00],12051.0,0.0,2868.2,1342.0,2766.1,2583.0
[25/05/2019 18:30],12051.0,0.0,3088.5,1342.0,3252.4,3036.3
[25/05/2019 19:00],12051.0,0.0,3345.5,1631.0,3454.5,3275.9
[25/05/2019 19:30],12051.0,0.0,3483.7,1631.0,3538.4,3485.1
[25/05/2019 20:00],12051.0,0.0,3690.0,2080.0,3508.6,3512.5
[25/05/2019 20:30],12051.0,0.0,3804.7,2080.0,3630.8,3607.2
[25/05/2019 21:00],12051.0,0.0,3849.2,3581.0,3849.3,3664.7
[25/05/2019 21:30],12051.0,0.0,3965.5,3581.0,3950.2,3721.5
[25/05/2019 22:00],12051.0,0.0,4087.0,3953.0,4023.8,3815.5
[25/05/2019 22:30],12051.0,0.0,4210.2,3953.0,4105.3,3827.0
[25/05/2019 23:00],12051.0,0.0,4257.5,4223.0,4180.7,3821.1
[25/05/2019 23:30],12051.0,0.0,4382.0,4223.0,4260.2,3843.0
[26/05/2019 00:00],12051.0,0.0,4438.2,4505.0,4431.5,3927.4
[26/05/2019 00:30],12051.0,0.0,4461.5,4505.0,4482.7,4165.1
[26/05/2019 01:00],12051.0,0.0,4662.0,4755.0,4531.0,4174.6
[26/05/2019 01:30],12051.0,0.0,4851.0,4755.0,4695.1,4250.2
[26/05/2019 02:00],12051.0,0.0,5035.7,4942.0,4906.9,4343.2
[26/05/2019 02:30],12051.0,0.0,5068.3,4942.0,5026.9,4497.2
[26/05/2019 03:00],12051.0,0.0,5007.3,5167.0,5104.8,4596.8
[26/05/2019 03:30],12051.0,0.0,5022.7,5167.0,5136.5,4760.2
[26/05/2019 04:00],12051.0,0.0,5412.5,5442.0,5084.5,4894.3
[26/05/2019 04:30],12051.0,0.0,5680.5,5442.0,5554.8,5033.5
[26/05/2019 05:00],12051.0,0.0,6011.0,5826.0,5790.4,5140.9
[26/05/2019 05:30],12051.0,0.0,6261.0,5826.0,5915.3,5302.9
[26/05/2019 06:00],12051.0,0.0,6437.0,6167.0,6298.7,5405.3
[26/05/2019 06:30],12051.0,0.0,6698.2,6167.0,6542.9,5656.8
[26/05/2019 07:00],12051.0,0.0,7012.7,6553.0,6633.1,5788.1
[26/05/2019 07:30],12051.0,0.0,7020.2,6553.0,7072.7,5968.6
[26/05/2019 08:00],12051.0,146.5,7362.7,7095.0,7119.1,6182.4
[26/05/2019 08:30],12051.0,168.3,7751.5,7095.0,7343.0,6466.8
[26/05/2019 09:00],12051.0,396.2,8092.8,7761.0,7759.3,6595.2
[26/05/2019 09:30],12051.0,687.2,8003.2,7761.0,7906.0,6903.9
[26/05/2019 10:00],12051.0,832.6,7968.7,8238.0,7984.4,7001.0
[26/05/2019 10:30],12051.0,987.3,8272.8,8238.0,8019.0,7275.4
[26/05/2019 11:00],12051.0,1075.7,8588.7,8623.0,8409.8,7507.7
[26/05/2019 11:30],12051.0,1278.5,8644.8,8623.0,8795.2,7800.5
[26/05/2019 12:00],12051.0,1485.4,8784.8,8935.0,8837.5,8049.0
[26/05/2019 12:30],12051.0,1529.7,8719.8,8935.0,9047.5,9046.2
[26/05/2019 13:00],12051.0,1649.5,8604.5,9318.0,8982.1,9270.2
[26/05/2019 13:30],12051.0,1720.2,8719.2,9318.0,9262.5,9383.5
[26/05/2019 14:00],12051.0,1948.8,8824.7,9552.0,8874.1,9436.3
[26/05/2019 14:30],12051.0,2196.5,8673.5,9552.0,9043.8,9515.5
[26/05/2019 15:00],12051.0,2686.7,8511.3,9662.0,8839.9,9558.4
[26/05/2019 15:30],12051.0,3017.1,8371.7,9662.0,9133.0,9621.0
[26/05/2019 16:00],12051.0,3230.7,8048.3,9517.0,9410.6,9737.5
[26/05/2019 16:30],12051.0,3265.7,7763.7,9517.0,8275.5,9721.5
[26/05/2019 17:00],12051.0,3191.1,7659.7,9385.0,7899.4,9522.5
[26/05/2019 17:30],12051.0,2817.4,7913.5,9385.0,8141.8,9405.4
[26/05/2019 18:00],12051.0,2776.7,7930.3,9151.0,8357.6,9340.9
[26/05/2019 18:30],12051.0,2927.2,7843.2,9151.0,8180.4,9258.7
[26/05/2019 19:00],12051.0,3016.3,7823.0,8985.0,8444.1,9885.7
[26/05/2019 19:30],12051.0,3102.6,7910.2,8985.0,8647.0,9777.6
[26/05/2019 20:00],12051.0,3575.4,7328.2,8873.0,8024.2,9501.7
[26/05/2019 20:30],12051.0,3495.0,6975.8,8873.0,7402.4,9125.8
[26/05/2019 21:00],12051.0,2943.6,7420.7,9492.0,7568.3,8872.8
[26/05/2019 21:30],12051.0,2671.4,7708.7,9492.0,7459.2,8584.5
[26/05/2019 22:00],12051.0,2559.0,7523.8,9370.0,7739.6,8271.4
[26/05/2019 22:30],12051.0,2162.4,7602.2,9370.0,7720.2,8127.7
[26/05/2019 23:00],12051.0,2170.6,7401.0,9197.0,7677.2,8092.8
[26/05/2019 23:30],12051.0,2429.3,7328.5,9197.0,7440.1,7982.1
[27/05/2019 00:00],12051.0,2860.0,6900.7,8908.0,7439.1,7925.6
[27/05/2019 00:30],12051.0,2766.5,6780.3,8908.0,6936.4,7749.3
[27/05/2019 01:00],12051.0,2819.7,6402.7,8544.0,7117.5,7702.3
[27/05/2019 01:30],12051.0,2679.9,6064.7,8544.0,6531.5,7623.9
[27/05/2019 02:00],12051.0,2271.3,6243.0,8233.0,6601.2,7441.4
[27/05/2019 02:30],12051.0,1877.0,6233.5,8233.0,6613.6,7256.9
[27/05/2019 03:00],12051.0,1623.7,6090.3,7911.0,6352.7,7136.4
[27/05/2019 03:30],12051.0,1411.5,6282.5,7911.0,6078.8,6919.8
[27/05/2019 04:00],12051.0,1329.6,6253.3,7645.0,6320.7,6773.9
[27/05/2019 04:30],12051.0,1141.7,6133.2,7645.0,6238.2,6613.3
[27/05/2019 05:00],12051.0,854.3,6281.0,7413.0,6152.1,6444.9
[27/05/2019 05:30],12051.0,332.2,6505.0,7413.0,6193.5,6245.4
[27/05/2019 06:00],12051.0,40.8,6454.0,7124.0,6414.2,6053.7
[27/05/2019 06:30],12051.0,0.0,6285.0,7124.0,6121.7,5826.9
[27/05/2019 07:00],12051.0,0.0,6033.3,6962.0,5949.6,5723.7
[27/05/2019 07:30],12051.0,1.2,5785.7,6962.0,5737.0,5527.9
[27/05/2019 08:00],12051.0,21.8,5418.7,6631.0,5483.4,5186.3
[27/05/2019 08:30],12051.0,38.4,4859.7,6631.0,5158.1,4886.6
[27/05/2019 09:00],12051.0,0.0,4783.3,6237.0,4630.6,4648.0
[27/05/2019 09:30],12051.0,0.6,4476.3,6237.0,4569.1,4372.1
[27/05/2019 10:00],12051.0,59.5,4214.7,5786.0,4323.4,4155.3
[27/05/2019 10:30],12051.0,49.8,4312.0,5786.0,4150.4,3970.0
[27/05/2019 11:00],12051.0,40.3,4341.8,5332.0,4184.8,3823.5
[27/05/2019 11:30],12051.0,8.6,4276.5,5332.0,4150.3,3578.0
[27/05/2019 12:00],12051.0,0.3,4002.3,4743.0,3941.3,3445.2
[27/05/2019 12:30],12051.0,0.0,3896.2,4743.0,3698.8,3226.3
[27/05/2019 13:00],12051.0,0.0,3890.2,4028.0,3540.2,3127.9
[27/05/2019 13:30],12051.0,0.0,3609.8,4028.0,3788.6,3012.3
[27/05/2019 14:00],12051.0,0.0,2907.0,3657.0,3437.3,2892.2
[27/05/2019 14:30],12051.0,0.0,2553.5,3657.0,2687.8,2714.4
[27/05/2019 15:00],12051.0,0.0,2466.5,3374.0,2486.1,2645.5
[27/05/2019 15:30],12051.0,0.0,2204.2,3374.0,2363.0,2482.9
[27/05/2019 16:00],12051.0,0.0,2184.8,2994.0,2177.6,2380.3
[27/05/2019 16:30],12051.0,0.0,2253.7,2994.0,2130.1,2246.6
[27/05/2019 17:00],12051.0,0.0,2475.3,2866.0,2134.8,2084.4
[27/05/2019 17:30],12051.0,0.0,2201.0,2866.0,2415.0,1980.3
[27/05/2019 18:00],12051.0,0.0,1786.0,2664.0,2135.9,1923.7
[27/05/2019 18:30],12051.0,0.0,1696.8,2664.0,2116.7,1758.0
[27/05/2019 19:00],12051.0,0.0,1714.5,2575.0,1744.8,1779.2
[27/05/2019 19:30],12051.0,0.0,1751.8,2575.0,1742.3,1790.6
[27/05/2019 20:00],12051.0,0.0,1661.3,2366.0,1703.6,1693.0
[27/05/2019 20:30],12051.0,0.0,1766.3,2366.0,1615.8,1598.2
[27/05/2019 21:00],12051.0,0.0,1716.0,1730.0,1727.3,1552.6
[27/05/2019 21:30],12051.0,0.0,1766.7,1730.0,1621.9,1442.4
[27/05/2019 22:00],12051.0,0.0,1688.7,1591.0,1695.5,1393.9
[27/05/2019 22:30],12051.0,0.0,1765.7,1591.0,1626.1,1346.6
[27/05/2019 23:00],12051.0,0.0,1399.7,1626.0,1589.4,1311.0
[27/05/2019 23:30],12051.0,0.0,1548.7,1626.0,1336.4,1306.5
[28/05/2019 00:00],12051.0,0.0,1545.3,1672.0,1491.5,1273.8
[28/05/2019 00:30],12051.0,0.0,1688.2,1672.0,1453.6,888.8
[28/05/2019 01:00],12051.0,0.0,1521.8,1681.0,1385.5,890.7
[28/05/2019 01:30],12051.0,0.0,1741.0,1681.0,1343.9,873.1
[28/05/2019 02:00],12051.0,0.0,1656.5,1747.0,1734.9,919.5
[28/05/2019 02:30],12051.0,0.0,1586.2,1747.0,1661.8,963.8
[28/05/2019 03:00],12051.0,0.0,1734.0,1992.0,1563.7,996.6
[28/05/2019 03:30],12051.0,0.0,2019.0,1992.0,1767.5,1055.7
[28/05/2019 04:00],12051.0,0.0,2049.7,2192.0,2066.8,1111.4
