Date (WET),PRIMARY HOLDING PRICE,SECONDARY HOLDING PRICE,HIGH HOLDING PRICE,PRIMARY HOLDING VOLUME,SECONDARY HOLDING VOLUME,HIGH HOLDING VOLUME
,GBP/MW/h,GBP/MW/h,GBP/MW/h,MW,MW,MW
[05/03/2019 22:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 22:30],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 23:00],218.74,218.00,52.15,208.8,143.4,-429.8
[05/03/2019 23:30],218.74,218.00,52.15,208.8,143.4,-429.8
[06/03/2019 00:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 00:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 01:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 01:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 02:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 02:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 03:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 03:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 04:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 04:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 05:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 05:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 06:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 06:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 07:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 07:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 08:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 08:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 09:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 09:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 10:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 10:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 11:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 11:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 12:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 12:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 13:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 13:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 14:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 14:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 15:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 15:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 16:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 16:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 17:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 17:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 18:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 18:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 19:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 19:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 20:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 20:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 21:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 21:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 22:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 22:30],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 23:00],218.74,218.00,52.15,226.7,123.7,-430.5
[06/03/2019 23:30],218.74,218.00,52.15,226.7,123.7,-430.5
[07/03/2019 00:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 00:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 01:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 01:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 02:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 02:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 03:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 03:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 04:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 04:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 05:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 05:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 06:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 06:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 07:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 07:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 08:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 08:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 09:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 09:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 10:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 10:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 11:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 11:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 12:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 12:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 13:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 13:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 14:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 14:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 15:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 15:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 16:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 16:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 17:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 17:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 18:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 18:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 19:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 19:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 20:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 20:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 21:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 21:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 22:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 22:30],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 23:00],218.74,218.00,52.15,206.0,109.2,-470.3
[07/03/2019 23:30],218.74,218.00,52.15,206.0,109.2,-470.3
[08/03/2019 00:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 00:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 01:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 01:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 02:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 02:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 03:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 03:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 04:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 04:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 05:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 05:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 06:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 06:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 07:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 07:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 08:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 08:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 09:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 09:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 10:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 10:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 11:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 11:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 12:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 12:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 13:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 13:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 14:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 14:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 15:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 15:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 16:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 16:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 17:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 17:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 18:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 18:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 19:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 19:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 20:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 20:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 21:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 21:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 22:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 22:30],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 23:00],218.74,218.00,52.15,255.5,137.2,-520.5
[08/03/2019 23:30],218.74,218.00,52.15,255.5,137.2,-520.5
[09/03/2019 00:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 00:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 01:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 01:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 02:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 02:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 03:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 03:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 04:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 04:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 05:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 05:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 06:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 06:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 07:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 07:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 08:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 08:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 09:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 09:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 10:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 10:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 11:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 11:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 12:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 12:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 13:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 13:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 14:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 14:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 15:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 15:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 16:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 16:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 17:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 17:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 18:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 18:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 19:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 19:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 20:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 20:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 21:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 21:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 22:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 22:30],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 23:00],218.74,218.00,52.15,403.2,206.2,-554.7
[09/03/2019 23:30],218.74,218.00,52.15,403.2,206.2,-554.7
[10/03/2019 00:00],218.74,218.00,52.15,383.6,216.1,-576.6
[10/03/2019 00:30],218.74,218.00,52.15,383.6,216.1,-576.6
[10/03/2019 01:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 01:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 02:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 02:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 03:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 03:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 04:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 04:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 05:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 05:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 06:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 06:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 07:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 07:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 08:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 08:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 09:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 09:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 10:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 10:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 11:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 11:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 12:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 12:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 13:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 13:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 14:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 14:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 15:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 15:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 16:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 16:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 17:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 17:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 18:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 18:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 19:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 19:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 20:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 20:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 21:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 21:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 22:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 22:30],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 23:00],218.74,218.00,52.15,409.6,227.2,-601.4
[10/03/2019 23:30],218.74,218.00,52.15,409.6,227.2,-601.4
[11/03/2019 00:00],218.74,218.00,52.15,360.9,206.0,-584.2
[11/03/2019 00:30],218.74,218.00,52.15,360.9,206.0,-584.2
[11/03/2019 01:00],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 01:30],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 02:00],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 02:30],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 03:00],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 03:30],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 04:00],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 04:30],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 05:00],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 05:30],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 06:00],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 06:30],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 07:00],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 07:30],218.74,218.00,52.15,342.9,185.8,-556.8
[11/03/2019 08:00],218.74,218.00,52.15,342.9,164.6,-506.4
[11/03/2019 08:30],218.74,218.00,52.15,342.9,164.6,-506.4
[11/03/2019 09:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 09:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 10:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 10:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 11:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 11:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 12:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 12:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 13:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 13:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 14:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 14:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 15:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 15:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 16:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 16:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 17:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 17:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 18:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 18:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 19:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 19:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 20:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 20:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 21:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 21:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 22:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 22:30],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 23:00],218.74,218.00,52.15,312.0,164.6,-506.4
[11/03/2019 23:30],218.74,218.00,52.15,312.0,164.6,-506.4
[12/03/2019 00:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 00:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 01:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 01:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 02:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 02:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 03:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 03:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 04:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 04:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 05:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 05:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 06:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 06:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 07:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 07:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 08:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 08:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 09:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 09:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 10:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 10:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 11:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 11:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 12:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 12:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 13:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 13:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 14:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 14:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 15:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 15:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 16:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 16:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 17:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 17:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 18:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 18:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 19:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 19:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 20:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 20:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 21:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 21:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 22:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 22:30],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 23:00],218.74,218.00,52.15,276.5,177.0,-565.6
[12/03/2019 23:30],218.74,218.00,52.15,276.5,177.0,-565.6
[13/03/2019 00:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 00:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 01:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 01:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 02:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 02:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 03:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 03:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 04:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 04:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 05:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 05:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 06:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 06:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 07:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 07:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 08:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 08:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 09:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 09:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 10:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 10:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 11:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 11:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 12:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 12:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 13:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 13:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 14:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 14:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 15:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 15:30],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 16:00],218.74,218.00,52.15,232.5,154.1,-476.6
[13/03/2019 16:30],218.74,218.00,52.15,232.5,154.1,-476.6
