Date (WET),PRIMARY HOLDING PRICE,SECONDARY HOLDING PRICE,HIGH HOLDING PRICE,PRIMARY HOLDING VOLUME,SECONDARY HOLDING VOLUME,HIGH HOLDING VOLUME
,GBP/MW/h,GBP/MW/h,GBP/MW/h,MW,MW,MW
[07/05/2020 11:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 11:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 12:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 12:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 13:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 13:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 14:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 14:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 15:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 15:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 16:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 16:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 17:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 17:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 18:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 18:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 19:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 19:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 20:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 20:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 21:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 21:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 22:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 22:30],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 23:00],213.05,212.36,51.53,286.5,177.3,-276.7
[07/05/2020 23:30],213.05,212.36,51.53,286.5,177.3,-276.7
[08/05/2020 00:00],213.05,212.36,51.53,145.7,91.6,-176.7
[08/05/2020 00:30],213.05,212.36,51.53,145.7,91.6,-176.7
[08/05/2020 01:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 01:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 02:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 02:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 03:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 03:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 04:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 04:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 05:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 05:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 06:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 06:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 07:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 07:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 08:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 08:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 09:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 09:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 10:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 10:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 11:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 11:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 12:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 12:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 13:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 13:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 14:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 14:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 15:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 15:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 16:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 16:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 17:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 17:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 18:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 18:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 19:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 19:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 20:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 20:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 21:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 21:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 22:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 22:30],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 23:00],213.05,212.36,51.53,111.2,67.3,-116.3
[08/05/2020 23:30],213.05,212.36,51.53,111.2,67.3,-116.3
[09/05/2020 00:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 00:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 01:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 01:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 02:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 02:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 03:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 03:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 04:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 04:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 05:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 05:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 06:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 06:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 07:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 07:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 08:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 08:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 09:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 09:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 10:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 10:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 11:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 11:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 12:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 12:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 13:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 13:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 14:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 14:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 15:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 15:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 16:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 16:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 17:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 17:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 18:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 18:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 19:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 19:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 20:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 20:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 21:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 21:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 22:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 22:30],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 23:00],213.05,212.36,51.53,203.0,101.0,-187.8
[09/05/2020 23:30],213.05,212.36,51.53,203.0,101.0,-187.8
[10/05/2020 00:00],213.05,212.36,51.53,187.9,84.3,-267.8
[10/05/2020 00:30],213.05,212.36,51.53,187.9,84.3,-267.8
[10/05/2020 01:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 01:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 02:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 02:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 03:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 03:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 04:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 04:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 05:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 05:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 06:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 06:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 07:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 07:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 08:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 08:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 09:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 09:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 10:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 10:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 11:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 11:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 12:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 12:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 13:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 13:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 14:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 14:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 15:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 15:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 16:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 16:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 17:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 17:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 18:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 18:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 19:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 19:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 20:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 20:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 21:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 21:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 22:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 22:30],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 23:00],213.05,212.36,51.53,115.8,39.0,-195.9
[10/05/2020 23:30],213.05,212.36,51.53,115.8,39.0,-195.9
[11/05/2020 00:00],213.05,212.36,51.53,171.4,105.0,-260.0
[11/05/2020 00:30],213.05,212.36,51.53,171.4,105.0,-260.0
[11/05/2020 01:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 01:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 02:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 02:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 03:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 03:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 04:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 04:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 05:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 05:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 06:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 06:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 07:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 07:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 08:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 08:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 09:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 09:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 10:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 10:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 11:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 11:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 12:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 12:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 13:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 13:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 14:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 14:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 15:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 15:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 16:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 16:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 17:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 17:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 18:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 18:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 19:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 19:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 20:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 20:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 21:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 21:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 22:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 22:30],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 23:00],213.05,212.36,51.53,99.5,56.3,-142.7
[11/05/2020 23:30],213.05,212.36,51.53,99.5,56.3,-142.7
[12/05/2020 00:00],213.05,212.36,51.53,226.4,148.4,-313.6
[12/05/2020 00:30],213.05,212.36,51.53,226.4,148.4,-313.6
[12/05/2020 01:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 01:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 02:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 02:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 03:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 03:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 04:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 04:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 05:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 05:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 06:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 06:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 07:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 07:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 08:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 08:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 09:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 09:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 10:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 10:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 11:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 11:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 12:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 12:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 13:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 13:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 14:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 14:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 15:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 15:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 16:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 16:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 17:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 17:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 18:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 18:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 19:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 19:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 20:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 20:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 21:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 21:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 22:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 22:30],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 23:00],213.05,212.36,51.53,112.1,72.8,-137.2
[12/05/2020 23:30],213.05,212.36,51.53,112.1,72.8,-137.2
[13/05/2020 00:00],213.05,212.36,51.53,147.1,100.4,-275.9
[13/05/2020 00:30],213.05,212.36,51.53,147.1,100.4,-275.9
[13/05/2020 01:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 01:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 02:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 02:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 03:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 03:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 04:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 04:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 05:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 05:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 06:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 06:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 07:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 07:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 08:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 08:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 09:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 09:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 10:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 10:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 11:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 11:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 12:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 12:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 13:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 13:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 14:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 14:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 15:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 15:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 16:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 16:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 17:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 17:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 18:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 18:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 19:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 19:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 20:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 20:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 21:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 21:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 22:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 22:30],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 23:00],213.05,212.36,51.53,123.6,83.4,-228.9
[13/05/2020 23:30],213.05,212.36,51.53,123.6,83.4,-228.9
[14/05/2020 00:00],213.05,212.36,51.53,151.4,99.1,-206.4
[14/05/2020 00:30],213.05,212.36,51.53,151.4,99.1,-206.4
[14/05/2020 01:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 01:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 02:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 02:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 03:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 03:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 04:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 04:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 05:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 05:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 06:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 06:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 07:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 07:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 08:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 08:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 09:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 09:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 10:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 10:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 11:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 11:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 12:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 12:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 13:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 13:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 14:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 14:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 15:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 15:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 16:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 16:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 17:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 17:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 18:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 18:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 19:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 19:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 20:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 20:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 21:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 21:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 22:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 22:30],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 23:00],213.05,212.36,51.53,156.2,99.1,-265.9
[14/05/2020 23:30],213.05,212.36,51.53,156.2,99.1,-265.9
[15/05/2020 00:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 00:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 01:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 01:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 02:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 02:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 03:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 03:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 04:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 04:30],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 05:00],213.05,212.36,51.53,157.2,112.6,-236.4
[15/05/2020 05:30],213.05,212.36,51.53,157.2,112.6,-236.4
